number,question,options,solution,image_q,answer_key,image_a
Q1,All of the following are seen in anemia of chronic disease except:,"a)High serum hepcidin
b)Low serum ferritin
c)chronic infection
d)Adequate iron stores","Low serum ferritin levels are not seen in anemia of chronic disease.
Anemia of chronic disease is anemia resulting due to chronic diseases which produce systemic inflammation. During chronic inflammation, inflammatory mediators like interleukin - 6(IL-6) stimulate the production of hepcidin from the liver. Hepcidin is an acute phase reactant that



inhibits ferroportin on macrophages and also decreases iron from stores to developing RBc
precursors. This results in decreased proliferation of erythroid progenitors due to impaired iron utilization.
By decreasing available serum iron, the body defends itself from certain bacteria(Eg, Hemophilus influenza) that require iron for their pathogenicity. The lab findings seen in anemia of chronic
disease are:
• Low serum iron
• Decreased total iron-binding capacity
• Abundant stored iron
• Increased hepcidin levels
• Increased serum ferritin
The chronic illnesses associated with  anemia of chronic disease can be grouped into three categories:
• chronic microbial infections, such as osteomyelitis, bacterial endocarditis, and lung abscess
• chronic immune disorders, such as rheumatoid arthritis and regional enteritis
• Neoplasms, such as carcinomas ofthe lung and breast and Hodgkin lymphoma
Note: Hepcidin is the main regulator of iron absorption which is encoded by the HAMP gene and is defective in hemochromatosis.
Given below is an image of iron absorption that shows ferroportin being inhibited by hepcidin at intestinal mucosal cells",,B,2108-1361.PNG
Q2,Neurosecretory bodies are seen in all except,"a)pituitary adenoma
b)paraganglioma
c)Adrenal cortical tumor","Neurosecretory bodies are not seen in adrenal cortical tumours.



Most ofthe adrenocortical neoplasms are aldosterone-producing adenomas. Conn syndrome is primary hyperaldosteronism caused by a solitary aldosterone-secreting adenoma.
The clinical features of hyperaldosteronism are secondary hypertension and various neuromuscular manifestations resulting from hypokalemia.
Microscopically, aldosterone-producing adenomas are found to have eosinophilic, laminated cytoplasmic inclusions, known as spironolactone bodies, found after treatment with the
antihypertensive drug spironolactone.
The image given below shows a microscopic image of spironolactone bodies found in adrenal adenomas


other options:
option A: Medullary thyroid carcinoma arises from parafollicular C cells and they produce
calcitonin. They are associated with a point mutation in the RET proto-oncogene and multiple
endocrine neoplasias (MEN 2A and 2B). Microscopically, polygonal cells in an amyloid stroma are seen. Electron microscopy reveals neurosecretory granules within the cytoplasm.
option B: pituitary adenoma may present with visual field abnormalities or pituitary apoplexy
(acute haemorrhage into an adenoma). prolactinoma is the most common type of
hyperfunctioning pituitary adenoma. Histologically, prolactinomas are composed of chromophobe cells with cytoplasmic neurosecretory granules.
option C: Adrenal medullary pheochromocytomas are the most common paraganglioma.
Extra-adrenal paragangliomas occur in the head and neck at carotid bodies. Microscopically, carotid body tumours contain nests (zellballen) of chief cells. Electron microscopy shows
well-demarcated neurosecretory granules.",,D,2109-1362.PNG
Q3,Identify the true statement/s regarding clear cell carcinoma of the kidney,"a)1, 2, 4
b)2, 3
c)1, 3
d)1, 4","True statements regarding clear cell carcinoma of the kidney are 1, 4. Clear cell carcinoma is
the most common sporadic renal cell cancer and cells show intracellular accumulation of glycogen



and fat.
clear cell cancer arises from the proximal tubular epithelium and usually occurs as solitary unilateral lesions.
Most of the cases are sporadic, but can also occur either in familial forms or in association
with von Hippel-Lindau (VHL) disease. They are associated with the loss of sequence of the short arm of chromosome 3. Those with VHL disease inherit a germline mutation of the VHL gene on   chromosomal band 3p25 and lose the second allele by somatic mutation.
The VHL protein causes the degradation of hypoxia-induced factors (HIFs), which are
transcription factors that contribute to carcinogenesis by stimulating the expression of vascular endothelial growth factor (VEGF) that helps drive tumour cell growth.
Histologically, the tumour cells have a rounded or polygonal shape and abundant clear or granular cytoplasm, which contains glycogen and lipids.
Given below is the histopathological image of clear cell carcinoma.


cancerous cells produce various abnormal hormones resulting in paraneoplastic syndrome. These include polycythemia, hypercalcemia, cushing syndrome, amyloidosis and hypertension.
The most common site of metastasis is the lungs and bones. Radical nephrectomy is the treatment of choice. But T1a(size less than 4cm) tumours are treated by nephron-sparing surgery or partial    nephrectomy to preserve renal function. Drugs that inhibit VEGF and tyrosine kinase inhibitors
are used as an adjunct therapy for metastatic disease.",,D,2110-1363.PNG
Q4,The phenomenon of a differential effect of the same gene from different parents is called:,"a)Gonadal mosaicism
b)Genomic imprinting
c)Anticipation
d)Incomplete penetrance","The phenomenon of a differential effect of the same gene from different parents is called genomic imprinting.
Genomic imprinting refers to gene silencing/ inactivation. Here either the maternal or the
paternal allele is inactivated resulting in only one functional allele. It occurs by the process of



epigenetics, where gene expression is lowered by:
• DNA methylation
• Histone deacetylation
Genomic imprinting is best illustrated by two uncommon genetic disorders: prader-willi syndrome and Angelman syndrome.
The image given below is a child with prader-willi syndrome

	prader-willi syndrome	AngelMan syndrome
Deletion(most common)	paternal chromosome 15	Maternal chromosome 15
uniparental disomy(less com mon)	Maternal disomy(duplication)	paternal disomy(duplication)
clinical features	Elevated ghrelin levels - hype  rphagiaTruncal obesitysevere hypotoniashort staturesmall hands and feet with hypoton  iaHypogonadotropic hypogon adismcognitive impairment	short statureseveremental re  tardationwith lack of speechs tiff arm movementsspastic, u ncoordinated walk (ataxia)sei zuresInappropriate outbursts  of laughter (happy puppets)


The image given below is a child with Angelman syndrome:





Diagnosis of these syndromes is based on the assessment of the methylation status of marker genes and fluorescence in-situ hybridisation(FIsH).
other options:
option A: Gonadal mosaicism is a mutation that occurs only in egg or sperm cells and the
individual will be phenotypically normal. These individuals with gonadal mosaicism can transmit the disease-causing mutation to the offspring through their mutated
gametes.
option C: Anticipation refers to earlier onset of disease or increased severity in succeeding generations. This is seen in trinucleotide repeat disorders like Huntington's disease.
option D: Incomplete penetrance refers to variations in penetrance and expressivity of clinical features. Not all individuals who inherit the mutant gene show a mutant phenotype.
Mnemonic:
Prader–willi syndrome: Paternal gene deletion - P for P
Angelman syndrome: Maternal gene deletion (Mothers are Angels, Maternal gene deletion leads to Angelman syndrome)",,B,2111-1364.PNG;2112-1365.PNG
Q5,Blood transfusion requires screening of donor blood for all of the following infections except:,"a)Hepatitis C Virus
b)Dengue Virus
c)Human immunodeficiency Virus
d)Hepatitis B Virus","Blood transfusion does not requires screening of donor blood for dengue virus infection.
some of the transfusion transmitted infections routienly tested are:
• Hepatitis C virus
• Human immunodefeciency virus(HIV)
• Hepatitis B virus
Transfusion-transmitted disease not currently, routinely tested are:



• Hepatitis A virus
• Hepatitis E virus
• parvovirus B19
• Dengue fever virus
• Malaria
• zika virus",,B,
Q6,Match the microscopic appearance in column A with the type of tumor in column B,"a)1-b, 2-d, 3-a, 4-c
b)1-a, 2-d, 3-c, 4-b
c)1-b, 2-d, 3-c, 4-a
d)1-c, 2-d, 3-a, 4-b","The correctly matched option of the microscopic appearance with the type of tumor is 1-c, 2-d, 3-a, 4-b.
• schiller Duval bodies - yolk sac tumor
• presence of teeth, hair, etc - Teratoma
• signet ring cells - kruckenberg tumor
• call-Exner bodies - Granulosa cell tumor
schiller Duval bodies are seen in yolk sac tumors. A yolk sac tumor/endodermal sinus tumor is an aggressive malignant germ cell tumor of the ovaries. Most of the yolk sac tumors
have schiller-Duval bodies and they are pathognomonic. These are glomerulus-like structures
consisting of a central vessel surrounded by tumor cells within a space that is also lined by tumor cells.
The image given below shows schiller-Duval bodies seen in yolk sac tumors.


presence of hair, teeth, etc is seen in teratomas. These are germ cell tumors. They
contain embryonic tissues leading to the differentiation of cells along these pathways. Apart from teeth, hair may also contain skin, sebaceous glands, fat, bone, cartilage, etc.



There are three classes of teratomas:
• Mature teratomas (eg - dermoid cyst)
• Immature teratomas (eg - solid teratoma)
• Monodermal highly specialized tumors (eg - struma ovarii)
Given below is the histopathological image of immature teratoma of the ovary, with immature tissue of the bone (asterisk), cartilage (arrow), and islands of adipose tissue (arrowhead)


signet-ring cells are seen in the krukenberg tumor. krukenberg tumor is the carcinoma of the stomach that metastasize to the ovary. signet ring cells are mucin-producing cells. The
appearance of a signet ring often originates from the gastric mucosa.
The image below shows signet-ring cells in the kruckenberg tumor.


option D: Granulosa cell tumours arise from granulosa cells which form part of the developing     ovarian follicle. They are unilateral in nature and the mass is cystic and encapsulated. call-Exner



bodies are seen in granulosa cell tumors. These are gland like small structures with acidophilic material and immature follicles.
The image given below shows call-Exner bodies seen in granulosa cell tumours.",,D,2113-1366.PNG;2114-1368.PNG;2114-1367.PNG;2115-1369.PNG
Q7,A patient suffering from cholelithiasis underwent cholecystectomy. The image of the specimen is shown below. which of the following is the correct diagnosis?,"a)Cholesterolosis
b)Gallbladder polyp
c)Carcinoma gallbladder
d)strawberry gallbladder","The correct diagnosis in the patient is gallbladder polyp.
Gallbladder polyp is a pre-malignant condition that usually presents with biliary colic and
cholecystitis. cholesterol polyps are more common while adenomatous polyps have malignant potential.
Risk factors of malignancy in adenomatous polyp:
• Age &gt;6o years
• coexistence of gall stones
• The documented increase in size
• Size of &gt;1o mm.
polyps less than 1 cm can be followed with serial ultrasonography. The USG given below depicts gallbladder polyps that are fixed and do not cast any acoustic shadow. The polyps larger than 1   cm have an increased risk of malignancy and should be treated by performing an open
cholecystectomy.





The image below shows an intraoperative photograph of gallbladder polyps.


The image given below shows the management of gall bladder polyp





other options:
options A and D: Cholesterosis or strawberry gallbladder is a condition characterized by a collection of submucous aggregations of cholesterol crystals and cholesterol esters in the    gallbladder. The interior of the gallbladder looks like a strawberry with yellow specks.
The image given below shows the gross appearance of cholesterosis ofthe gallbladder


option C: Gallbladder adenocarcinoma is the most common malignancy of the extrahepatic biliary tract. Gallstones are the most important risk factor. Her-2/neu is overexpressed and CA 19-9 is
used for monitoring. The most important prognostic factor is the depth of invasion (T-stage). on gross appearance, they resemble chronic cholecystitis.",2087-1347.PNG,B,2116-1371.PNG;2116-1370.PNG;2117-1373.PNG;2117-1372.PNG
Q8,"A 15-year-old boy presents with swelling in the upper diaphyseal part of the tibia. X-ray of the swelling showed a periosteal reaction. A histopathological image of the biopsy is given below.  Immunohistochemistry was positive for synaptophysin and mic 2. what is the likely
diagnosis?","a)osteosarcoma
b)Ewing sarcoma
c)Metastatic neuroblastoma
d)osteoclastoma","The given clinical scenario along with the image showing small round blue cells
and immunohistochemistry (IHC) positive for synaptophysin and mic-2 point to a likely diagnosis of Ewing sarcoma.
Ewing sarcoma is the 2nd most common bone sarcoma in children. The majority of the patients affected are usually &lt;2o years of age. It has a slight male predominance.
It commonly involves the diaphysis of the long bones like the femur, tibia, fibula, and humerus and flat bones of the pelvis. The majority of Ewing sarcomas have a balanced translocation
between the EwSR1 gene on chromosome 22 and the FLI1 gene on chromosome 11.
Patients present with painful enlarging mass, fever, and anemia. The affected area is usually
tender, swollen, and warm. Laboratory findings may show an elevated wBC count and erythrocyte sedimentation rate (ESR).
A histopathological examination of Ewing sarcoma shows sheets of uniform, round cells arranged in Homer-wright rosettes. These cells are of neuroectodermal origin and have minimal cytoplasm
and abundant glycogen. when they are arranged around a central fibrillary core in the form of clusters, the appearance is termed Homer-wright rosettes. Immunohistochemistry is
usually positive for synaptophysin and mic-2.
Given below is the histopathological appearance of Ewing sarcoma.


As tumor cells are rich in glycogen, they stain positive for periodic acid Schiff (PAS) stain however, they stain negatively for reticulin.
The image given below shows PAS staining done in Ewing's sarcoma:





Radiological examination of Ewing sarcoma shows a destructive lesion in the diaphysis of long     bones. Deposition of periosteal reaction in layers gives an onion-peel appearance (shown below).


other options:
option A: osteosarcoma is the most common primary malignancy of bone. The histological
features of osteosarcoma include pleomorphic cells with hyperchromatic nuclei and abundant mitoses. The diagnosis is definitive with the presence of malignant tumor cells producing
unmineralized osteoid or mineralized bone arranged in a typically fine, lacelike pattern.
Given below is the histopathological image of osteosarcoma:





X-ray shows periosteal reaction and it may take the form of a Codman's triangle or it may have a sunray appearance as shown below.


option C: Neuroblastoma is a tumor of the sympathetic ganglia and adrenal medulla. It is derived from primordial neural crest cells. It is the most common extracranial solid tumor in childhood.    on histopathology small round blue cells are seen. These cells are concentrically arranged around a faintly eosinophilic fibrillary material (neuropil). This appearance is called Homer-wright
pseudorosettes (shown below).





option D: osteoclastoma is also known as a giant cell tumour. The tumor cells are primitive   osteoblast precursors and express high levels of RANKL. Histologically, the tumors consist of osteoclast-type giant cells with 1oo or more nuclei. These cells are usually present against a     backdrop of mononuclear stromal cells.
The image given below shows the histopathological appearance of giant cell tumour/osteoclastoma:


The image below shows an X-ray of a giant cell tumour showing the typical soap bubble appearance.",2088-1348.PNG,B,2118-1374.PNG;2119-1376.PNG;2119-1375.PNG;2120-1378.PNG;2120-1377.PNG;2121-1380.PNG;2121-1379.PNG;2122-1381.PNG
Q9,which of the following is a marker of natural killer cell?,"a)CD 68
b)CD 3
c)CD 25
d)CD 94","The marker of the natural killer cells is CD94. It is expressed in natural killer cells and a small subset of T lymphocytes.
Natural killer cells (NK cells) are essential cells of innate immunity. They act against malignant and virus-infected cells. NK cells are identified by CD16 and CD56 cell surface receptors.
NK cells' activity is augmented by interferons and upon activation, they bind to glycoprotein receptors on the surface of target cells and release perforins. perforins create pores in the
membrane of the target cells. Through these pores, cytotoxic factors like tumor necrosis factor-beta (TNF-β) enter the cells and destroy them by apoptosis.
NK cells express a phenomenon known as antibody-dependent cellular cytotoxicity (ADCC). Here, NK cells have the capability of killing target cells that are coated by IgG antibodies.
The image given below shows the actions of NK cells on cancer cells.





other options:
option A: CD68 is expressed on macrophages and monocytes.
option B: CD 3 is a T-cell receptor marker. They are involved in the transduction of signals to the T cells when an antigen binds to the T cell receptor.
option C: CD 25 is a component of the IL2 receptor and is important in T cell proliferation and activation.",,D,2123-1382.PNG
Q10,which of the following conditions is not caused by high-risk strains of human papillomavirus?,"a)Cervical cancer
b)Anal cancer
c)oropharyngeal cancer
d)Laryngeal papillomatosis","Laryngeal papillomatosis is not caused by high-risk strains of human papillomavirus (HPV). It is caused by low-risk HPV strains 6 and 11.
Laryngeal papillomatosis or juvenile papillomatosis is the most common benign neoplasm of
the larynx in children. It is caused by HPV 6 and 11. It involves supraglottic and glottic regions of the larynx. Adult-onset laryngeal papillomatosis involves the anterior part of the vocal cords.
It usually occurs between the ages 3–5 years, but less commonly can also occur in men aged between 3o-5o years. Clinical features include hoarseness or aphonia and respiratory
difficulty. The recurrence rate is high but they rarely transform to SCC.
Diagnosis is confirmed by direct laryngoscopy and biopsy. Treatment consists of micro
laryngoscopy, Co2 laser excision, and topical cidofovir.
The image given below shows laryngeal papilloma.





other options:
cervical cancer, anal cancer and oropharyngeal cancers are caused by high risk HPV types 16 and 18.",,D,2124-1383.PNG
