NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Q1,which of the following joints is not formed by the structure shown in the picture?,"a) synchondrosis
b) syndesmosis
c) symphysis
d) plane synovial joint","The provided image depicts a thoracic vertebra, which does not participate in forming a synchondrosis-type joint. The example for a synchondrosis is the costochondral joint formed between the ribs and the costal cartilage.
A vertebral bone participates in the following joints :
• Intervertebral joint - secondary cartilaginous joint ( symphysis type )
• costovertebral joint - plane synovial joint
• costotransverse joint - plane synovial joint
• Facet joints or zygapophysial joints - synovial joint
A syndesmosis is a type of complex fibrous joint between two bones connected by ligaments and a strong membrane with slight movement allowed.The vertebra is connected by a anterior and posterior ligament where some degree of syndesmosis type of joint is seen.",366-382.PNG,A,
Q2,The spinal sensory nucleus of the trigeminal nerve has 2nd order neurons to carry which sensation?,"a) proprioception
b) Two point discrimination
c) pain
d) vibration","The spinal Trigeminal Nucleus receives input mainly from the maxillary and mandibular divisions. It is located in the medulla. The second-order neurons here carry pain and temperature sensations.
The principal sensory Nucleus receives input from all three divisions of the trigeminal nerve, is located in the pons, and its second-order neurons carry discriminative touch and proprioceptive information.",,C,
Q3,which of the following is not seen in the floor of the inferior horn of the lateral ventricle?,"a) Fimbria
b) collateral eminence
c) Hippocampus
d) Tail of caudate nucleus","The tail of the caudate nucleus is not seen on the floor of the inferior horn of the lateral ventricle. It is present on the roof of the inferior horn of the lateral ventricle.
The inferior horn is the largest compartment of the lateral ventricle. The relations are:
Roof - Tapetum of corpus callosum laterally and tail of caudate nucleus medially.
Floor (lateral to medial) - collateral eminence produced by collateral fissure, hippocampus.
The floor of the temporal horn consists of the hippocampus medially and the collateral eminence laterally. The inferior part of the choroidal fissure, located between the fimbria of the fornix and the inferolateral aspect of the thalamus, lies in the medial wall.",,D,380-395.PNG
Q4,which of the following marked areas in the histopathological specimen shows calcification?,"a) 1
b) 2
c) 3
d) 4","The given specimen is that of an epiphyseal cartilage, where zone 3 corresponds to the zone of calcification.
Epiphyseal cartilage is divided into five zones :
• The resting zone (option 1) consists of hyaline cartilage.
• In the proliferative zone (option 2), chondrocytes divide rapidly and form columns.
• The hypertrophic cartilage zone contains large chondrocytes.
• In the calcified cartilage zone, the thin septa of cartilage matrix become calcified.
• In the ossification zone (option 4), endochondral bone tissue appears.",367-383.PNG,C,382-398.PNG
Q5,what are the structures passing between the muscles marked as 1 and 2?,"a) Recurrent laryngeal nerve and inferior thyroid vessels
b) Internal laryngeal nerve and superior laryngeal artery
c) Auditory tube and levator palitini
d) Glossopharyngeal nerve and stylopharyngeus muscle","The structures passing in between the superior constrictor muscle ( structure 1 ) and middle constrictor muscle ( structure 2) are glossopharyngeal nerve and stylopharyngeus muscle.
The structures passing in between pharyngeal muscles are as follows:
1. sinus of Morgagni - between the superior constrictor and the skull base. Structures passing through include: The auditory tube, The levator veli palatini muscle (option C), The ascending palatine artery.
2. Between the superior and middle constrictors - the stylopharyngeus muscle and the glossopharyngeal nerve.
3. Between the middle and inferior constrictors -the internal laryngeal nerve and the superior laryngeal vessels (option B).
4. Between the lower border of the inferior constrictor and the esophagus - The recurrent laryngeal nerve and the inferior laryngeal vessels.",368-385.PNG,D,
Q6,At what vertebral level does the part marked in the image lie in a normal anatomical position?,"a) S3 spine
b) upper border of L5
c) Tip of coccyx
d) Disc space between L4 and L5","In the right pelvic bone given above the marked structure is the ischial spine which lies approximately at the level of the fifth sacral vertebrae in a normal anatomical position. As the tip of the coccyx is the closest option relating to the spine , it can be the most appropriate answer.
The ischial spine is a bony prominence found on the ischium. The interspinous distance is the distance between the tip of two ischial spines.
The important events occurring at the narrowest plane in the pelvis :
• It corresponds roughly to the origin of levator ani muscles.
• The internal rotation of the fetal head occurs during labour at this plane.
• This level of ischial spines indicates station ‘o’.",368-384.PNG,C,384-399.PNG
Q7,The nerve related to the area marked in the picture has its root value from?,"a) ventral horn of C4
b) Intermediate Horn ofT2-T6
c) open part of Medulla oblongata
d) Dorsal root ganglia ofT1 and T2","The above is an image of the left lung with the arrow pointing at the nerve passing anterior to the left hilum. The phrenic nerve passes in front of the left hilum and has its root value from the ventral horn of C4.
The phrenic nerve, originating from the cervical nerves C3–C5, is a mixed nerve that carries motor fibres to the diaphragm and sensory fibres from the mediastinal pleura, pericardium, and a portion of the peritoneum.",369-386.PNG,A,385-400.PNG
Q8,The area marked by the arrow is supplied by which of the following arteries?,"a) Diagonal artery
b) Right Marginal artery
c) Anterior interventricular artery
d) Left circumflex artery","The marked structure represents the interventricular septum, which is supplied by the anterior interventricular artery.
Blood supply to the ventricular septum is as follows :
• septal branch from posterior interventricular artery - posterior one-third of the ventricular septum
• septal branch from anterior interventricular artery - Anterior two-thirds of ventricular septum
other options :
option A - Diagonal artery supplies the left ventricle.
option B - Right marginal artery supplies the right ventricle and the apex of the heart.
option D - Left circumflex artery supplies the left atrium and the left ventricle.",370-388.PNG,C,386-401.PNG
Q9,what level of the vertebral column does the given cross-sectional image correspond to?,"a) T12
b) T9
c) T1o
d) T11","The above cross-sectional picture is denoted to be T1o because at the level of the T1o vertebra, we observe:
• The esophagus enters the abdomen through the diaphragm (at the level of T1o).
• Adipose tissue around the stomach representing greater omentum.
• Nearby structures include the spleen posteriorly, and the right and anterior left lobes of the liver.
• The inferior vena cava (IVC), slightly right of midline, is mostly surrounded by the liver.
• The descending aorta, azygos vein, and thoracic duct are within the thorax.
• A small portion of the left and right lung are still visible.",370-387.PNG,C,
Q10,The structure marked as 'x' in image A has a direct connection with which of the following structures marked in image B?,"a) 1
b) 2
c) 3
d) 4","Image A shows a section of the cerebellum and image B shows a section of the midbrain. The structure labeled as 'x' represents the dentate nucleus of the cerebellum, which has a direct connection with the structure marked as '1', which is the red nucleus.
The dentate nucleus is the largest of the cerebellar nuclei. The efferent pathways from the dentate nucleus connect to the thalamus and the red nucleus, via the dentato- rubro -thalamic pathway.
other structures in the image B :
2 - Represents superior colliculus.
3 - Represents substantia nigra.
4 - Represents the crus cerebri.",371-389.PNG,A,
Q11,which of the following statements is true concerning the anatomy of the breast?,"a) Inner quadrants contain most breast tissue
b) Ligaments of cooper are found only in lower quadrants
c) Tail of spence extends across anterior axillary fold
d) Breast is made of 1o lobes","The tail of spence extends across the anterior axillary fold and is a small extension of the upper lateral quadrant of the breast.
The breast lies in the superficial fascia of the pectoral region. A small extension of the upper lateral quadrant, called the axillary tail of spence, passes through an opening in the deep fascia and lies in the axilla.
The upper outer quadrant of the breast contains a greater volume of tissue than the other quadrants. This is the reason for the majority of the carcinomas arising in the upper outer quadrant.
The suspensory ligaments (Cooper’s ligaments) are often well-developed in the superior parts of the breast.
The breasts normally comprise up to 2o discrete lobes.",,C,388-403.PNG
Q12,A professor underwent a left parotidectomy. post surgery she complains of left lower lip paralysis. which structure is involved?,"a) Facial nerve - Main trunk
b) Facial nerve- Cervical branch
c) Facial nerve-Temporal branch
d) parotid duct","Lower lip paralysis is caused by damage to the cervical branch of the facial nerve.
The cervical branch of the facial nerve is responsible for innervating the platysma muscle, which is one of the muscles involved in the movements of the lower lip. Damage to this nerve can potentially lead to paralysis of the lower lip.
The facial nerve is the motor nerve of the face. Its five terminal branches emerge from the parotid gland: Temporal, zygomatic, Buccal, Marginal mandibular, Cervical.",,B,389-404.PNG
Q13,Identify the normal anatomical variation given in the following CT image.,"a) Tracheal diverticulum
b) Esophageal duplication
c) Aberrant right subclavian artery
d) Right aortic arch","The CT finding in the image is suggestive of an aberrant right subclavian artery.
An aberrant right subclavian artery occurs when the right fourth aortic arch and right dorsal aorta involute cranial to the seventh intersegmental artery.
This artery arises distal to the left subclavian artery and crosses the midline posterior to the esophagus. Most patients with this anomaly are asymptomatic. Dysphagia caused by compression of the esophagus by an abnormal subclavian artery is called dysphagia lusoria.",372-390.PNG,C,390-406.PNG
Q14,Identify the marked structure,"a) superficial temporal artery
b) posterior auricular artery
c) Middle meningeal artery
d) occipital artery","The marked structure is superficial temporal artery.
The superficial temporal artery is one of the terminal branches of the external carotid artery, along with the maxillary artery. It ascends in front of the ear, passing over the zygomatic arch and travels superficially, supplying the scalp and areas around the temple.",373-392.PNG,A,390-405.PNG
Q15,The marked structure serves as a surface landmark for which anatomical structure?,"a) pineal gland
b) wenicke's area
c) Stem of the lateral sulcus
d) Internal carotid artery siphon","The marked structure indicates the pterion and it serves as a landmark for the stem of the lateral sulcus.
The frontal, parietal, temporal, and sphenoid bones meet at the pterion. It is a landmark for the stem of the lateral sulcus (sylvian fissure), the most prominent sulcus of the cerebral hemisphere. It separates the frontal lobe from the temporal lobe.
pterion marks as a surface landmark for the following structures:
• Middle meningeal artery and vein
• Broca’s area
• The insular cortex and parts of the basal ganglia
• stem of the lateral sulcus",373-391.PNG,C,391-407.PNG
