number,question,options,solution,image_q,answer_key,image_a
Q1,which of the following is not seen in kawasaki disease?,"a)Purulent conjunctivitis
b)strawberry tongue
c)Rash
d)Cervical lymphadenopathy","purulent conjunctivitis is not seen in kawasaki's disease. Non-purulent conjunctivitis is a feature seen.
kawasaki disease is also known as mucocutaneous lymph node syndrome. It is a vasculitis
condition of unknown etiology.  Clinical features include a high spiking fever that is unresponsive to antipyretics. The fever can last between 5 days to 3-4 weeks. The five principal clinical criteria   for kawasaki's disease are:
• Bilateral non-purulent conjunctival infection with limbal sparing
• Erythema of the oral and pharyngeal mucosa, strawberry tongue (option B), and red, cracked lips
• Edema and erythema of the hands and feet
• various forms of rash- maculopapular, erythema multiforme, scarlatiniform (option C)
• Nonsuppurative cervical lymphadenopathy (option D)
The image below shows bilateral non-purulent conjunctival redness, strawberry tongue, and edema and erythema of the hands:





Diagnosis requires fever and at least four of the five principal criteria. Myocarditis develops
frequently in acute kawasaki disease. It presents as tachycardia and reduced ventricular systolic function. The tachycardia will be disproportionate to the fever. Patients may develop coronary    artery aneurysms in the 2nd to 3rd week of illness. They are generally asymptomatic and
diagnosed on echocardiography. However, if large it can lead to death. Thus, echocardiography should be performed at diagnosis and after 1-2 weeks.
Treatment involves 2g/kg of intravenous immunoglobulin as an infusion over 1o-12 hours within 1o days of onset. Moderate to high-dose aspirin should be administered until the patient is
afebrile.",,A,5717-3633.PNG
Q2,what is the ideal maintenance fluid of choice in children?,"a)5% dextrose and N/2 saline
b)5% dextrose and N saline
c)1o% dextrose and N/2 saline
d)5% dextrose and N/4 saline","5% dextrose and N saline is the ideal maintenance fluid in children.
5% dextrose provides 17 calories/1oo mL and nearly 2o% of the daily caloric needs. This level is     enough to prevent ketone production and helps minimise protein degradation. However, the child will lose weight on this regimen and therefore it is necessary to start enteral feeds sooner or if not possible, total parenteral nutrition is recommended.
other options:
Hypotonic fluids like N/2 or N/4 saline can increase the risk of hyponatraemia and free water movement inside RBCs, leading to haemolysis. Hence, isotonic fluids with 5% dextrose are     recommended as standard maintenance fluids in children.",,B,
Q3,which of the following is not seen in nutritional rickets?,"a)Low phosphorus
b)Normal calcium
c)urine calcium: creatinine ratio &gt; 15
d)High PTH","urine calcium: creatinine ratio &gt; 15 is not seen in a case of nutritional rickets. Instead low urine calcium and high urinary phosphate excretion are seen due to stimulation of PTH(parathormone)



in vitamin D deficiency(nutritional rickets).(option C)
Initially, low calcium levels in the blood stimulate increased PTH secretion from the parathyroid glands that results in bone resorption and increased reabsorption of calcium and increased
excretion of phosphorus in the kidneys.
Hence blood calcium levels can be low to normal with low phosphorus levels and high ALP due to increased bone resorption activity.
Note - High urinary calcium excretion is associated with hereditary hypophosphatemic rickets with hypercalciuria.
Nutritional rickets is a skeletal disorder primarily caused by a deficiency in vitamin D, calcium, or phosphorus, or a combination of these nutrients. Rickets typically affect children during periods    of rapid growth and bone development.
25-hydroxy vitamin D level should be measured to diagnose vitamin D deficiency rickets. The
initial lab tests in this child should also include serum calcium, phosphorous, alkaline
phosphatase (ALP), and parathyroid hormone (PTH). Lab findings reveal decreased calcium and phosphate levels, increased PTH, and ALP.
Treatment with oral vitamin D is preferred. Patients who show no response should be evaluated     for other disorders, such as hypophosphatemic rickets, vitamin D-dependent rickets, renal tubular acidosis-associated rickets, and chronic kidney disease-associated rickets.",,C,
Q4,which of the following is CORRECT regarding febrile seizure,"a)A,B,C
b)A,C,D
c)A,B,C,D
d)A,B,D","Chance of recurrence after one episode of febrile seizure is not 54%
Febrile seizures are seizures that-
• occur between the age of 6 months and 5 years
• occur at a temperature of 38°C (1oo.4°F) or higher
• Are not due to any CNS infection or any metabolic imbalance
• occur without a history of prior afebrile seizures
• occur with no post-ictal neurological deficit.
Types of febrile seizures:
Investigations:
• Lumbar puncture should be performed in the first episode of seizures with fever, for all infants &lt;6 months age (to exclude meningitis).
• EEG and neuroimaging are advised for children with atypical febrile seizures. Treatment:
Antipyretics and proper hydration. Midazolam or diazepam (rectal) can be used if seizures present.
Prophylaxis:



• Intermittent prophylaxis: If the febrile seizures are 3 or more in 6 months, or 4 or more seizures in 1 year, oral clobazam (1mg/kg/day) for 3 days during the fever episode.
• continuous prophylaxis: If intermittent prophylaxis fails or in recurrent atypical febrile seizures, sodium valproate and phenobarbitone can be used.

simple febrile seizures	complex (atypical) febrile sei zures
occurs within 24 hours of th e onset of fever	can occur at any time during a fever
Generalized seizures	Focal seizures
Duration is <15 min	prolonged
No recurrence within 24 hrs of seizures	Recurrent
chances of going into epileps y 1%	chances of going into epileps y 6%",,B,
Q5,what is the rate of increase in head circumference in the first 3 months of life?,"a)1 cm/month
b)2 cm/month
c)4 cm/month
d)o.5 cm/month","Rate of increase of head circumference in the first 3 months of life is 2 cm/month.
The maximum circumference of the head from the occipital protuberance to the supraorbital ridges on the forehead is recorded using the cross-tape method.
Head circumference increases at the following rates:
• 2 cm/month in first 3 months
• 1 cm/month in the next 3 months
• o.5 cm/month in the next 6 months
Head circumference is equal to chest circumference at 1 year of age.
Head circumference is more than chest circumference by 2.5 cm at birth.
• At birth: Head circumference &gt; chest circumference
• At 9-12 months: Head circumference = chest circumference
• After 1 year: Head circumference &lt; chest circumference

Age	Head circumfere nce
At bir th	33 to 35cm
3 m	4o cm
6 m	43 cm
1 year	46 cm




Age	Head circumfere nce
2 year s	48 cm
3 year s	49 cm
4 year s	5o cm
12 yea rs	52 cm (adult size)",,B,
Q6,"which of the following holds true for ""some dehydration"" in a child:","a)1, 3, 5 only
b)1, 2, 4 only
c)1, 3, 4, 5 only
d)1, 2, 3, 4","Increased thirst, delayed skin pinch, sunken eyes, and reduced urine output indicate some dehydration. Lethargy indicates severe dehydration.
The degree of dehydration is assessed as follows:
Based on the degree of dehydration after history and examination, the estimated fluid loss is calculated as follows:

parameters	No dehydration	some dehydration	severe dehydration
condition	well alert	Restless, irritable	Lethargic or unconscious,flop py
Eyes	Normal	sunken	very sunken and dry
Tears	present	Absent	Absent
Mouth and ton gue	Moist	Dry	very dry
Thirst	Drinks normallynot thirst y	Thirsty, drinks eagerly	Drinks poorly or isnot able to drink
skin pinch	Goes back quickly	Goes back slowly	Goes back very slowly
urine output	Normal	Decreased	oliguria, anuria
capillary refill	2-3 seconds	3-4 seconds	>4 seconds
Treatment	plan A	weigh the patient, if possible, and use treatment plan B	weigh the patient and use tre atmentplan c urgently

Degree of dehydrati on	Assessment of fluid loss
No dehydration	less than 5o mL/kg
some dehydration	5o-1oo mL/kg
severe dehydration	more than 1oo mL/kg",,C,
Q7,which of the following is not a suitable method for free flow oxygen delivery to a newborn baby?,"a)oxygen tube kept close to the baby's nose and mouth
b)oxygen mask placed firmly over the baby's mouth and nose
c)self-inflating bag attached to an oxygen mask placed over baby's mouth and nose
d)A reservoir bag attached to oxygen mask kept over the baby's nose and mouth","self-inflating bag is not used for free flow oxygen delivery. It is used to provide positive pressure ventilation. self-inflating bag and mask is used in neonatal resuscitation.
Bag and mask ventilation is used as the first step in airway management to provide positive    pressure ventilation. It serves as a rescue technique to provide oxygenation and ventilation in patients with difficult airways until tracheal intubation is achieved.
The bag in this apparatus is a self-inflating bag. This allows for it to be used without a pressurized gas supply and is delivered to the patient when the bag is squeezed (compressed). A patent airway and a good seal are essential to facilitate bag and mask ventilation.
The rescuer should be positioned at the patient’s head. A one-person technique involves the ""E-c seal"" in which your first and second digits form a ""c"" over the mask with your thumb pressing
down by the nasal bridge, your second digit over the bottom of the mask by the mouth, and your third through fifth digits forming an ""E"" and applying pressure to the mandible to hold the mask tight
Effective ventilation can be confirmed by:
• chest rise on squeezing the bag
• condensation in the clear mask
• pulse oximetry shows improved saturation
• capnography shows exhaled carbon dioxide
Mask ventilation is usually contraindicated in patients with an increased risk of regurgitation. It should be used with caution in patients with severe facial trauma.
The following image shows the parts of a self-inflating bag and mask apparatus with a reservoir bag.",,C,5747-3636.PNG
Q8,All are true about renal tubular acidosis in children except,"a)Type 4 is due to defective ammoniagenesis and aldosterone resistance
b)Type 2 is Fanconi and hypophosphatemic rickets
c)Type 4 with paradoxical aciduria and hypokalemia
d)Type 2 - abnormal loss of HCO3","Hyperkalemia and metabolic acidosis are features of type 4 renal tubular acidosis
Type IV (hyperkalemic) renal tubular acidosis: Hyperkalemia with distal RTA occurring due to
aldosterone resistance or deficiency is termed type 4 RT A. Aldosterone directly stimulates the
proton pump, increases Na+ absorption resulting in negative intrahibular potential and increases urinary K+ losses and stimulates basolateral Na+ /K+ ATpase. Hence, aldosterone deficiency or     resistance is expected to cause hyperkalemia and acidosis.
The clinical features seen in Type IV RTA are as follows:
• Hyperkalemia: Hypoaldosteronism results in an increase in potassium concentration.
• Metabolic acidosis: The important buffers in urine are ammonia and phosphate. Hyperkalemia impairs ammonia production in the proximal tubule, which reduces the buffering of hydrogen     ions. This results in decreased hydrogen ion excretion.
• urinary pH&lt;5.5: Due to the decreased production of ammonia in the proximal tubule, excess protons are excreted in the renal tubules, thus decreasing the urinary pH.
RTA type I (distal RTA) is seen in autoimmune diseases like sjogren's syndrome, systemic lupus erythematosus, systemic sclerosis, medullary sponge kidney disease, cirrhosis, drugs like
amphotericin B, lithium, etc. The patients develop hypokalemia and metabolic acidosis with alkaline urine (urinary pH &gt;5.5).
RTA type II (proximal RTA) is seen in Fanconi syndrome, wilson's disease, heavy metals
ingestion, etc., The patients develop hypokalemia and metabolic acidosis with acidic urine
(urinary pH &lt;5.5). It occurs due to generalized proximal tubule dysfunction. Defective HCO3- resorption is the primary dysfunctional mechanism causing metabolic acidosis and is also
associated with glycosuria, aminoaciduria, and phosphaturia. Rickets is rare in isolated proximal RTA but common in Fanconi syndrome.
RTA type III (mixed RTA) is seen in inherited mutations of carbonic anhydrase II. A combined   pathology of type I and type II RTA is seen in this type. It results in hypokalemia and metabolic acidosis.",,C,
Q9,"which of the following is a reliable sign of ""some dehydration"" in severe acute malnutrition?","a)Increased thirst
b)sunken eyes
c)skin pinch that goes back slowly
d)Altered sensorium","Increased thirst is the best indicator of 'some dehydration' in severe acute malnutrition.
Increased thirst is the most reliable indicator because impaired skin pinch and sunken eyes can    also be seen due to loss of subcutaneous fat in a child with acute malnutrition. Altered sensorium is a feature of severe dehydration.
The degree of dehydration is assessed as follows:
Based on the degree of dehydration after history and examination, the estimated fluid loss is calculated as follows:



parameters	No dehydration	Some dehydration	Severe dehydration
condition	well alert	Restless, irritable	Lethargic orunconscious,flop py
Eyes	Normal	Sunken	very sunken and dry
Tears	present	Absent	Absent
Mouth and ton gue	Moist	Dry	very dry
Thirst	Drinks normallynot thirst y	Thirsty, drinks eagerly	Drinks poorly or isnot able to drink
Skin pinch	Goes back quickly	Goes back slowly	Goes back very slowly
urine output	Normal	Decreased	oliguria, anuria
capillary refill	2-3 seconds	3-4 seconds	>4 seconds
Treatment	plan A	weigh the patient, if possible, and use treatment plan B	weigh the patient and use tre atmentplan c urgently

Degree of dehydrati on	Assessment of fluid loss
No dehydration	less than 5o mL/kg
Some dehydration	5o-1oo mL/kg
Severe dehydration	more than 1oo mL/kg",,A,
Q10,"A 5-year-old has the following anthropometry values. According to wHO criteria for malnutrition, what is the diagnosis?","a)severe acute malnutrition
b)Chronic malnutrition
c)Moderate acute malnutrition
d)Acute on chronic malnutrition","According to wHo criteria for malnutrition, the diagnosis of this child is chronic malnutrition. (option B)
Height for age less than -2 SD ( -2.5 in this case) indicates moderate stunting, pointing towards a diagnosis of chronic malnutrition.
weight for age less than -2 SD (-3.2 in this case) indicates underweight but it cannot differentiate between wasting and stunting.
weight for height:
• less than - 3SD suggests severe acute malnutrition (SAM)
• between -2 to -3 SD suggests moderate acute malnutrition
weight for height in this case is -1.7 SD. Hence it is not a case of SAM or moderate acute malnutrition.",,B,
