number,question,options,solution,image_q,answer_key,image_a
Q1,"A 24-year-old female comes to the oPD with dysuria. she has a non-irritant profuse white discharge from her vagina. on examination, her labia were inflamed and swollen. The
openings of her urethra and Bartholin's glands were congested. on further collection of her endocervical discharge, intracellular gram-negative diplococci were found. which of the
following is the most likely diagnosis?","a)Neisseria Gonnorhea
b)chlamydia Trachomatis
c)Treponema Pallidum
d)Hemophilus Ducreyi","The above clinical scenario and endocervical examination of gram-negative diplococci denote a diagnosis of Neisseria gonorrhoea.
Gonorrhoea is a sexually transmitted disease where infection occurs due to the adhesion of     gonococci to the urethra or other mucosal surfaces with the help of pili. By the third day of     infection, the cocci have penetrated intracellular spaces and reached subepithelial tissue. The incubation period ranges from 2 to 8 days. The main symptoms are urethral discharge and
dysuria.
In females :
The infection begins in the cervix uteri and urethra and may spread to the Bartholin glands,
endometrium, and fallopian tubes. The vaginal mucosa is usually unaffected in adults because the stratified squamous epithelium is resistant to cocci infection and also because vaginal secretions    have an acidic pH. Rarely peritonitis may develop with perihepatic inflammation (Fitz Hugh
curtis syndrome).
In males :
The disease starts as acute urethritis. This infection has the potential to spread down the urethra and into the prostate, seminal vesicles, and epididymis. chronic urethritis may lead to stricture    formation. Infections in the periurethral tissues can lead to abscesses and multiple discharging    sinuses (watercan perineum).
Lab diagnosis:
The discharge is collected and subjected to Gram's stain which reveals gram■negative
intracellular diplococci within phagocytes. stuart's transport medium is used. specifically, Thayer-Martin agar is used to isolate Neisseria gonorrhoeae.
Treatment: ceftriaxone (25o mg, IM) single-dose + azithromycin 1 g Po, single-dose, or doxycycline 1oo mg Po BD for 7 days.
The image below shows the Gram-stain of a urethral exudate showing typical intracellular gram-negative diplococci and pleomorphic extracellular gram-negative organisms",,A,1732-1100.PNG
Q2,Drug resistance is seen with which of the following sTD?,"a)syphilis
b)Gonorrhoea
c)chancroid
d)Donovanosis","Neisseria gonorrhoea endures maximum drug resistance among the given organisms causing sexually transmitted diseases.
The ability of N. gonorrhoea to change its antigenic properties and adapt to different
environments has rendered it resistant to the majority of antibiotics. Gonococci develop complete resistance to antibiotics, either through chromosomal mutations or by acquiring R factors, which  are plasmids.
• often β-Lactamase producing Gonococci and tetracycline-resistant strains occur together. Hence penicillin, ampicillin, and tetracycline are no longer reliable for the treatment of gonorrhea and
should not be used.
• changes in DNA gyrase and topoisomerase IV have been identified as mechanisms contributing to fluoroquinolone resistance.
• Mechanisms leading to enhanced drug efflux pump and reduced drug influx through porB, collectively contribute to resistance against third-generation cephalosporins.
currently, the effective first-line treatment of choice for uncomplicated Gonococcal infection remains ceftriaxone (5oo mg IM, single dose) plus Azithromycin (1 g po, single dose) .
other options :
A) syphilis :  The drug of choice for treating syphilis is benzathine penicillin G. penicillin has been the mainstay of treatment for syphilis for many years due to its effectiveness in curing the
infection and its relatively low cost.
c) chancroid: The drug of choice for treating chancroid, a sexually transmitted infection caused by the bacterium Haemophilus ducreyi, is azithromycin or ceftriaxone. These antibiotics are effective in treating chancroid and preventing its complications. The choice between azithromycin and
ceftriaxone may depend on factors such as patient allergies, local resistance patterns, and individual patient factors.



d) Donovanosis : The drug of choice for treating donovanosis, also known as granuloma inguinale, is typically azithromycin or doxycycline. Donovanosis is a sexually transmitted infection caused by the bacterium klebsiella granulomatis, and prompt treatment is essential to prevent
complications and transmission to others.",,B,
Q3,which of the following parasites reproduce directly from egg to larva without fertilisation through parthenogenesis?,"a)strongyloides stercoralis
b)Ancylostoma doudenale
c)Enterobius
d)Trichuris trichura","The females of strongyloides stercoralis are known to be parthenogenetic i.e. capable of
generating offspring without the need for fertilisation by a male.
strongyloides stercoralis has a parasitic cycle and a free-living cycle in soil. Humans are the natural host but morphologically indistinguishable strains may be seen in dogs and cats.
Filariform larvae are the infective form and there are two modes of infection: penetration of the skin by 3rd stage filariform larva, and autoinfection (external and internal).
The female worms present in the intestine lay eggs in the mucosa which hatches immediately, releasing the rhabditiform larva. The larva migrates into the lumen of the intestine and passes down to be released into the faeces. The rhabditiform larva may change into a filariform larva  while passing through the bowel.
The filariform larvae in the bowel do not leave the host and become a source of autoinfection as  they penetrate the colonic mucosa or perianal skin. The rhabditiform larvae passed in the faeces may undergo two types of development in the soil:
• Direct development: The rhabditiform larva moults twice on reaching the soil to become the infective filariform larva. The filariform larva can penetrate the skin and enter the circulation.
• Indirect development: The rhabditiform larvae develop into free-living males and females in the soil.
other options :
option B: Ancyclostoma duodenale are dioecious parasites, there is no multiplication within the host, and a single infective larva matures into either a male or a female adult to undergo mating through copulation. It typically takes around 6 weeks from the point of infection for the adult
worms to reach sexual maturity and initiate egg-laying.
option C: Enterobius vermicularis is dioecious.The male is usually unseen as it does not migrate from caecum or appendix. It usually dies after mating and is passed in the faeces. The gravid
female migrates down the colon to the rectum and a single worm lays from 5ooo to 17,ooo eggs option D: Trichuris trichuria or the whipworm has a distinct male and female parasite and is
typically dioecious. The fertilised female lays about 5ooo eggs per day.",,A,1734-1101.PNG
Q4,which is the best test used for Malarial parasite speciation?,"a)Acridine orange stained thin smear
b)Giemsa-stained thin smear
c)Giemsa-stained thick smear
d)Quantitative Buffy coat (QBc)","Malarial parasite speciation is best done by a Giemsa-stained thin smear.
Microscopy is the best method for the diagnosis of malaria due to its high sensitivity and
specificity.A diluted Giemsa stain is applied to both thick and thin films and left to dry for thirty minutes to two hours. Afterwards, the slide is rinsed and dried.
Thin smear is used to identify the particular infecting species of plasmodium. It is prepared by air drying for 1o minutes and fixed in methanol. Thus, the plasmodia morphology is not distorted.
Thick smear is used to detect infection and estimate parasite concentration. The correct thickness is the thickness through which a newsprint is barely visible. It is prepared by slow-drying for 3o    minutes, which leads to hemolysis and distortion of the plasmodia morphology. The thick film is   not fixed using methanol as it can become dehaemoglobinised.  Hence, species cannot be
detected.
For rapid staining, especially beneficial for fieldwork, the Field's stain is utilized. In India, the frequently employed rapid staining method is the JSB stain, named after Jaswant Singh and    Bhattacharji.
The following image shows the difference between thick and thin smear.
• when properly prepared, the thick film will just permit printed letters to be visible when viewed through it.
• A well-prepared thin film will consist of a continuous smear of a single layer of red cells,   terminating in a tapered tongue end that falls slightly before reaching the edge of the slide.





other options:
option D: The QBC method is a rapid test for malaria which is highly sensitive and specific. In this method, a small amount of blood (5o to 11o μl) is centrifuged in the QBC centrifuge,
concentrating parasites near the tip of the red blood cell column.
option A: Acridine orange is a fluorescent stain used in the QBC test of malaria.RBC tubes are     pre-coated with acridine orange, and parasites fluoresce, making them easily visible under an oil immersion microscope. It is hence not the ideal stain used for speciation.",,B,1735-1102.PNG
Q5,"Assertion(A): Late trophozoite and schizont stage in plasmodium falciparum are not seen in blood smears. Reason(R): These two stages are trapped in the capillary endothelium of
internal organs due to cytoadherence.","a)Both Assertion (A) and Reason (R) are true and reason is Reason (R) is the correct explanation of Assertion (A)
b)Both Assertion (A) and Reason (R) are true and reason is Reason (R) is not the correct explanation of Assertion (A)
c)Assertion (A) is true and Reason (R) is false
d)Assertion (A) is false and Reason (R) is true","Late trophozoite, early and mature schizonts are stages in the asexual life cycle of P.falciparum. These stages are usually not seen in the peripheral smear unless the malaria is exceptionally
severe or pernicious. In regular conditions, These two stages are trapped in the capillary endothelium of internal organs due to cytoadherence.
Plasmodium falciparum is the most highly pathogenic strain of malaria, causing fatal
complications. Hence, it is also called malignant tertian or pernicious malaria. The life cycle of
P.falciparum can be divided into three primary stages based on whether parasites are in the liver, the bloodstream or the mosquito's stomach.
Exo-erythrocytic cycle-Human liver :
• The female anopheles mosquito injects parasites (sporozoites) into the human after a blood meal. The sporozoites are sickle-shaped and invade into hepatocytes.
• sporozoites mature into schizonts which release merozoites
Erythrocytic cycle:
• Merozoites leave the liver and invade red blood cells, in which they reproduce asexually and develop into trophozoites.



• Early ring trophozoites are often seen attached along the margin of the red cell, the so-called form applique or accole. Binucleate rings are common resembling stereo headphones in
appearance. several rings may be seen within a single erythrocyte.
• Typically, the trophozoites vanish from the bloodstream within approximately 24 hours.
• By this time, a strain-specific high molecular weight antigen emerges on the surface of infected red cells resembling a knob-like projection on the erythrocyte membrane.
• Infected red cells with presenting antigen, exit the bloodstream and stick to the walls of small
blood vessels(cytoadherence) of internal organs, including the brain, heart, kidneys, lungs, spleen, intestines, bone marrow, and placenta.
• This adherence leads to the sequestration of infected cells in these areas, contributing to severe complications like cerebral malaria.
sporogonic cycle- Mosquito :
•  Gametocytes are taken up by a mosquito when it feeds. (9-12) Gametocytes undergo sexual     reproduction in the midgut of the mosquito and develop into sporozoites, which migrate to the salivary glands.
• The mosquito injects sporozoites through saliva into another human source.
Major manifestations of severe falciparum malaria include more than two convulsions in 24
hours, unarousable coma/ cerebral malaria (failure to localise or respond appropriately to stimuli or coma persisting for &gt;3o min after generalised convulsion), acidosis, severe normocytic
normochromic anaemia, renal failure, pulmonary oedema, hypoglycemia, shock, and disseminated intravascular coagulation.
other manifestations include hemoglobinuria, hyperparasitemia, jaundice, and extreme weakness. The treatment of choice is artesunate given at a dose of 2.4 mg/kg stat IV, followed by 2.4 mg/kg    at 12 and 24 hours, and then daily if necessary.
The life cycle of plasmodium falciparum is given below :",,A,1736-1103.PNG
Q6,which of the following pathological features is incorrectly matched with the disease?,"a)No reaction: Immunodeficiency disease
b)cytopathic and cytoproliferative effect : chickenpox
c)Mononuclear and granulomatous lesions: Berylliosis
d)suppurative and purulent lesions: syphilis","syphilis is not known to cause suppurative and purulent lesions. It causes macular, papular or mixed maculopapular lesions.
syphilis presents with the following lesions as it progresses through different stages :
• primary syphilis - Hard chancre, which is painless papule that becomes eroded and indurated.
• secondary syphilis - skin rashes on palms and soles which may be macular, papular, papulosquamous and nodular, but never vesicular or bullous.
• condylomata lata- mucocutaneous papules that coalesce to form large pink to grey lesions in warm moist intertriginous areas)
• Generalized lymphadenopathy is seen
• Tertiary syphilis - Gummas, which are locally destructive granulomatous lesions. They are most commonly seen in bone and skin.
other options :
option A - Immunodeficient individuals lack the normal response to antigens. This is the reason for the false negative Mantoux test seen in such individuals.
option B - chickenpox belongs to the alpha subfamily of herpes group of viruses which has a cytopathic effect of formation of multinucleated giant cells, with rounding and ballooning of  infected cells
option c - Berryliosis is an occupational lung disease, causing a chronic granulomatous
inflammatory disease similar to sarcoidosis. Biopsy reveals non-caseating granulomas with monocytic infiltration.",,D,
Q7,"out of the given lab sterilisation techniques, which of the following can be used for a disposable pipette tip?","a)A only
b)D only
c)A,B
d)c,D","The most common and effective method to sterilise disposable pipette tips is by using an autoclave.
Autoclaving involves subjecting the pipette tips to high-pressure steam at temperatures above
121°c (25o°F) for around 2o minutes. This process effectively kills microorganisms and sterilises the pipette tips for reuse. However, it's important to check the manufacturer's instructions to
ensure that the pipette tips are autoclavable and to follow proper sterilisation protocols to maintain their integrity and functionality.",,A,
Q8,which of the following is transmitted by all the components of blood?,"a)syphilis
b)Malaria
c)Filaria
d)Toxoplasma","Among the options provided, Malaria is the only disease transmitted by all components of blood.
Malaria is primarily spread through the bite of infected Anopheles mosquitoes, which inject
sporozoites into the bloodstream but can also be transmitted by transfusion of blood and blood products.



other options:
option A : syphilis is primarily transmitted through direct contact with syphilitic sores (chancres), which can occur on the genitals, lips, mouth, or anus during sexual activity.In most cases,
transmission via blood transfusion is rare.
option c:  Filarial parasites are primarily transmitted through the bite of infected mosquitoes.
However, they can also be found in the blood of infected individuals, which can potentially
transmit the infection through blood transfusion. However, plasma and platelets may not typically harbor filarial parasites unless there's concurrent infection or contamination.
option D: Toxoplasma is transmitted through various routes, including ingestion of contaminated food or water, contact with infected cat feces, and transplacental transmission from mother to
fetus. However, it is not primarily transmitted through blood",,B,
Q9,The following statements are connected with 'because',"a)statement 1 and statement 2 are true and statement 2 is correct explanation of statement 1
b)statement 1 and statement 2 are true but statement 2 is not the correct explanation of statement 1
c)statement 1 is true and statement 2 is false
d)Both the statements 1 and 2 are false","The statement Faucial diphtheria can cause death due to myocarditis is true. However,
corynebacterium diphtheria causes myocarditis due to toxaemia and not bacteremia.
corynebacterium diptheriae produces the diphtheria toxin, which is an AB subunit toxin. while
the B subunit helps in attachment to cell surface receptors, the A subunit causes ADP-ribosylation of elongation factor-2 (EF-2) resulting in the inhibition of protein synthesis.


The exotoxin A produced by Pseudomonas aeruginosa, also an AB subunit toxin, acts by the same mechanism to cause inhibition of protein synthesis.
This infection presents as fever and sore throat, which progresses to dyspnea due to obstruction by the pseudomembrane. Bull's neck appearance is seen due to cervical lymphadenitis.
complications of c.diphtheriae:
• damage to the heart (myocarditis)
• kidney (tubular necrosis)



• liver and adrenal glands can be affected due to the toxin
In respiratory diphtheria patients, cardiac complications, particularly myocarditis, arise in around 1o-25% of cases. cardiac involvement is the leading cause of death in diphtheria, with a mortality  rate of 5o-75%. Manifestations of cardiac involvement vary and may encompass myocardial
dysfunction, rhythm disturbances such as bradyarrhythmias or tachyarrhythmias, and heart blocks necessitating pacing. Elevated cardiac enzymes and EcG abnormalities may signal
asymptomatic myocardial involvement.",,C,1677-1070.PNG
Q10,A construction worker presents with a lockjaw and muscle rigidity. He gives a history of exposure to a rusted iron nail through an existing wound. which of the following is the    mechanism of action of the toxin responsible for this presentation ?,"a)Inhibition of Acetyl choline release
b)Inhibition of glycine and GABA release
c)Inhibition of epinephrine
d)Inhibition of Nor-epinephrine","The above clinical scenario, coupled with a history of contact with a rusty iron nail, suggests a   diagnosis of tetanus, which is caused by the anaerobic bacterium clostridium tetani. The toxin  responsible for muscle rigidity and lockjaw is tetanospasmin produced by clostridium tetani. It acts by causing presynaptic inhibition of GABA and glycine release.
Tetanospasmin, after secretion by the bacterium is cleaved into two peptides linked by a
disulphide bond. The larger peptide diffuses to terminals of neurons and migrates by the
retrograde axonal transport system to the spinal cord and brainstem. It diffuses to the glycinergic  interneurons and GABA secreting neurons there. The smaller peptide degrades synaptobrevin and blocks the release of the inhibitory glycine and GABA. This results in hyperreflexia, muscle
spasms, and spastic paralysis. Even small amounts of the toxin can be lethal.
The incubation period of c. tetani ranges from 4-5 days up to 3 weeks. Muscle spasms usually involve the area of injury first and then the muscles of the jaw causing trismus or lockjaw.
Gradually, other voluntary muscles become involved, resulting in tonic spasms. Any external
stimulus can precipitate a tetanic generalized muscle spasm. The patient is conscious but may be in pain. Death usually results from respiratory paralysis.
other options:
option A : Botulinum toxin targets the presynaptic terminals of motor neurons and inhibit the
release of acetylcholine. As a result, muscle paralysis occurs, leading to the temporary weakening or cessation of muscle activity in the affected area.
option D: The venom of the black widow spider, specifically the component α-latrotoxin, has been found to induce the massive release of neurotransmitters, including acetylcholine,
norepinephrine, dopamine, and others, from presynaptic nerve terminals rather than inhibition of
nor-epinephrine.",,B,
