NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 1,which of the following is not involved in renal auto-regulation?,"a) Tubuloglomerular feedback
b) Myogenic reflex
c) Renin-angiotensin system
d) Renal sympathetic system fibres","Renal sympathetic system fibres is not involved in the autoregulation of renal blood flow, because a denervated kidney also maintains the auto regulation of renal blood flow as that of a normal kidney.
Tubulo glomerular feedback, myogenic reflex, and renin-angiotensin system are all involved in the autoregulation of renal blood flow.
Tubulo glomerular feedback:
• when the renal artery pressure increases, the renal blood flow and glomerular filtration rate (GFR) increases
• This increased GFR results in increased delivery of solute and water to the early distal tubule, particularly the macula densa
• The macula dense, then secretes a vasoactive substance that constricts afferent arteriole via a paracrine mechanism
• This vasoconstriction then reduces renal blood flow and GFR back to normal
Myogenic reflex:
• The increase in renal arterial pressure stretches the walls of the afferent arterioles, which then contracts
• This contraction increases the afferent arteriolar resistance
• This increase in resistance then compensates for the increase in blood pressure, thereby keeping the renal blood flow constant.
Renin-angiotensin system:
• Angiotensin II is a potent vasoconstrictor of both afferent and efferent arterioles
• However efferent arterioles are more sensitive to angiotensin II than afferent arteriole
• Thus low levels of angiotensin II produce an increase in GFR by constricting efferent arterioles
• High levels of angiotensin II decreases GFR by constricting afferent and efferent arterioles, thereby decreasing the renal blood flow",,D,
Question 2,"The formula for urea clearance is u*V/P, where u is","a) urine volume
b) serum urea in mg /1ooml
c) urine urea in g/24h
d) urine urea in mg /1ooml","‘u’ in the urea clearance stands for urine concentration of urea in mg /1ooml.
The formula for renal clearance of a substance is,
clearance (c) = u × V / P,
where
u = urine concentration of the substance in mg / ml
V = urine flow rate in ml/min
P = Plasma concentration of substance in mg /ml.
Renal clearance of a substance is the volume of plasma that is completely cleared of the substance by the kidneys per unit of time.",,D,
Question 3,The relaxation of the intestinal segment distal to the segment with the bolus of food during peristalsis is because of,"a) VIP
b) substance P
c) Dopamine from adrenergic fibres
d) Acetylcholine from myenteric fibres","The relaxation of the intestinal segment distal to the segment of a bolus of food during peristalsis is due to Vasoactive Intestinal Peptide (VIP).
Peristaltic contractions in the small intestine are designed to propel the food towards the large intestine.
The food bolus in the small intestine is sensed by enterochromaffin cells of the intestinal mucosa, which release 5-hydroxytryptamine (5-HT)(serotonin). The 5-HT then binds to the receptors on intrinsic primary afferent neurons (IPANs), which when activated, initiate the peristaltic reflex in that segment of the small intestine. Behind the bolus, excitatory transmitters like acetylcholine, substance P, neuropeptide Y are released in the circular muscle, while these pathways are inhibited in the longitudinal muscle; thus this segment of small intestine (behind the bolus) contracts and lengthens.
(Recall that contraction of circular muscle decreases the diameter of that small intestinal segment whereas contraction of the longitudinal muscle decreases the length of that segment. To prevent the conflict that would occur if circular and longitudinal are contracted at the same time, they are reciprocally innervated)
In front of the bolus, inhibitory pathways like vasoactive intestinal peptide (VIP) and nitric oxide (NO) are activated in the circular muscle, while excitatory pathways are activated in the longitudinal muscle;thereby relaxing and shortening this segment of small intestine.",,A,
Question 4,A patient presented with severe watery diarrhea resembling that of rice gruel stool. Damage of which structure is likely to have resulted in this diarrhea?,"a) zona occludens
b) Gap junction
c) Adherent junction
d) Hemidesmosomes","The given clinical picture of a patient having rice gruel stools is suggestive of the diagnosis of ‘cholera’. Vibrio cholerae in addition to the cholera toxin (cT) produces some additional toxins such as,
• zonula occludens toxin, which alters the intestinal permeability by acting on intestinal epithelial cell tight junctions (which are also called zonula occludens)
• Accessory cholera enterotoxin.
zonula occludens:
• Also known as tight junctions
• characteristically surround the apical margins of the cells in epithelia such as the intestinal mucosa, the walls of the renal tubules, and the choroid plexus.
• Also important to the endothelial barrier function and endothelium-dependent vasodilation.
• Made up of ridges- half from one cell and a half from another cell- which adhere so strongly that there is no space between the cells.
• Three families of transmembrane proteins are involved:
• Occludin
• Junctional adhesion molecule
• claudins
• Paracellular pathway - these tight junctions permit the passage of ions, solutes, and intracellular signaling molecules in between adjacent cells.
other options:
B) Gap junctions:
• The gap between the two cells in these types of junctions is about 4nm.
• These junctions are formed by units called connexons, which are present in the membrane of each cell.
• Each connexon is made up of six protein subunits called connexins.
• They permit substances to pass between the cells, without entering the ECF.
• The pore diameter is around o.8 to 1.4 nm, which permits the passage of ions, sugars, amino acids, and other solutes which weigh up to 1ooo Da.
• They also permit rapid propagation of electrical activity from cell to cell, as well as the exchange of various chemical messengers and intracellular signaling molecules.
C) Adherent junctions:
• Adherent junctions or zonula adherens is a continuous structure on the basal side of the zonula occludens.
• It contains cadherins.
D) Hemidesmosomes:
• They look like half-desmosomes.
• They attach cells to the underlying basal lamina and are connected intracellularly to intermediate filaments.
• They contain integrins.",,A,538-483.PNG
Question 5,Beta hCG is structurally similar to which biochemical moiety?,"a) LH
b) FSH
c) ACTH
d) Oxytocin","Beta hcG (human chorionic gonadotropin) has biological activity similar to that of luteinizing hormone (LH).
hcG is a glycoprotein produced by syncytiotrophoblasts. It is made up of α and β subunits.
Though the α subunit of hcG is similar to the α subunits of LH, FsH, and TsH, the β subunit has structural similarity to LH only. Hence, LH is a better answer than FsH.
hcG is primarily luteinizing and luteotrophic. It appears to act on the same receptor as that of LH. The function of hcG is to prevent regression of the corpus luteum. It can be detected in blood as early as 6 days after conception and forms the basis of various tests used to identify pregnancy.
Its level peaks at gestational week 9 and then declines gradually but is present in lower concentration till the end of pregnancy. But hcG is not specific for pregnancy as it is secreted in a variety of gastrointestinal and genital tumors in both males and females.",,A,
Question 6,what is the duration of short term memory?,"a) 3-6 Hours
b) 12-18 hours
c) 3o-3oo seconds
d) 3-4 seconds","short-term memory lasts for seconds to minutes, hence of the given 4 options, 3o-3oo seconds is the most appropriate answer.
Memory is usually divided into two forms: Explicit or declarative memory which is associated with consciousness or awareness. Implicit or nondeclarative memory does not involve awareness and its retention does not usually involve processing in the hippocampus.
Explicit and many forms of implicit memory involve
• short-term memory and
• Long-term memory.
short-term memory:
It lasts seconds to minutes; the encoding process for short-term explicit memory involves the hippocampus. It lasts only till the person continues to think about the number or facts.
working memory is a form of short-term memory that keeps information available, usually for very short periods of time, until the individual plans action based on it.
Long-term memory:
It stores memories that can be recollected after years or even for a lifetime. These memories are stored in various parts of the neocortex. The various parts of the memories such as, visual, auditory, olfactory, etc., are localised to the cortical regions concerned with these functions. All these parts of the memories are brought together by long-term changes in the strength of transmission at relevant synaptic junctions so that all the components are brought to consciousness when that particular memory is recalled.
Neural basis of memory:
The basis of memory is the alteration in the strength of the selected synaptic connections. second messenger systems contribute to the changes in the neural circuits which are required for learning and memory. Alterations in the cellular membrane channels also contribute to it.",,C,
Question 7,The stroke volume depends on end-diastolic volume. This is best represented as,"a) Length-force relationship
b) Length- velocity relationship
c) Length-tension relationship
d) Length-viscosity relationship","The relationship between end-diastolic volume and stroke volume is best represented by length-tension relationship.
This is explained by the ‘Frank-starling law of heart’ which states that ‘ the volume of blood ejected by the ventricle depends on the volume present in the ventricle at the end of the diastole’. The length of the myocytes depend on the volume (and hence tension) present at the end of the diastole, which in turn, depends on the volume returned to the heart, or the venous return.
• The Frank-starling law governs the normal ventricular function and ensures that the cardiac output equals venous return, within physiological limits.
• There is a curvilinear relationship between stroke volume or cardiac output and the ventricular end-diastolic volume.
• Agents that increase the contractility of the cardiac muscle have a positive inotropic effect and produce increased stroke volume and thereby increased cardiac output for a given end-diastolic volume. (Eg: Digoxin)
• Agents that decrease the contractility of the cardiac muscle have a negative inotropic effect and produce decreased stroke volume (and cardiac output) for a given end-diastolic volume.",,C,
Question 8,which of the following ions in the thick ascending limb of the loop of Henle is responsible for the resorption of divalent ions?,"a) H+
b) HCO3-
c) K+
d) Na+","potassium (K+) in the thick ascending limb of loop of Henle is responsible for the resorption of divalent ions such as, calcium, magnesium, etc.
This resorption is driven by the lumen-positive potential difference across the cells of the thick ascending limb, created by the potassium leak into the lumen.
Mechanism of resorption in thick ascending limb:
• The luminal membrane contains a Na+-K+-2cl- cotransporter.
• There is net resorption of Na+, K+ and cl- in the thick ascending limb as follows:
• All three ions are transported into the cell on the cotransporter.
• Na+ is extruded from the cell by the Na+-K+ ATpase in the basolateral membrane.
• K+ and cl- diffuse through channels in the basolateral membrane, down their respective electrochemical gradients.
• Most of the K+ leaves the cell across the basolateral membrane; the remaining portion of K+ however diffuses back into the lumen.
• This K+ leak into the lumen generates a positive electrochemical potential difference in the lumen.
• This lumen-positive potential difference drives the resorption of ions such as sodium(Na+), magnesium (Mg2+), calcium (ca+),etc.,",,C,
Question 9,which of the following sensory receptors are responsible for tactile discrimination?,"a) Merkel disc
b) Ruffini end organ
c) pacinian corpuscle
d) Meissner’s corpuscle","Meissner’s corpuscles are responsible for discriminative touch.
Meissner’s corpuscles are encapsulated receptors found in the dermis of the non-hairy skin, most commonly on the fingertips, lips, and other locations where tactile discrimination is very good.
Their field of reception is very small and hence used for two-point discrimination. These are rapidly adapting receptors that encode
• point discrimination
• precise location
• Tapping
• Flutter",,D,
Question 10,All of the following increases gastric acid secretion except:,"a) Gastrin
b) Histamine
c) Acetylcholine
d) serotonin","All of the above increase gastric acid secretion except serotonin.
serotonin is localized in the enterochromaffin cells of the gastrointestinal (GI) mucosa and within neurons of the GI tract. serotonin inhibits gastric acid secretion. It stimulates the production and release of gastric and colonic mucus. serotonin acts as an enteric neurotransmitter and increases intestinal motility.
The main factors that stimulate gastric secretion are acetylcholine, gastrin, and histamine. parasympathetic stimulation releases Ach which stimulates the secretion of
• pepsinogen by peptic cells
• hydrochloric acid by parietal cells
• mucus by mucous cells.
Both gastrin and histamine strongly stimulate acid secretion by parietal cells but have little effect on other cells.
The stomach mucosa has two important types of tubular glands:
• The oxyntic (gastric) glands secrete hydrochloric acid, pepsinogen, intrinsic factor, and mucus.
• The pyloric glands secrete mainly mucus for protection of the pyloric mucosa from the stomach acid. They also secrete the hormone gastrin.
Note- serotonin released from the small intestine triggers vomiting by stimulation of 5HT3 receptors. Therefore, 5HT3 antagonists like ondansetron are used as antiemetics.",,D,
