number,question,options,solution,image_q,answer_key,image_a
Q1,sharp waste is disposed in:,"a)yellow bag
b)Red bag
c)Blue container
d)white container",sharp waste is disposed of in the puncture and leak-proof white containers.,,D,
Q2,"According to the Factories Act 1948, what is the maximum work hours per week including overtime work hours?","a)48 hours
b)72 hours
c)6o hours
d)66 hours",Maximum work hours per week including overtime work hours is 6o hours.,,C,
Q3,which of the following was launched to ensure complete immunization of children?,"a)Mission Dhanush
b)Mission Indradhanush
c)Mission Indira yojana
d)Mission suraksha yojana","Mission Indradhanush was launched by the Ministry of Health and Family welfare in 2014 to
fully immunize children (&gt;90%) who are either partially immunized or completely
unimmunized by 2020. It was later modified in 2017 to the Intensified Mission Indradhanush, to achieve the same goal by December 2018.
Intensified Mission Indradhanush includes 12 vaccine-preventable diseases (updated from the 7 diseases that Mission Indradhanush focussed on). 4 rounds of immunization are proposed to be held for 7 days each month (from the 7th- 13th of each month).
The diseases included in Mission Indradhanush are:
• TB
• polio
• Hep B
• Diphtheria
• pertussis
• Tetanus
• Measles
The diseases included recently in Intensified Mission Indradhanush are:
• Rotavirus diarrhoea
• Rubella (as MR vaccine)
• H. influenzae B diseases (as part of the pentavalent vaccine)
• pneumococcal meningitis
• Japanese Encephalitis
The Intensified Mission Indradhanush 2.0:
The government of India introduced IMI 2.0 to accelerate the vaccine drive and extend the
coverage to children and pregnant women in identified districts and blocks from December 2019- March 2020.
Note: currently, the government has completed Intensified Mission Indradhanush 5.0:
Intensified Mission Indradhanush (IMI 5.0), the flagship routine immunization campaign of the    union Ministry of Health and Family welfare concluded all 3 rounds in october 2023. This is the first campaign to be conducted across all the districts in the country and includes children up to 5 years of age (previous campaigns included children up to 2 years of age). It also had a special
focus on improvement of Measles and Rubella vaccination coverage.",,B,2480-1574.PNG
Q4,which of the following is an example of prospective screening?,"a)cervical pap smear in a 4o year old patient
b)Neonatal screening of a new-born baby for hypothyroidism
c)screening of immigrants to a country
d)urine for sugar screening in a 4o year old man","screening of immigrants to a country is an example of prospective screening.
screening of disease is done to detect unrecognized disease or defect, in apparently healthy individuals, by means of rapidly applied tests, examinations, or other procedures.
The difference between prospective and prescriptive screening is given below:
Note: Most common neonatal disease to be screened for is neonatal hypothyroidism.

	prospective screening	prescriptive screening
Definition	people screened for others be nefit	people screened solely for the ir own benefit
Essential purpose	Disease control	case detection
Request for screenin g	specific request from the aut hority	Request from physician
Example	Immigrantsfor infectious dise  ases like tuberculosis syphilis, yellow fever, etc;HIV screeni  ngduring antenatal visits, sex  workers.screening ofblood d  onors.	Neonatalscreening for hypot   hyroidism.pap smear for dete ction of cervicalcancer.Testin  g of urine sugar for diabetes    mellitus.",,C,
Q5,Monetary benefit is measured in which of the following analyses?,"a)cost effective analysis
b)cost benefit analysis
c)Network analysis
d)Input output analysis","The monetary benefit is measured in a cost-benefit analysis.



In cost-benefit analysis, the economic benefits of any program are compared with the cost of the    program. The benefits are expressed in monetary terms to determine whether a given programme is economically sound and to select the best out of several alternate programmes.
The main drawback with this technique is that the benefits in the health field, as a result of a
particular programme, cannot always be expressed in monetary terms. we generally express the benefit in terms of births or deaths prevented, or illness avoided or overcome.
In cost-effective analysis, the benefit is expressed in terms of results achieved. (Eg: number of lives saved or number of days free from disease).
Input-output analysis: how much input is needed to produce a unit amount of output. In the   health field, input refers to all health service activities which consume resources (manpower,  money, materials, and time); and output refers to useful outcomes such as cases treated, lives saved, or inoculations performed.
Network analysis: a network is a graphic plan of all events and activities to be completed in order to reach an end objective.
Management Methods in Health programmes:

Methods based on behavioral sciences	Quantitative methods
Organisational designperson  nel managementcommunicat ionInformation systemsMana gement by objectives (MBO)	cost–Benefit analysiscost-Eff ective analysiscost–Accounti  ngInput–Output analysisMod elsystems analysisNetwork a  nalysis- Includes programme  Evaluation and Review Tech  nique (pERT) and critical pa  th Method (cpM)planning–p  rogramming–Budgeting syst   em (ppBs)work samplingDe   cision making",,B,
Q6,"A 24-month-old child weighing 11 kg was brought to the pediatric oPD. He had a respiratory rate of 38/min. on examination, chest indrawing was observed. what is the next step of
management?","a)oral amoxicillin for five days
b)urgent referral to the tertiary care centre immediately
c)Administer IV antibiotics and ask the patient to be brought after 24 hours
d)start antipyretics urgently","From the given clinical picture, it appears that the child has pneumonia as diagnosed from the
presence of chest indrawing. The next best step of management is to give oral amoxicillin for five days and send the child home.
This is based on the revised wHO classification and treatment of childhood pneumonia at health facilities. pneumonia with general danger signs like inability to drink, persistent vomiting,
convulsions, lethargic or unconscious, stridor in a calm child or severe malnutrition needs antibiotics with urgent referral to higher centre.
The following image distinguishes the previous and revised classification and treatment of the childhood pneumonia.",,A,
Q7,An employee diagnosed with TB gets extended sickness benefit for:,"a)1 year
b)2 years
c)3 years
d)4 years",Extended sickness benefit is given for a period of 2 years.,,B,
Q8,chemical waste is disposed in _____ bags.,"a)yellow
b)white
c)Red
d)Green",chemical waste is disposed of in yellow-colored containers or non-chlorinated plastic bags.,,A,
Q9,which of the following techniques is based on behavioral sciences?,"a)Decision making
b)systems analysis
c)Network analysis
d)Management by objective","Management by objective is based on behavioral sciences.
Management methods used in health programmes are either quantitative or based on behavioral sciences.
Methods based on behavioral sciences include:
• Organizational design
• personnel management
• communication
• Information systems
• Management by objectives (MBO)
Quantitative methods include:
• cost-benefit analysis
• cost-effective analysis



• Cost–accounting
• Input-output analysis
• Model
• Systems analysis
• Network analysis - includes programme evaluation and review technique (PERT) and critical path method (CPM)
• Planning–programming–budgeting system (PPBS)
• work sampling
• Decision making",,D,
Q10,"A study was done to assess nutritional status among young children in rural and urban areas. 3o children in rural and 2o children in urban areas were malnourished. which of the
following tests of significance is the most appropriate in this case?","a)chi square test
b)Paired T test
c)standard error of the mean
d)ANOVA","The most appropriate test of significance, in this case, is the chi-square test. It is used to compare qualitative data between 2 groups with independent measures.
option B: Paired t-test compares paired data or pre-intervention and post-intervention data of the same group. This doesn't apply here as the groups are not paired.
option C: The standard error of the mean is calculated for quantitative data, with a measure of central tendency as mean.
option D: ANoVA is used to compare more than 2 groups.",,A,
