NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 1,A colonoscopy of an elderly patient revealed brownish pigmented lesions as shown below. He admitted to chronic laxative abuse. which of the following laxatives is most likely to cause this condition?,"a) Bran
b) psyllium
c) senna
d) Methylcellulose","The above colonoscopy image depicts a brownish moiré pattern that is indicative of melanosis coli. chronic use of anthraquinone laxatives like senna and cascara sagrada can cause melanosis coli.
Bisacodyl is also implicated in causing melanosis coli.",1066-750.PNG,C,IMAGE Q
Question 2,"A patient who is on treatment for angina, presents to you with erectile dysfunction. You decide against prescribing sildenafil because the patient is being treated with _____","a) Calcium channel blockers
b) Beta blockers
c) Nitrates
d) ACE inhibitors","The patient would be on nitrates for angina and thus should not be prescribed sildenafil as sildenafil causes dangerous potentiation of nitrate action resulting in severe hypotension.
The combination of the two drugs has a synergistic action on the intracellular cGMp levels that can result in uninhibited vasodilation and a precipitous fall in blood pressure. Hence, the use of sildenafil is a contraindication when on nitrates.",,C,
Question 3,An example of a bacteriostatic drug is ______,"a) Aminoglycoside
b) Vancomycin
c) Metronidazole
d) Linezolid","Linezolid is an example of a bacteriostatic drug.
primarily bacteriostatic drugs: sulfonamides, Erythromycin, Tetracyclines, clindamycin, chloramphenicol, Linezolid, Ethambutol
primarily bactericidal drugs: penicillins, cephalosporins, Aminoglycosides, vancomycin, polypeptides, ciprofloxacin, Rifampin, Metronidazole, Isoniazid, cotrimoxazole, pyrazinamide",,D,
Question 4,The antiviral drug having dual antiviral activity against HIV and HBV is:,"a) Enfuviritide
b) Abacavir
c) Emtricitabine
d) Ritonavir","Antiviral drug having dual antiviral activity against HIV and HBV is emtricitabine.
It is a nucleoside reverse transcriptase inhibitor similar to lamivudine. It has activity against HIV-1, HIV-2, and HBV.",,C,
Question 5,The replacement dose of hydrocortisone for chronic adrenal insufficiency is (in mg/day):,"a) 1o
b) 12
c) 2o
d) 5","The replacement dose of hydrocortisone for chronic adrenal insufficiency is 2o mg/day.
The treatment of chronic adrenal insufficiency (not in crisis) requires glucocorticoid replacement at a dose that replaces the physiologic daily cortisol production. This is achieved by administering an oral replacement dose of 15-25mg Hydrocortisone.
A midpoint dose of 2omg is given in 2-3 divided doses: 1omg + 5mg + 5mg.
Half the daily dose should be administered to all patients in the morning. This is to follow the normal circadian rhythm.",,C,
Question 6,which of the following is the drug of choice for scrub typhus?,"a) Doxycycline
b) Azithromycin
c) chloramphenicol
d) ciprofloxacin","Doxycycline is the drug of choice for scrub typhus.
Azithromycin, chloramphenicol, or rifampin can be administered as alternatives in patients allergic to doxycycline and in pregnancy.",,A,
Question 7,which of the following drugs is associated with QT prolongation?,"a) Lignocaine
b) Quinidine
c) Magnesium sulfate
d) All of the above","QT prolongation is seen with quinidine.
It causes torsades de pointes, a life-threatening form of polymorphic ventricular tachycardia.",,B,IMAGE A;1075-751.PNG
Question 8,sacubitril is a new drug approved for chronic heart failure. The mechanism of action of sacubitril is:,"a) Angiotensin II inhibitor
b) ACE inhibitor
c) Renin inhibitor
d) Neutral endopeptidase inhibitor","sacubitril is a neutral endopeptidase (neprilysin) inhibitor.
sacubitril is a prodrug that is activated to sacubitrilat. It can inhibit the enzyme neprilysin (neutral endopeptidase), which is responsible for the degradation of atrial and brain natriuretic peptides (reduction of blood volume). Therefore, it increases the levels of atrial and brain natriuretic peptides and lowers blood pressure.
In 2015, the FDA approved the use of sacubitril in combination with valsartan, at a ratio of 1:1, for the treatment of chronic heart failure.",,D,
Question 9,Coagulation profile monitoring is needed in therapy with which of the following drugs?,"a) Fondaparinux
b) Enoxaparin
c) Dabigatran
d) Lepirudin","coagulation profile monitoring is needed for lepirudin.
Lepirudin is a direct irreversible thrombin inhibitor and its most adverse reaction is bleeding. The risk of bleeding can be reduced by implementing an appropriate monitoring and dose adjustment strategy. Thus, coagulation profile monitoring is required for lepirudin.
However, enoxaparin, fondaparinux, and dabigatran do not bind to endothelium or many plasma proteins and thus, the response to these drugs at the usual doses is consistent from patient to patient. Hence, monitoring is not required.",,D,
Question 10,which of the following antihypertensives are not used in pregnancy?,"a) Alpha methyldopa
b) Hydralazine
c) propranolol
d) Labetalol","propranolol is a non-selective beta-blocker and is not safe for use during pregnancy.
Antihypertensives to be avoided in pregnancy:
• ACE inhibitors, ARBS
• Diuretics
• Nonselective beta-blockers
• Nitroprusside
Antihypertensives found to be safe in pregnancy:
• Hydralazine
• Methyldopa
• Dihydropyridine CCBs: should be stopped before labor as they weaken the uterine contractions
• Cardioselective beta-blockers and those with intrinsic sympathomimetic activity: may be used as a last choice",,C,
