NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 1,which of the following hormone acts via this pathway?,"a) Leptin
b) calciton
c) vasopressin
d) Aldosterone","The given image shows the JAK-STAT signaling pathway, which is associated with tyrosine kinase receptors. Among the given hormones leptin acts via this pathway.
Hormones that use receptor tyrosine kinase/ JAK-STAT signaling include the following:
• Growth hormone
• Fibroblast growth factor
• Hepatocyte growth factor
• Insulin
• Insulin-like growth factor-1
• Leptin
• prolactin
• vascular endothelial growth factor
Leptin is a hormone that is secreted by fat cells. The physiological effects of leptin are regulating appetite and energy balance. The leptin receptor acts via tyrosine kinase of the Janus kinase (JAK) family, JAK2. Leptin binds to the extracellular part of the leptin receptor, which causes phosphorylation (p) and activation of the intracellular JAK2. This causes phosphorylation of signal transducer and activation of transcription (STAT) proteins, which results in the transcription of target genes and the synthesis of proteins.
phosphorylation of JAK2 also results in the activation of other intracellular enzyme pathways such as mitogen-activated protein kinases (MApK) and phosphatidylinositol 3-kinase (pI3K).
other options:
Hormones such as adrenal (Aldosterone)and gonadal steroid hormones, thyroid hormones, retinoid hormones, and vitamin D, bind with protein receptors inside the cell rather than on the cell surface. These hormones are lipid soluble and they readily cross the cell membrane and interact with receptors in the cytoplasm or nucleus.
Vasopressin in the epithelial cells acts via V2 receptor. They use adenylyl cyclase as their second messenger system. Vasopressin in the vascular smooth muscles acts via V1 receptor that uses phospholipase c as the second messenger system.",615-535.PNG,A,
Question 2,which of the following options is false regarding the measurement of temperature in a febrile patient?,"a) Rectal temperature is ideal for measuring the core body temperature
b) Rectal temperature is lower than axillary temperature
c) Tympanic membrane temperature is lower than rectal temperature
d) Rectal temperature is higher than oral temperature.","with regards to the measurement of temperature in a febrile patient, rectal temperature is higher than axillary temperature.
For humans, the conventional normal value for oral temperature is 37°c (98.6°F).
Rectal temperature represents the core body temperature and is less affected by changes in environmental temperature. It remains relatively constant. In comparison, oral temperature is typically o.5°c lower than rectal temperature. However, the oral temperature can be influenced by various factors such as consuming hot or cold fluids, chewing gum, smoking, and breathing through the mouth.
Tympanic membrane thermometers measure radiant heat emitted by the tympanic membrane and the nearby ear canal, providing an absolute value of temperature. Tympanic membrane readings are generally o.8°c (1.6°F) lower than rectal temperatures. The axillary temperature measured is lower than the rectal temperature.",,B,
Question 3,which of the following statements is/are true about skeletal muscle?,"a) only 2
b) only 3
c) 3, 4
d) 1, 4","The true statement about skeletal muscle is that the calcium is released from sarcoplasmic reticulum.
Excitation-contraction coupling refers to the process by which the membrane depolarization of the muscle fiber (excitation) leads to the contraction of the muscle.
For the maximum contraction of the skeletal muscle, the current has to penetrate deeply into the muscle fiber to the vicinity of the separate myofibrils. This penetration of current is achieved by transmission of action potentials along transverse tubules (T tubules). The T tubules penetrate through the muscle fiber, from one side of the fiber to the other.
sarcoplasmic reticulum contains calcium ions in high concentration within its vesicular tubules. These ions are released from each vesicle when an action potential occurs in the adjacent T tubule. (statement 3)
This action potential when it reaches the T tubule, it is sensed by the dihydropyridine receptors linked to calcium release channels. Actvation of this receptor leads to the opening of calcium release channels that releases the calcium ions into the sarcoplasm surrounding the myofibrils and causing contraction. (statement 4)
In skeletal muscles, extracellular calcium supply partially contributes for the maintenance of skeletal muscle contraction.(statement 1)",,B,
Question 4,cells with prolific smooth endoplasmic reticulum secrete_______,"a) Eicosanoid hormones
b) steroid hormones
c) Amine hormones
d) peptide hormones","Cells with prolific smooth endoplasmic reticulum secrete steroid hormones.
The endoplasmic reticulum contains a complex series of tubules in the cytoplasm of the cell.
• Ribosomes are attached to the cytoplasmic side of the membrane in the rough(granular) endoplasmic reticulum. protein synthesis and the initial folding of polypeptide chains with the formation of disulfide bonds are the functions of rough ER.
• Ribosomes are absent in the smooth (agranular) endoplasmic reticulum. Free ribosomes are found in the cytoplasm. It is the site of steroid synthesis in steroid-secreting cells and the site of detoxification processes in other cells.
The sarcoplasmic reticulum is a modified endoplasmic reticulum, that functions as an intracellular calcium store, which releases calcium into the cytoplasm stimulating cell contraction, proliferation, and migration.",,B,
Question 5,"At which volume or capacity, pressure measured at the upper airway becomes zero?","a) Residual volume
b) Functional residual capacity
c) Total lung capacity
d) Inspiratory capacity","pressure measured at the upper airway becomes zero at functional residual capacity.
The curve of airway pressure obtained is plotted against the volume, which is the pressure-volume curve of the total respiratory system. This curve is used in understanding the fundamental relationship between the compliance of the lungs and the chest wall. It is measured by a spirometer.
The functional residual capacity is the volume of the air that remains in the lungs after normal expiration. The normal value is about 2.5 liters. At the lung volume of functional residual capacity (FRC), which is the relaxed state of the lungs, the pressure inside the lungs is effectively zero.
other options:
option A: Residual volume is the air left in the lungs after a maximal expiratory effort.
option C: Total lung capacity is the sum of tidal volume, inspiratory reserve volume, expiratory reserve volume, and residual volume.
option D: Inspiratory capacity is the maximum amount of air inspired from the end-expiratory level. It is the sum of tidal volume and inspiratory reserve volume.",,B,
Question 6,Arrange the following bands in the sarcomere from the periphery to the center.,"a) 1,2,3,4
b) 2,3,4,1
c) 1,3,4,2
d) 1,4,2,3","The correct sequence of bands in the sarcomere from the periphery to the centre is: Z line→ A band→ H zone→ M line.
The sarcomere is the contractile unit of the skeletal muscle fibre.
• Z line provides attachment to actin filaments. The area between two adjacent Z lines is called the sarcomere. It is composed of thick and thin filaments:
• Thick filament: Myosin
• Thin filaments: Actin, tropomyosin and troponin
• I band is isotropic to light. It contains only actin filaments.
• A band is anisotropic to light. It contains myosin plus overlapped actin.
• H bands are the lighter areas in the centre of the A band. These are the areas where the the thick filaments do not overlap the thin filaments, when the muscle is relaxed.
• M line is present in the centre of H band. There are slender cross-connections that hold the thick filaments in proper array.",,C,627-541.PNG
Question 7,which of the following are incorrectly paired?,"a) Gastrin - G cells, Antrum
b) Secretin - S cells, Duodenum
c) cck - I cells, Duodenum and jejunum
d) Motilin - M cells, Duodenum and Jejunum","Motilin is secreted by the Mo cells(not M cells) in the stomach, small intestine, and colon
Motilin is a gastrointestinal hormones that is secreted by enterochromaffin cells and Mo cells in the stomach, small intestine, and colon. It mediates its action via G-protein-coupled receptors on enteric neurons in the duodenum and colon. It produces contraction of smooth muscle in the stomach and intestines in the period between meals.
M cells are microfold cells are located in the epithelium covering mucosa-associated lymphoid tissues of the small intestine such as the peyer's patches (pps). Their function is to transport luminal antigens to the underlying lymphoid follicles to initiate an immune response.
Gastrin is secreted by G cells of the antrum, duodenum, and jejunum. It stimulates gastric acid secretion and mucosal growth.
Secretin is secreted by the S cells of the duodenum. Its primary function is to promote the secretion of bicarbonate-rich pancreatic juice by the ductal cells of the pancreas and duodenum. This secretion is poor in enzymes.
cholecystokinin (cck) is secreted by I cells of the duodenum, jejunum, and ileum. It stimulates pancreatic enzyme secretion, pancreatic bicarbonate secretion, gallbladder contraction, and growth of the exocrine pancreas. It also inhibits gastric emptying.",,D,
Question 8,which of the following is responsible for fetal heart acceleration?,"a) carotid body chemoreceptors
b) Aortic baroreceptors
c) Autonomic brain stem regulation
d) ANP","Amongst the given options, the best answer for the site responsible for Fetal heart acceleration is carotid body chemoreceptors>Aortic baroreceptors>Autonomic brain stem regulation.
Though the brainstem is critical to mediating this reflex, the primary stimulus for initiating the changes in the heart rate is initiated by the carotid chemo and baro receptors, especially the chemoreceptor which is highly sensitive to the changes in o2 levels in the blood. It plays a permissive role on fetal heart rate acceleration.
Arterial chemoreceptors in the carotid arteries>aortic arch, respond to low pH levels and decreased oxygen saturation. These chemoreceptors detect instances of significant fall in blood oxygen levels, setting off the peripheral chemoreflex and heightening both parasympathetic and sympathetic neural activities. The activation of the parasympathetic branch leads to a swift decline in Fetal Heart Rate (FHR), a clinical manifestation identified as intrapartum decelerations. concurrently, the sympathetic branch prompts significant peripheral vasoconstriction across a range of vascular territories, which results in the elevation of arterial blood pressure, ensuring continuous perfusion to essential organs.
The permissive action on the FHR acceleration comes in instances of alleviated hypoxemia, detected by the chemoreceptors in the carotid body and aortic arch, suppressing the peripheral chemoreflex, leading to a reduction in parasympathetic and sympathetic neural activities.
Deactivation of the parasympathetic branch results in a swift increase in Fetal Heart Rate (FHR), typically seen clinically as an increase in intrapartum accelerations.",,A,
Question 9,our body was built to identify toxic substance by the recognition of bitter taste. which of the following substances is responsible for the bitter taste?,"a) Amino acids
b) Alkalaoids
c) Hydrogen ions
d) Aldehydes","Alkaloids cause an intensely bitter taste, that causes the rejection of the food.
Bitter taste sensations are caused by two particular classes of substances:
• Long-chain organic substances that contain nitrogen.
• Alkaloids
Alkaloids cause an intensely bitter taste, leading to the rejection of certain foods. They are found in many medicinal drugs such as quinine, caffeine, strychnine, and nicotine. The bitter taste sensation in many deadly toxins found in poisonous plants is often caused by alkaloids. This helps the person or animal to reject the food.
sweet taste is caused by chemicals such as sugars, glycols, alcohols, aldehydes, ketones, amides, esters, some amino acids, some small proteins, sulfonic acids, halogenated acids, and inorganic salts of lead and beryllium.
sour taste is caused by acids (Hydrogen ion concentration). The sour taste is directly proportional to the strength of the acid.",,B,
Question 10,The type of hypoxia based on the graph is_____ (consider the plot in red as normal),"a) stagnant hypoxia
b) Histotoxic hypoxia
c) Hypoxic hypoxia
d) Anemic hypoxia","The graph represents the oxygen-hemoglobin dissociation curve that would be seen in anemic hypoxia and normal. The X-axis represents the partial pressure of oxygen(Po2). The Y-axis represents the percentage saturation between the hemoglobin and the oxygen.
The graph indicates two lines: a red line representing normal hemoglobin and a purple line representing reduced hemoglobin levels. The red line corresponds to an arterial blood oxygen content of approximately 19 mL/dL, and venous blood oxygen content of 14 mL/dL. on the other hand, the purple line represents an arterial blood oxygen content of 9 mL/dL and venous blood oxygen content of 4 mL/dL.
This scenario demonstrates a 5o% decrease in oxygen saturation of hemoglobin, while the partial pressure of oxygen (Po2) remains within the normal range. This condition is characterized as anemic hypoxia.
In anemic hypoxia, the blood oxygen content is decreased. The patients might not experience any difficulty during rest because 2,3-DPG increases in the red blood cells. However, they may have difficulty during exercise because of a limited ability to increase o2 delivery to the active tissues.
conditions that cause a right shift in the oxygen hemoglobin curve are: (conditions with the increased requirement of o2 - metabolically active tissues)
• Hypoxia
• Hypercarbia
• Decreased pH
• Increased temperature
• Increased 2,3-biphosphoglycerate
conditions that cause a left shift in the oxygen hemoglobin curve
• Increased oxygen
• Decreased carbon dioxide
• Increased pH
• Decreased temperature
• Decreased 2,3-biphosphoglycerate
• Fetal hemoglobin.",618-536.PNG,D,
