number,question,options,solution,image_q,answer_key,image_a
Q1,A pregnant woman at 36 weeks gestation is found to have high blood pressure recording and  a urine protein of 3+. concomitant presence of which of the following symptoms would make you suspect imminent eclampsia?,"a)2 and 4 only
b)1 and 2 only
c)1, 2, 3
d)1, 2, 3, 4","The clinical case of a pregnant women at 36 weeks of gestation with hypertension and proteinuria points to a diagnosis of pre-eclampsia. certain symptoms if present might suggest impending



eclampsia. These include 1, 2, 3, 4.
pre-eclampsia is defined as hypertension with blood pressure ≥14o/9o mm Hg along with proteinuria that develops after 2o weeks of gestation in a previously normotensive and
non-proteinuric woman. preeclampsia when complicated with generalized tonicclonic convulsions and/or coma is called eclampsia.
ominous symptoms of impending eclampsia:
• Headaches - usually over the occipital or frontal region
• visual disturbances - These could include scotomas. These are due to spasm of retinal vessels following retinal infarction, occipital lobe damage secondary to vasogenic edema, or retinal
detachment.
• Epigastric or right upper quadrant pain. This is due to hepatocellular necrosis, ischemia, and    edema that stretches the Glisson capsule. This is usually seen along with elevated serum hepatic transaminase levels.
• sudden and generalized or persistent edema may indicate imminent eclampsia. visible edema over the ankles despite rest, especially on rising from the bed in the morning hours is
pathological.
• Disturbed sleep
• Diminished urinary output - less than 4oo mL in 24 hours is considered a poor sign ominous other symptoms include:
• Renal or cardiac involvement
• obvious fetal-growth restriction
• Thrombocytopenia - usually due to microangiopathic hemolysis.
It is essential that the patient should be warned and educated against these symptoms. The
presence of these symptoms may warn the obstetrician and possibly avert the progression into eclampsia.",,D,
Q2,what is the probable diagnosis from the given clinical image?,"a)cervical carcinoma
b)uterine inversion
c)uterocervical prolapse
d)Fibroid polyp","In the provided image, it is evident that both anterior and posterior vaginal walls protrude completely outside the vaginal orifice, and the entire uterus is positioned below this level,  indicating a case of procidentia/ grade Iv utero-cervical prolapse.
utero-cervical prolapse is commonly seen in the elderly age group due to weak pelvic muscles. Differential diagnoses of genital prolapse include:
• vulval cyst and Gartner cyst.
• cyst of the anterior vaginal wall - tense with well-defined margins and cannot be reduced with pressure.
• urethral diverticula - small and located low in the anterior vaginal wall. urethroscopy aids in diagnosis.



• congenital elongation of the cervix - vaginal portion of the cervix is elongated without accompanying vaginal wall prolapse. The fornices are deep.
• cervical fibroid polyps - cervix is located high up and a rim of the cervix is felt above the pedicle of the cervical polyp.
• chronic inversion of the uterus- identified by the higher position of the cervix and the inability to define the uterus on palpation. Diagnosis is confirmed by the use of a uterine sound and further     examination with ultrasound and laparoscopy, which reveal a depression at the fundus and an
absence of the uterine fundus in the pelvis.
• Rectal prolapse.
The image below depicts the various degrees of genital organ prolapse:


other options:
option A: cervical carcinoma
It commonly presents with post-coital bleeding or postmenopausal bleeding. when they present   as cIN lesions, they can be identified by colposcopy but mass lesions will present with fungating, cauliflower, or punctate hemorrhagic lesions.
The provided image shows a normal transition zone, in the given setting without VIA or colposcopy it is difficult to diagnose the lesion as cA cervix.
The image below shows characteristic hemorrhagic and cauliflower lesions seen in the cA cervix:





option B: uterine inversion:
Acute uterine inversion is a rare and life-threatening post-partum complication. uterine inversion is associated with primiparity, the use of oxytocin, macrosomia, and fundal insertion of the
placenta. premature traction on the umbilical cord and fundal pressure before placental
separation are the usual direct causes. During per abdomen examination fundus of the uterus is felt to be absent. care for acute uterine inversion involves pain management, resuscitation, and  replacement of the inverted uterus before edema sets in by the o'sullivan method.
The image below image shows uterine inversion which can be identified by a completely inverted uterus.


option D: Fibroid polyp
They are leiomyomas that present as polyps. A fibroid polyp is generally firm, permanent, paler    than a mucus polyp, and is of various sizes. sonosalpingography is also a very good technique for detecting submucous fibroid polyp.



Note:
cervical fibroid polyps can be easily identified as the cervix is high up in its normal anatomical   position unlike in the given image. The image attached below shows degenerated fibroid polyps.",5983-3748.PNG,C,5999-3755.PNG;6000-3757.PNG;6000-3756.PNG;6001-3758.PNG
Q3,which of the following is not used to treat PCOD?,"a)Clomiphene citrate
b)Metformin
c)Tamoxifen
d)OCP","Tamoxifen is the best answer as it is not commonly used in the treatment of polycystic ovarian disease (PcoD). Tamoxifen is a selective estrogen receptor modulator (sERM).
Treatment of PcoD:
• weight reduction alone is beneficial in mild hirsutism.
• Lifestyle changes, such as smoking cessation, are recommended.
• Fourth-generation oral contraceptive pills (ocP) containing ethinyl estradiol and drospirenone are used for treating menstrual abnormalities, reducing acne, and hirsutism.
• ocP with cyproterone acetate is prescribed for Pcos patients with hirsutism.
• Patients with PcoD are prone to developing insulin resistance, which can be controlled with metformin. Acarbose can be used as an alternative if metformin is contraindicated.
• Drugs used in the management of infertility in women with Pcos include letrozole and
clomiphene citrate. FoGsI, in 2024, updated letrozole as the first-line drug for induction of ovulation in patients with Pcos. However, the FDA approval for the same is still pending.
surgical options include laparoscopic ovarian drilling or puncture of not more than four cysts in  each ovary. This is done either by laser or by unipolar electrocautery. It restores endocrine levels and improves fertility. surgery is indicated only if:
• Medical therapy fails
• Hyperstimulation occurs
• Infertile women



• Previous pregnancy losses
Note: In cases where clomiphene and dexamethasone fail to induce ovulation, tamoxifen can be
considered as an alternative treatment for infertility associated with PCOD. However, it is not
recommended as the initial choice. It's important to note that tamoxifen carries a significant risk    of endometrial hyperplasia and can also result in unexpected pregnancy with potential teratogenic effects when used for induction.",,C,
Q4,"A 26-year-old woman who has had 2 children through normal delivery presents with a dull aching pain over the abdomen, with irregular menses. Per vaginal examination revealed a   mass felt through the posterior fornix. A USG showed a clear ovarian cyst of size 5 x 5 cm.  what is the next best step?","a)Measure CA 125 levels
b)Follow up after 6 weeks
c)Laparoscopy
d)CT pelvis","A clear ovarian cyst with size less than 7 cm in a woman of reproductive age group is most likely to be a functional ovarian cyst. The next best step in the management of this case is to follow up after 6–12 weeks and perform a repeat uSG.
A simple unilocular cyst under 7 cm is often a functional cyst and should be observed. Most
functional cysts resolve spontaneously within 4-6 months. A follow-up ultrasound will detect any persistent cyst, which may necessitate laparoscopic evaluation. To expedite resolution or to treat  symptoms like pain and irregular menses, oral combined pills may be prescribed for 3-4 months  in women of reproductive age.
Features of a functional cyst:
• Related to temporary hormonal variation
• Benign and rarely become complicated
• usually 6–8 cm in diameter
• usually asymptomatic
• unilocular
• Contains clear fluid, unless hemorrhage occurs
• Lining epithelium corresponds to the functional epithelium of the unit from which they arise
Management of functional cysts in women of child-bearing age group is summarized in the flowchart attached below.





other options:
option A: Tumour markers such as CA-125 and CEA are particulary useful in postmenopausal women suspected of having a malignant epithelial cell tumor.
option C: If the cyst does not resolve spontaneoulsy it can be removed laparoscopically or by laparotomy.
option D: Imaging modalities such as CT scan and MRI help to detect ovarian neoplasms and assist in staging of ovarian cancers.",,B,6003-3759.PNG
Q5,which of the following is not included in the quadruple screening test?,"a)Inhibin B
b)Unconjugated Estriol (E3)
c)AFP
d)hCG","Inhibin B is not a component assayed under the quad-screening test. Dimeric inhibin-A is evaluated in this screening test.
Quadruple testing is done in the second trimester between 15-21 weeks of gestation. It comprises:
• Maternal serum AFP
• Human chorionic gonadotropin
• unconjugated estriol (E3)
• Dimeric inhibin A
The following table summarizes the findings of the quad-screening test in various conditions.
various antenatal screening tests for aneuploidy are as follows:

Parameter	Trisomy 21	Trisomy 18	Neural tube defect or abdomi nal wall defect
MSAFP	Low	Low	High
β hCG	High	Low	Normal




Parameter	Trisomy 21	Trisomy 18	Neural tube defect or abdomi nal wall defect
unconjugated estri ol	Low	Low	Normal
Inhibin A	High	Normal/ Low	Normal

Dual test (1sttrimester)	Triple test (2ndtrimester)	Quadruple test(2ndtrimester)
1. Beta HCG2. PAPPA (Pregn ancy-associated plasma prote in A)This can be combined w ith nuchal translucency by u  SG	1. Beta HCG2. unconjugated estriol3. MSAFP	1. Beta HCG2. unconjugated  estriol3. MSAFP4. Serum inh ibin",,A,
Q6,The following set of instruments are used for which procedure?,"a)pap smear
b)Hysteroscopy
c)Biopsy
d)Dilatation and curettage","The given set of instruments are commonly used for the collection of pap smears. The given image includes Cusco's bivalved self-retaining speculum, koplin's jar, smear slides, Ayer's spatula, and
endocervical brush.


Pap/Papanicolaou test is a screening test only. The presence of abnormal cells/ a positive test requires further evaluation by colposcopy, cervical biopsy, or fractional curettage.
Screening guidelines:
• Time for initiation: 21 years, regardless of the age of first sexual intercourse.
• women aged 21-29 years: Every 3 years(earlier it was done annually)
• women who are aged 3o-65 years: Pap test + HPV testing every 5 years.



• women should stop having cervical cancer screening after the age of 65 years. If suspicious PAP, screening till 75 years.
• HIV+ women: annual checkup until three consecutive negative tests followed by testing every 3 years for life.
• HPV DNA testing in combination with PAP improves the sensitivity of screening. Prerequisites:
• should be done prior to vaginal examination.
• Lubricants should not be used.
• The patient should not be menstruating during the pap test.
• The ideal time is around ovulation.
• The patient should not have had intercourse in the 24hrs prior to the test.
Procedure:
• The patient is put in a dorsal position &amp; the labia are separated.
• Cusco’s self-retaining speculum is introduced/posterior vaginal wall retractor is used
• The squamocolumnar junction is identified and scraped with Ayre’s spatula.
• Endocervix is scraped with a cytobrush.
• samples are spread separately on 2 different glass slides.
• The slide is immediately fixed using 95% ethyl alcohol.
• stained with Pap stain or short stain.
other options:
option B: Hysteroscopy is the process of inspection of the uterine cavity.
The image shows the procedure of hysteroscopy and the common instruments used for the same.




option C: To take biopsy we commonly use Gellhorn's punch biopsy forceps as shown in the image below. It is used to take biopsies from the cervix.


option D: Instruments used in dilatation and curettage are shown below.",5985-3749.PNG,A,6004-3760.PNG;6005-3761.PNG;6006-3763.PNG;6006-3762.PNG
Q7,what is the fixative used for a pap smear?,"a)Formalin
b)Air dried
c)Normal saline
d)95% ethanol","The most common fixative used in pap smear is 95% ethanol (ethyl alcohol).
pap smear is a screening test for cervical cancer. Cervical cancer screening should start at age 21. women aged 21-29 should have pap smear every 3 years, while women aged 3o-65 should have    both HpV and pap co-test every 5 years.
Before the pap test:



• The pap test should not be deferred due to unexplained discharge or unscheduled bleeding as they may be signs of cervical or other genital tract cancers.
• Ideally scheduled to avoid menstruation. It is best performed around the time of ovulation.
• patients should abstain from vaginal intercourse, douching, tampon use, and intravaginal medications for a minimum of 24 to 48 hours prior to the test.
• Avoid touching the cervix before performing the pap test, as dysplastic epithelium may get removed.
• Ideally, confirmed cervicitis or vaginitis should be treated prior to the test procedure:
• The patient is put in a dorsal position and Cusco’s self-retaining speculum is introduced.
• The squamocolumnar junction is scraped with Ayre’s spatula completing at least one full rotation. It predominantly samples the ectocervix.
• Endocervix is scraped with a cytobrush, which is rotated only one-quarter to one-half turn after the ectocervix has been sampled.
• A broom simultaneously samples both endo- and ectocervix. Five rotations in the same direction are recommended, since reversing direction may cause loss of cellular material.
• samples are spread separately on 2 different glass slides and fixed using 95% ethyl alcohol.
• stained with pap stain or short stain.",,D,6007-3764.PNG
Q8,"A doctor tells a 31-year-old woman, who is 2o weeks pregnant, that her baby has a
developmental defect. She has come to you for a second opinion. The following USG finding is seen. Identify the defect.","a)Anencephaly
b)omphalocele
c)cystic hygroma
d)Encephalocele","The given ultrasound image shows an open defect in the calvaria and skin leading to the exposure of the cranial neural tube. This is consistent with the diagnosis of anencephaly.
Anencephaly results from incomplete closure of the neural tube. It is one of the earliest detectable congenital defects that can be detected as early as 1o to 11 weeks of gestation.  screening can also



be done by serum estimation of maternal serum alpha-fetoprotein (MSAFP). The following are the radiological signs seen in anencephaly.
• Frog eye sign - Absence of cranial calvaria, prominent orbits thereby resembling the face of a frog.
• Shower cap sign - The absence of the cranium could lead to the protrusion of a disorganized     mass of brain tissue. This resembles a shower cap giving rise to a characteristic triangular facial appearance.
Many neural-tube defects can be prevented with preconceptional supplementation of folic acid. A dose of 4 mg daily is recommended in subsequent pregnancies.



other options:
option B: omphalocele is a midline anterior abdominal wall defect through which the solid
abdominal viscera and/or bowel may herniate. The extruded abdominal contents are covered in a sac. These are due to the persistence of physiological herniation of the gut or as a part of



the OEIS complex (omphalocele, exstrophy, imperforate anus, and spinal abnormality) and
cloacal exstrophy. The ‘elephant’s trunk’ sign on ultrasound, due to the prolapsed terminal ileum is said to be pathognomonic for cloacal exstrophy of the OEIS complex.
The first image below shows a patient with cloacal exstrophy showing the elephant trunk sign representing the intussuscepted ileum. The second image shows omphalocele while the third  image shows gastroschisis (a close differential diagnosis for omphalocele). The fourth image    demonstrates an ultrasound image of the fetus suggestive of an omphalocele (asterix)








option C: Cystic hygroma is a congenital multiloculated lymphatic lesion that is classically found in the left posterior triangle of the neck. It occurs as a result of sequestration or obstruction of
developing lymph vessels. It must be carefully differentiated from nuchal translucency (NT) as both may appear similar. This defect can be picked up in a first-trimester ultrasound.
The image below shows a newborn with cystic Hygroma on the right side of the neck and cystic hygroma of the neck in the fetus.






option D: Encephalocele is caused due to defects in the skull through which the meninges and/or neural tissue herniate. The squamous part of the occipital bone is the most frequently
affected bone. In meningoencephalocele or occult spina bifida with chiari malformations, the
scalloping of the frontal bones is observed in the ultrasound as the lemon sign while anterior
curvature of the cerebellum with effacement of the cisterna magna in the posterior fossa forms the banana sign.
The image shows a newborn with encephalocele. The second and third images below show the banana and the lemon sign respectively.",5986-3750.PNG,A,6008-3765.PNG;6008-3765-1.png;6009-3767.PNG;6009-3766.PNG;6010-3768.PNG;6011-3770.PNG;6011-3769.PNG;6011-3770-1.png;6011-3770-2.png;6012-3771.PNG
Q9,Arrange the following in sequential order with regards to the steps of collection of samples for pap smear testing:,"a)1, 2, 4, 3
b)2, 1, 3, 4
c)3, 1, 2, 4
d)1, 2, 3, 4","The correct sequence of the procedure involved in the collection of a sample for a pap smear is 1, 2, 3, 4.
The Pap/Papanicolaou smear is used for screening cervical neoplasia.
Procedure:
• The patient is put in a dorsal position &amp; the labia are separated.
• cusco’s self-retaining speculum is introduced/posterior vaginal wall retractor is used
• The squamocolumnar junction is identified and scraped with Ayre’s spatula.
• Endocervix is scraped with a cytobrush.
• Samples are spread separately on 2 different glass slides.
• The slide is immediately fixed using 95% ethyl alcohol.
• Stained with Pap stain or Short stain.",,D,
Q10,which of the following is a part of AMTSL?,"a)controlled cord traction
b)uterine massage
c)Early cord clamping","controlled cord traction during placental delivery is a component of active managament of third stage labor (AMTSL).
AMTSL is recommended by the WHO to prevent postpartum hemorrhage (PPH).
The recommended components of AMTSL are as follows:
Uterine massage or fundal massage is not recommended as an intervention to prevent PPH in
women who have already received prophylactic uterotonics such as oxytocin (core component of  AMTSL). Hence, it is now an optional component of AMTSL that is done in patients with uterine atony as a part of the management of PPH.

	component	Remarks
1.	Injectinguterotonicswithin1     minuteof delivery of the baby or immediately after delivery of the anterior shoulderbefor e the delivery of the placenta	Most importantstepOxytocin  1o IU im/iv infusion is thepre ferred uterotonic.(Not recom  mendedby WHO-carboprost)
2	Delayed cord clamping	Done within1-3 minsof delive ry8o mlof additional blood g  oes to the fetusPreventsfetal   anemia




	component	Remarks
3	Delivery of placenta bycontro lled cord traction:Modified B  randt Andrews technique	Done only in settings where s killed birth attendants are av  ailableThe uterus is pushed u pwards and backwardThe tra  ction of cord is downwards a  nd forwards
4	Intermittent assessment of ut erine tone	Done every 15 mins for 2 hou rs",,B,
