number,question,options,solution,image_q,answer_key,image_a
Q1,The following cells seen in the lymph node are indicative of,"a)Infectious Mononucleosis
b)Measles
c)CMV infection
d)Influenza","The given slide is pathognomonic for measles. This is a slide of a lymph node biopsy showing a warthin–Finkeldey giant cell with large grapelike clusters of inclusion bodies.
The lymphoid organs typically have marked follicular hyperplasia, large germinal centers, and
randomly distributed multinucleate giant cells (warthin-Finkeldey cells) which have eosinophilic nuclear and cytoplasmic inclusion bodies.
These are pathognomonic of measles and are also found in the lung and sputum.",1931-1213.PNG,B,
Q2,what is the most common site for an extragonadal germ cell tumor?,"a)pineal gland
b)Retroperitoneum
c)sacro coccegeal region
d)Mediastinum","Extragonadal germ cell tumor is most commonly seen in mediastinum.
Extragonadal germinal cell tumors (EGGCTs) are rare tumors that predominantly affect young      males. seminomas account for 3o-4o% of these tumors, and nonseminomatous germ cell tumors (Ns-GCTs) account for 6o-7o%.
Common sites:
• Mediastinum (5o-7o%)
• Retroperitoneum (3o-4o%)
• pineal gland (5%)
• sacrococcygeal area (less than 5%)",,D,
Q3,Identify the condition represented in the image below.,"a)Emphysema
b)Miliary tuberculosis
c)sarcoidosis
d)Asbestosis","The above image represents ""miliary tuberculosis"". Individual lesions are small (2-mm) foci of yellow-white consolidation scattered through the lung parenchyma
Miliary tuberculosis (TB) is the widespread dissemination of Mycobacterium tuberculosis via hematogenous spread. It occurs when organisms draining through the lymphatics enter the   venous blood and circulate back to the lung. Miliary TB may infect any number of organs,
including the lungs, liver and spleen.",1932-1214.PNG,B,
Q4,which of the following is an epithelial tumor of the stomach?,"a)carcinoid tumor
b)Lymphoma
c)Gastrointestinal stromal tumor
d)Gastric adenocarcinoma","Gastric adenocarcinoma is an epithelial tumor of the stomach.
Adenocarcinoma is the most common malignancy (9o% cases) of the stomach.
option A: Carcinoid tumor is a neuroendocrine tumor.
option B: Lymphoma is a lymphoid tumor.
option C: GIST is the most common mesenchymal tumor of the abdomen.",,D,
Q5,what is the maximum duration for TRALI to occur after blood transfusion?,"a)12 hours
b)24 hours
c)6 hours
d)48 hours","The maximum duration for TRALI (transfusion-related acute lung injury) to occur after blood
transfusion is upto 6 hours. TRALI is sudden-onset respiratory failure that occurs during or soon after blood transfusion.
The pathogenesis involves a two-hit hypothesis:
• priming event - increased sequestration and sensitization of neutrophils in the microvasculature of the lung
• Second hit - the factor (most commonly MHC class I antigens) present in the transfused blood product activates the primed neutrophils",,C,
Q6,Prolonged bleeding time is seen in ___.,"a)Hemophilia A
b)Hemophilia B
c)von willebrand disease
d)Both (b) and (c)",prolonged bleeding time is seen in vonwillebrand disease.,,C,
Q7,The single most important long-term limitation of cardiac transplantation is ________,"a)Allograft rejection
b)Allograft arteriopathy
c)Infection
d)Malignancy","The single most important long-term limitation of cardiac transplantation is allograft
arteriopathy.
Complications following cardiac transplantation:



Allograft rejection: It is the primary concern that requires close surveillance. Both classic cellular rejection and antibody-mediated rejection is recognized. cellular rejection is characterized by
interstitial lymphocytic inflammation, with associated myocyte damage.
Allograft arteriopathy: It is the single most important long-term limitation for cardiac
transplantation. It is a late, progressive, diffusely stenosing intimal proliferation in the coronary arteries, leading to ischemic injury. It can lead to silent myocardial infarction since transplant     patients have denervated hearts and do not experience angina. Progressive congestive heart
failure and sudden cardiac death can also occur.
other postoperative problems include infection and malignancies, especially Epstein–Barr virus-associated B-cell lymphomas.
The image given below shows allograft arteriopathy. There is severe diffuse concentric intimal thickening producing critical stenosis. The internal elastic lamina and media are intact (Movat pentachrome stain, elastin black)",,B,1939-1215.PNG
Q8,which chromosome is involved in myotonic dystrophy?,"a)chromosome 19
b)chromosome 2o
c)chromosome 21
d)chromosome 22",chromosome 19 is involved in myotonic dystrophy.,,A,
Q9,cowden syndrome is associated with mutation in _________________,"a)PTEN
b)wT1
c)p53
d)Ras","cowden syndrome is associated with PTEN mutation. Important mutations and associated diseases:

Mutation	Disease
PDGF	Astrocytoma




Mutation	Disease
pDGFR	Glioma
EGFR-2	Breast carcinoma
RET	MEN syndrome
KIT	Gastrointestinal stromal tum or (GIST)
K-Ras	colon carcinoma
H-Ras	Bladder carcinoma
N-Ras	Hematological malignancy
ABL	chronic myeloid leukemia
BRAF	Hairy-cell leukaemia, colorec tal carcinoma, Melanoma, pa pillary carcinoma thyroid
Beta- cateni n	Hepatocellular carcinoma(liv er)
c-myc	Burkitt lymphoma
N-myc	Neuroblastoma
L-myc	Lung ca
NF-1	NF-1
NF-2	NF-2
pTEN	prostate and Endometrial ca ncer
Apc	colon cancer (polyposis)
SMAD	pancreatic carcinoma
p53	Li Fraumeni syndrome
Rb	Retinoblastoma, osteosarcom a, pineoblastoma
WT-1	Wilms tumor
BRcA-1	Breast, ovarian ca
BRcA-2	Breast(Male>female), prostat e, Gall bladder ca",,A,
Q10,what is the most common cause of agranulocytosis?,"a)Marrow infiltration
b)Autoimmune
c)Drug toxicity
d)Radiation exposure","The most common cause of agranulocytosis is drug toxicity.
causes of agranulocytosis include:
• Inadequate or ineffective granulopoiesis -
• Suppression of hematopoietic stem cells - aplastic anemia, infiltrative marrow disorders



• suppression of committed granulocytic precursors
• Ineffective hematopoiesis - megaloblastic anemia, myelodysplastic syndromes
• congenital conditions - kostmann syndrome
• Increased destruction or sequestration of neutrophils -
• Immunological injury to neutrophils - idiopathic, systemic lupus erythematosus, drug exposure
• Increased peripheral utilization - bacterial, fungal, or rickettsial infections
• splenomegaly",,C,
Q11,All of these are characteristic features of pancreatic carcinoma except:,"a)cigarette smoking is a risk factor
b)carcinoma of body of pancreas often present with jaundice
c)They elicit intense desmoplastic response
d)perineural invasion is common","patients with carcinoma of the head of the pancreas develop jaundice due to obstruction of the biliary tract.
cigarette smoking doubles the risk of pancreatic cancer and is the leading preventable cause. The clinical features depend on the location of the tumor.
• Head - painless, palpable gallbladder with mild jaundice is suggestive of malignancy (according to courvoisier's law)
• Body and tail - may remain asymptomatic until later stages as they do not impinge on the biliary tract and do not cause jaundice
other common pathological features of this condition are:
• Desmoplastic reaction - growth of fibrous or connective tissue
• perineural invasion, as well as lymphatic and large vessel invasion",,B,
Q12,stellate granuloma is seen in :,"a)sarcoidosis
b)cat-scratch disease
c)cryptococcosis
d)Histoplasmosis","stellate granuloma is seen in cat-scratch disease. It is also known as subacute regional
lymphadenitis.
It is a bacterial infection caused by Bartonella henselae. It is acquired following contact with infected animals (commonly cats).
Regional lymph nodes demonstrate:
• Follicular hyperplasia with circumscribed central stellate necrosis with neutrophils
• surrounded by palisading histiocytes (suppurative granulomas)
• sinuses packed with monocytoid B cells
• usually, there are no perifollicular and intrafollicular epithelioid cells",,B,1942-1217.PNG;1942-1216.PNG
Q13,L &amp; H type Reed-sternberg (Rs) cell is seen in:,"a)Mixed celluar type
b)Nodular sclerosis
c)Lymphocyte predominant
d)classical Hodgkin Lymphoma","L &amp; H type Reed–Sternberg cell is seen in lymphocyte-predominant Hodgkin lymphoma.  It is characterized by the presence of lymphohistiocytic (L&amp;H) variant RS cells that have a delicate multilobed, puffy nucleus resembling popped corn (popcorn cell). other reactive cells,  such as eosinophils, are scanty or absent, and typical RS cells are rare.
unlike the RS variants in classical Hodgkin lymphoma, L&amp;H variants express B cell markers (e.g., CD2o) and usually fail to express CD15 and CD3o.
Subtypes of Hodgkin's lymphoma:



Type	Reed–Sternberg cell variety	EB vi rus	progno sis
Mixed cellularity(Most comm on in India)	Mononuclear and Diagnostic RS cells	7o%	Good
Nodular sclerosis(Most com mon in world)	Lacunar	5%	very g ood
Lymphocyte Rich	Mononuclear and Diagnostic RS cells	4o%	very g ood
Lymphocyte depleted	Reticular	9o%(
Max)	poores t
Lymphocyte predominant	L&H variant (popcorn)	o%(M in)	Best",,C,
