NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 1,which of the following is false about the selection of essential drugs?,"a) Adequate safety profile needs to be established
b) cost to benefit has to be considered
c) Fixed drug combination is preferred over single drugs
d) Disease prevalence is considered","Fixed drug combinations are not preferred over single drugs while selecting essential drugs.
criteria for selection of essential medicines as per WHO:
• There should be adequate data on the safety and efficacy of the drug.
• The drug should be available in a form where its quality including bioavailability and stability on storage is assured.
• The choice of the drug depends on the pattern of prevalent diseases, financial resources, availability of trained personnel and facilities, genetic, demographic, and environmental factors.
• The cost-benefit ratio is an important factor.
• pharmacokinetic properties of the drug and the local manufacture and storage facilities are also considered.
• Essential drugs should preferably be single compounds.
• Fixed combinations are used only when the dosage of each component meets the requirement of the population in which it is used. It should also have the advantage in safety, therapeutic effect, adherence, and prevention of drug resistance when compared to single compounds.
• The selection of essential drugs is a continuous process and changes are to be made with developments in public health and the availability of better drugs.
• The selection should be based on rationally developed treatment guidelines.
Note:
In 1977 WHO brought the first ""Model List of Essential Drugs"". India made its ""National Essential Drug List"" in 1996 and revised the list in 2011 and renamed it as ""National List of Essential Medicines"". The latest edition of WHO Model List of Essential Drugs is the 21st edition published in 2019.",,C,
Question 2,"A 34-year-old man with hypertension is diagnosed with stage 4 chronic kidney disease, with eGFR of <3o. His doctor wants to prescribe a thiazide diuretic. which of the following can be given?","a) chlorothiazide
b) chlorthalidone
c) Metolazone
d) Hydrochlorothiazide","The thiazide diuretic that can be used as an antihypertensive in this patient with chronic kidney disease is metolazone.
In patients with chronic renal failure, thiazide diuretics are ineffective. But metolazone, despite being a thiazide diuretic, is effective as antihypertensives in patients with chronic renal failure. Metolazone is useful even in severe renal failure (GFR of ~15 mL/min). It has an additive action when combined with loop diuretics like furosemide. It also has an additional proximal tubular action (thiazides mainly act on DCT). It is commonly used for edema and is occasionally used as an antihypertensive.
Diuretics in hypertension:
Thiazides are the diuretics of choice for uncomplicated hypertension.
Mechanisms of antihypertensive action:
• Decreases plasma and ECF volume by diuresis thereby decreasing cardiac output
• Even when the compensatory mechanisms restore the Na+ levels and plasma volume, a low BP is maintained by a reduction in total peripheral resistance.
• This reduction in total peripheral resistance is due to the persistence of a small sodium and volume deficit even after compensation. The decreased intracellular sodium is responsible for increased compliance of the vessel wall and a reduced response to constrictor stimulus.
Advantages of thiazide as an antihypertensive:
• It can be given as once a day dose and has a flat dose-response curve.
• Decreased incidence of postural hypotension and relative freedom from CNS side effects
• No tolerance
• No fluid retention
• Decreased risk of osteoporotic fractures due to its hypocalciuric action
• Low cost
• Effectiveness in isolated systolic hypertension
Thiazides are ineffective both as antihypertensive and diuretic in patients with chronic renal failure.
High ceiling diuretics: Furosemide is the prototype drug in this class and it is a weaker antihypertensive agent than thiazides. They are given in hypertension only in the presence of the following complications:
• Chronic renal failure - As thiazides are ineffective
• Coexisting refractory congestive heart failure
• Resistance to combination regimen with thiazides
• Marked fluid retention with the use of potent vasodilators.
potassium-sparing diuretics - They are only used in combination with thiazides to prevent the loss of potassium.
side effects of diuretics include hypokalemia, carbohydrate intolerance, dyslipidemia, and hyperuricemia.",,C,
Question 3,A patient who was diagnosed with epilepsy was put on retigabine TDs. Now phenytoin is being added. which of the following changes should be made to retigabine?,"a) Increase the dose
b) Decrease the dose
c) stop the drug
d) stop retigabine and start on carbamazepine","The dose of retigabine should be increased when phenytoin is added because phenytoin can decrease the plasma concentration of retigabine when given together.
Retigabine is also known as ezogabine. Metabolism of the drug occurs by glucuronidation and acetylation. Its half-life is about 7-11 hours and hence requires thrice-daily dosing. when it is administered with phenytoin or carbamazepine there may be a reduction in the plasma concentration of the drug. so the dose of retigabine should be increased when given along with these drugs.
It is a potassium(K+) channel opener that enhancer transmembrane potassium currents mediated by the KNCQ family of ion channels. It was approved as an adjunctive agent for focal onset seizures of patients above 18 years. But because of its adverse effects like retinal abnormalities and blue pigmentation, the production of the drug was discontinued by the manufacturer.
other drug interactions of phenytoin:
It is an inducer of the enzymes Cyp2C8/9, Cyp3A4/5, and other Cyps. It is also an inhibitor of Cyp2C9/19.
• phenobarbitone can inhibit the metabolism of phenytoin. But the overall interaction is unpredictable as both the drug enhance each other's degradation by enzyme induction.
• phenytoin and carbamazepine induce each other's metabolism.
• valproate increases the level of unbound phenytoin by displacing the protein-bound form and decreasing its metabolism.
• phenytoin increases the metabolism of steroids, oral contraceptives, doxycycline, theophylline, etc by enzyme induction.
• It produces competitive inhibition of warfarin metabolism. (Increased risk of bleeding when given together)
• Drugs like chloramphenicol, warfarin, isoniazid, and cimetidine can inhibit the metabolism of phenytoin and cause its toxicity.
• sucralfate decreases the absorption of phenytoin by binding to it in the gastrointestinal tract.",,A,
Question 4,"A patient with history of ischemic stroke was started on clopidogrel. However, she had another attack of stroke after 6 months. which of the following is likely to be responsible for the failure of clopidogrel in this patient?","a) Downregulation of Cyp2C19
b) Downregulation of Cyp2D6
c) upregulation of Cyp1A1
d) Downregulation of Cyp2E1","Downregulation of cyp2c19 is responsible for the failure of clopidogrel in this patient.
clopidogrel is a prodrug and its metabolic activation occurs in the liver. It is bioactivated by the cyp2c19 enzyme. If there is downregulation of this enzyme it will cause a decrease in the efficacy of clopidogrel and can lead to thrombotic events like stroke. Drugs that inhibit cyp2c19 can also decrease the antiplatelet effect of clopidogrel. proton-pump inhibitors may cause inhibition of cyp2c19 and when they are given in combination there would be a decrease in the efficacy of clopidogrel.
Therapeutic uses: clopidogrel is used to reduce the rate of stroke and myocardial infarction. It also decreases the rate of deaths in patients with recent myocardial infarction or stroke. other uses are acute coronary syndrome and peripheral arterial disease.
Adverse effects: Increased risk of bleeding especially when given with an anticoagulant or aspirin. Rarely thrombotic thrombocytopenic purpura can occur.
cyp2c19: common drugs that are metabolized include omeprazole, phenytoin, diazepam, and propanolol. Inducers ofthe cyp2c subfamily are rifampicin and carbamazepine. omeprazole is an inhibitor.
other options:
cyp2D6: Drugs metabolized include SSRIs, tricyclic antidepressants, antiarrhythmic drugs, beta-blockers, and opiates. It is inhibited by quinidine and it will prevent the formation of morphine from codeine. Hence quinidine decreases the analgesic effect of codeine.
cyp1A1/2: It metabolizes few drugs like theophylline, paracetamol, caffeine and carbamazepine. It plays an important role in the activation of procarcinogens. Inducers are rifampicin, carbamazepine, polycyclic hydrocarbons, charbroiled meat, and cigarette smoke.
cyp2E1: It is involved in the oxidation of alcohol, halothane, and minor metabolism of other drugs. It is important to note that it is involved in the formation of hepatotoxic N-acetyl benzoquinone imine from paracetamol. chronic alcoholism is responsible for the induction of this enzyme.",,A,
Question 5,which of the following can be given for long term management of obesity?,"a) Liraglutide
b) Metformin
c) sibutramine
d) Fenfluramine","Liraglutide is used in the long-term management of obesity.
Mechanism of action:
• Increase glucose-mediated insulin release
• Lowers the glucagon levels
• Delays gastric emptying
• Decreases feeding by stimulating GLp-1 receptors in the arcuate nucleus of the hypothalamus.
It is a GLp-1 analog used as a parenteral hypoglycemic agent and anti-obesity drug. It is administered subcutaneously. It is used as an adjuvant in patients who are not achieving glycemic control with oral agents. It can be also added with basal insulin.
It is found to decrease the risk of cardiovascular death, nonfatal myocardial infarction, and stroke in patients with type 2 diabetes and cardiovascular disease.
Adverse effects: Nausea, vomiting, diarrhea, or constipation. It should not be given in patients with a personal or family history of MEN syndrome or medullary carcinoma of the thyroid.
Other options:
Metformin: It belongs to the biguanides class of oral hypoglycemic agents. It is used as a first-line agent in the management of type 2 diabetes and it acts by reducing hepatic glucose production. It is also used to treat infertility in pCOD patients. IT is usually not associated with weight gain and in some cases, it may cause mild weight reduction.
sibutramine: It has both serotonergic and noradrenergic action. It is also an anorectic agent with a similar mechanism of action to fenfluramine. But due to severe adverse effects, Us-FDA has banned its use.
Fenfluramine: It is a serotonergic anorectic agent. It reduces food-seeking behavior due to increased serotonergic transmission in the hypothalamus. The use of is not recommended now by the Us-FDA due to its severe side effects.",,A,
Question 6,"An HIV-positive woman on ART was prescribed ergotamine for a migraine attack 4 days back. she presented with complaints that she is unable to feel her legs from the mid-thigh to her toes, for the past two days. The angiography image is given below. what is the likely diagnosis?","a) Atherosclerosis
b) Ergotism
c) polyradicular neuropathy
d) Herniated disc","The clinical features and the CT angiography image showing diffuse symmetrical luminal narrowing of the lower limb vessels are suggestive of ergotism.
In this case, a patient on antiretroviral therapy is given ergotamine. HIV protease inhibitors used in ART like ritonavir, lopinavir, etc are potent inhibitors of the Cyp3A4 enzyme. This enzyme is responsible for the metabolism of ergot compounds. Hence inhibition of this enzyme leads to decreased metabolism of ergotamine. This causes the accumulation of toxic levels of ergotamine in the patient and leads to ergotism.
Ergotamine is a partial agonist and antagonist at alpha-adrenergic, 5HT1; and 5HT2 receptors. It produces sustained vasoconstriction, vasomotor center depression, and visceral smooth muscle contraction.
Adverse effects: Nausea, vomiting, and abdominal pain may be seen. Vasoconstriction caused by the drug is responsible for most of the adverse effects. These are usually seen with long-term therapy with higher doses.
• It may precipitate or aggravate angina pectoris or myocardial infarction due to coronary insufficiency.
• some patients develop cold, numb, and painful extremities.
• Leg claudication may be seen
• Gangrene of the extremities
Contraindications for ergotamine:
• peripheral vascular disease
• Coronary artery disease
• Uncontrolled hypertension
• sepsis
• pregnancy
• Liver and kidney diseases",1111-755.PNG,B,IMAGE Q
Question 7,Topiramate is used for,"a) Treatment of migrane
b) Treatment of Lennox Gastaut syndrome
c) prophylaxis of ADHD
d) Treatment of dementia","Topiramate is used in the treatment of Lennox-Gastuat syndrome.
uses of topiramate:
• In newly diagnosed focal and primary generalized epilepsy in adults and children
• As monotherapy for refractory focal epilepsy and generalized tonic-clonic seizures
• Treatment of tonic-clonic seizures in patients with Lennox-Gastuat syndrome
• It is also used in the prophylaxis of migraine(not for treatment)
• It can be given as monotherapy for children of 1o years or more. But if used as adjunctive therapy it can be used in children as young as 2 years.
Mechanism of action: It reduces voltage-gated sodium currents in the cerebellar granule cells. It also activates a hyperpolarizing potassium current, enhances GABAA receptor currents, and limits the activation of the AMpA-kainate subtype of glutamate receptors. It also produces weak inhibition of the carbonic anhydrase enzyme.
pharmacokinetics: only 1o-2o% is bound to plasma proteins and the drug is largely excreted unchanged in the urine. Half-life is about 1 day. Topiramate is found to decrease the plasma concentrations of oral contraceptives, hence a higher dose of ocps should be given along with topiramate.
Adverse effects:
• somnolence, weight loss, fatigue, and nervousness are commonly seen
• It can precipitate renal calculi. It may be due to the weak carbonic anhydrase inhibition.
• cognitive impairment",,B,
Question 8,which of the following is incorrectly matched?,"a) Andexanet alfa: Edoxaban
b) Andexanet alfa: Rivaroxaban
c) Idarucizumab : Dabigatran
d) ciraparantag: Fondaparinux","ciraparantag is a reversal agent for all direct anticoagulants and is not useful with fondaparinux which is an indirect factor xa inhibitor.
ciraparantag, andexanet alfa, and idarucizumab are all reversal agents of direct anticoagulants.
ciraparantag: It is considered as a potential reversal agent against all direct anticoagulants including dabigatran, rivaroxaban, edoxaban, apixaban, LMWH, and heparin. This drug is in the early stages of development.
Andexanet alfa: It is a recombinant analog of factor xa and is proposed for reversal of oral factor xa inhibitors like rivaroxaban, edoxaban, and apixaban. It rapidly reverses the action of these drugs and restores thrombin generation.
Idarucizumab: It is a licensed monoclonal antibody that specifically acts as a reversal agent for dabigatran. It has a 350 times higher affinity for dabigatran than thrombin. Hence it forms a complex with dabigatran and is excreted by the kidneys.
If a patient on direct oral anticoagulants like dabigatran, rivaroxaban, edoxaban, and apixaban presents with life-threatening bleeds and the reversal agents are not available then other options are the administration of prothrombin complex concentrate, activated prothrombin complex concentrate, or recombinant factor VII-A. Hemodialysis is useful in severe bleeding due to dabigatran.
Other reversal agents for anticoagulants:
• Protamine sulphate - Heparin
• Vitamin K - warfarin
Note:
Andexanet alfa has received Us-FDA approval in May 2018 as a reversal agent for rivaroxaban and apixaban.",,D,
Question 9,Inhaled Nitric oxide is approved for treatment of,"a) Labile hypertension
b) pulmonary hypertension
c) Treatment of resistant migraine
d) Resistant parkinsonls disease","Inhaled nitric oxide (NO) is used in the management of pulmonary hypertension.
The only FDA-approved therapeutic indication of inhaled nitric oxide is in persistent pulmonary hypertension of the newborn. It has the ability to selectively dilate pulmonary vasculature. Hence it can be used in conditions with increased pulmonary vascular resistance.
It is proposed for the:
• Long-term management of pulmonary artery hypertension(PAH) and other forms of pulmonary hypertension
• Rescue therapy for severely hypoxemic patients with or without pulmonary hypertension Diagnostic indications:
• In heart failure patients and infants with congenital heart disease during cardiac catheterization to evaluate pulmonary vasoreactivity.
• In determining the diffusion capacity across the alveolar-capillary unit. It is considered superior to carbon dioxide in this because it has a greater affinity for hemoglobin and higher water solubility at body temperature.
Mechanism of action:
It activates soluble guanylyl cyclase and produces cGMP, which then activates cGMP-dependent protein kinase. This leads to the activation of multiple regulatory mechanisms that decrease intracellular calcium and cause vasodilation in precapillary resistance arterioles.
Adverse effects:
• Methemoglobinemia at higher concentrations.
• It can worsen left ventricular performance in patients with an already impaired left ventricular function.",,B,
Question 10,Nivolumab is used as a checkpoint inhibitor in,"a) Retinoblastoma
b) Medulloblastoma
c) pleuropulmonary blastoma
d) Hodgkin's lymphoma","Nivolumab is used as a checkpoint inhibitor in Hodgkin's lymphoma.
FDA approved uses of nivolumab:
• Advanced melanoma
• Advanced non-small cell lung cancer(NSCLC) that are previously treated
• Renal cell carcinoma
• Advanced head and neck cancers
• Refractory/relapsed classical Hodgkin's lymphoma
Nivolumab is a checkpoint inhibitor that blocks the interaction between pD-1 and its ligands. It is a fully human monoclonal IgG4 antibody. It has a good response rate in patients with pretreated solid tumors and hematological malignancies. Similar effectiveness is also seen with pembrolizumab which is also an anti-pD-1 monoclonal antibody.
Adverse effects:
• In melanoma patients rash is a commonly seen side effect
• fatigue, dyspnea, musculoskeletal pain, cough, decreased appetite, and constipation can be seen in advanced squamous NSCLC patients
• pneumonitis, colitis, nephritis, hepatitis, and renal dysfunction are also seen
Important note:
The FDA on May 2021 has approved the use of nivolumab in patients having completely resected esophageal or gastroesophageal junction cancers with residual pathologic disease who have received neoadjuvant chemoradiotherapy.",,D,
