NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 1,Dicoumarol inhibits the action of vitamin k by?,"a) suicide inhibition
b) competitive inhibition
c) Non competitive inhibition
d) uncompetitive inhibition","Dicoumarol inhibits the action of vitamin K by competitive inhibition.
Dicoumarol and warfarin competitively inhibit the gamma-carboxylation system due to structural similarity with vitamin K. Therefore, they can act as anticoagulants used for therapeutic purposes.
vitamin k epoxide is reduced to the quinone form by epoxide reductase, which is sensitive to inhibition by warfarin and dicoumarol.",,B,nan;746-608.PNG
Question 2,"A TPN bag consists of 1oog glucose, 3og amino acids, and 4og lipids. what is the amount of calories delivered?","a) 84o kcal
b) 88o kcal
c) 64o kcal
d) 68o kcal","The amount of calories delivered by the given TpN (Total parenteral Nutrition) bag is 88o kcal. The caloric value of different food components are:
• carbohydrate (glucose) - 4kcal/g
• proteins (amino acids) - 4.2kcal/g = ~4kcal/g
• Fat (lipids) - 9kcal/g
calculation of the number of calories:
• 1oo gm of glucose = 1oo x 4kcal=4oo kcal
• 3o gm of amino acids = 3o x 4 kcal= 12o kcal
• 4o gm of lipids = 4o x 9 kcal= 36o kcal
Total amount of calories delivered= 4oo+12o+36o=88o kcal
Note: The caloric value of alcohol is 7kcal/g.",,B,
Question 3,what is true about the Hayflick limit?,"a) Human cells can divide a finite number of times only
b) Free radical oxidation level is unrestricted
c) Telomerase activity is unrestricted
d) RNA polymerase can function for. a finite number of times only","The Hayflick limit says that human cells can divide for a finite number of times.
The Hayflick limit is the number of divisions a cell population can go through in culture before division stops and enters a state known as senescence. with the exception of stem cells, all the other human cells have only a limited capacity for cell division. This biological clock is of great help in the study of the normal ageing process.
The number of cell divisions of the cultured cell is roughly related to:
• The age of the cell donors
• The longevity of the species
For example, fibroblasts from the human embryos, when sustained in tissue culture, divide about 5o times before they die. Those taken from person after birth divide only 2o to 3o times.",,A,
Question 4,Ammonia in the brain is detoxified to form _________,"a) urea
b) Glutamine
c) Ammonium ions
d) Alanine","Ammonia in the brain is detoxified to form glutamine.
Glutamine synthetase combines ammonia with glutamate to form glutamine. It requires the hydrolysis of ATP.
Deficiency of glutamine synthetase in neonates results in severe brain damage, multiorgan failure, and death.
Note: Glutamine is the transport form of ammonia from the brain and intestine to the liver; while alanine is the transport form from the muscle.",,B,
Question 5,The sequence of vitamin D synthesis is?,"a) Liver- skin- kidney
b) skin- Liver- kidney
c) skin- kidney- Liver
d) Liver- kidney- skin","The sequence of vitamin D synthesis is skin-liver-kidney.
The sequence of vitamin D synthesis:
step 1: In the skin: 7-Dehydrocholesterol (an intermediate in cholesterol synthesis that accumulates in the skin) undergoes a nonenzymic reaction on exposure to ultraviolet light, yielding cholecalciferol, which is absorbed into the bloodstream.
step 2: In the liver: cholecalciferol is hydroxylated to 25-hydroxycholecalciferol (calcidiol). This is released into the circulation bound to a vitamin D–binding globulin, which is the main storage form of the vitamin.
step 3: In the kidney: 25-hydroxycholecalciferol is converted to either 1,25 dihydroxycholecalciferol (calcitriol), the biologically active form by the enzyme 1α-hydroxylase.",,B,nan;748-609.PNG
Question 6,Glucose is stored in the form of glycogen because __________,"a) It is compact
b) It has multiple reducing ends
c) It can be stored at multiple organs
d) It can provide glucose for about 1 week when needed","Among the given options, the most appropriate answer would be option A i.e Glucose is stored in the form of glycogen because it is compact.
Glycogen is the major storage carbohydrate in animals, corresponding to starch in plants. It is a branched polymer of α-d-glucose.
other options:
The major sites of storage are liver and muscle, that is, it can't be stored at multiple sites.
It does not have multiple reducing ends. It instead has multiple non-reducing ends.
Liver glycogen functions as a reserve to maintain the blood glucose concentration in the fasting state. After about 18 hours of fasting, most of the liver glycogen is depleted and hence it can not provide glucose for up to 1 week.",,A,
Question 7,"DNA methylation is not related to? a) Mismatch repair
b) Chromatin Remodelling
c) DNA replication
d) Gene silencing","DNA methylation is not related to DNA replication as DNA methylation is stable during replication and cell cycle arrest.
chromatin remodeling by methylation/histone acetylation is an important aspect of transcription regulation.
Methylation of genes also plays an important part in gene silencing. Ex:- promoter
hypermethylation in tumor suppressor genes contributes to the development of cancers.
The process of mismatch repair relies upon a DNA-methylation excision signal, especially in E. coli.",,C,,
Question 8,The enzyme that is not used in cholesterol synthesis?,"a) Thiolase
b) HMG CoA reductase
c) HMG CoA synthase
d) HMG CoA lyase","Among the given options, the enzyme HMG CoA lyase is not used in cholesterol synthesis. It is a mitochondrial enzyme involved in the breakdown of proteins and fats.
Cholesterol is a 27-carbon compound consisting of four rings and a side chain. It is synthesized from acetyl-CoA.
The major sites of synthesis of cholesterol are the liver, adrenal cortex, testes, ovaries, and intestine. All nucleated cells can synthesize cholesterol, including arterial walls. The enzymes involved in the synthesis of cholesterol are partly located in the endoplasmic reticulum and partly in the cytoplasm.
Initially, two molecules of acetyl-CoA condense to form acetoacetyl-CoA catalyzed by cytosolic thiolase. This acetoacetyl- CoA enters the cholesterol synthesis pathway along with a molecule of acetyl-CoA.
The image below shows the enzymes involved in cholesterol synthesis:",,D,nan;749-610.PNG
Question 9,The enzyme that is common for both glycolysis and gluconeogenesis is?,"a) pyruvate kinase
b) phosphofructokinase
c) phosphoenolpyruvate carboxykinase
d) phosphoglycerate kinase","The enzyme phosphoglycerate kinase is common for both glycolysis and gluconeogenesis. phosphoglycerate kinase catalyzes the conversion of 1,3-bisphosphoglycerate to 3-phosphoglycerate, which is a reversible step involved in both the processes.
Glycolysis and gluconeogenesis are processes that are reverse of each other. All the reversible steps of these two processes are catalyzed by the same enzymes, therefore are common to both.
The irreversible steps of glycolysis are catalyzed by the following enzymes:
• Hexokinase
• phosphofructokinase
• pyruvate kinase
The irreversible steps of gluconeogenesis are catalyzed by the following enzymes:
• pyruvate carboxylase
• phosphoenolpyruvate carboxykinase
• Fructose-1,6-bisphosphatase
• Glucose-6-phosphatase",,D,nan;750-611.PNG
Question 10,The given chemical structure is of:,"a) keratan sulfate
b) Chondroitin sulfate
c) Heparin
d) Dermatan sulfate","The given chemical structure is of chondroitin sulfate.
Chondroitin sulfate is composed of repeating units of N-acetyl galactosamine with sulfate and glucuronic acid. Some important features of chondroitin sulfate are as follows:
• The most abundant GAG in the body.
• Location: Cartilage, CNS, bone
• They are located at sites of calcification in endochondral bone and are a major component of cartilage.
• They are found in high amounts in the ECM of the central nervous system.",741-605.PNG,B,
