number,question,options,solution,image_q,answer_key,image_a
Q1,A patient is admitted with gastroenteritis. His serum K+ is 2.8 mEq/L. which is not a possible complication of this condition?,"a)Diabetes insipidus
b)cerebral edema
c)Quadriparesis
d)Ventricular tachycardia","This patient's potassium is 2.8mEq/L indicating a hypokalemia. cerebral edema is not a complication associated with hypokalemia, rather it is seen with hyponatremia.
Hypokalemia is defined as a plasma concentration of K+ &lt;3.5 meq/L. common causes include metabolic alkalosis, insulin infusions, diarrhea, use of diuretics, starvation,
β2-agonists,magnesium deficiency, and primary hyperaldosteronism.
Hypokalemia manifests as systemic effects primarily targeting cardiac, skeletal, and intestinal muscles.
• In the cardiovascular system, hypokalemia poses a significant risk for arrhythmias, both  ventricular and atrial. It can lead to ventricular tachycardia which can be fatal. (option D)
• Electrocardiographic alterations characteristic of hypokalemia include the presence of broad flat T waves, ST segment depression, and QT interval prolongation, with pronounced changes
observable when serum potassium levels drop below 2.7 mmol/L.



• Skeletal muscle function is also profoundly affected, as hypokalemia induces hyperpolarization, compromising the muscle's ability to depolarize and contract effectively. Consequently,
individuals may experience weakness and paralysis. (option C)
• Intestinal smooth muscle paralysis is another consequence of hypokalemia, potentially leading to intestinal ileus.
• Prolonged hypokalemia can precipitate acute kidney injury and, in chronic cases related to
underlying conditions such as eating disorders or laxative abuse, contribute to the progression of end-stage renal disease. Hypokalemic polyuria occurs due to a combination of central polydipsia  and an AVP-resistant renal concentrating defect, mimicking nephrogenic diabetes insipidus. This condition leads to the production of large volumes of dilute urine because the kidneys are unable to concentrate urine effectively in response to antidiuretic hormone (ADH).(option A).",,B,
Q2,A man was brought to the emergency department unconscious and hypotensive. His EcG revealed narrow complex tachycardia. what is the next best step in management?,"a)synchronised cardioversion
b)carotid massage
c)IV adenosine 6mg immediately
d)Amiodarone bolus followed by saline infusion","The given clinical scenario and the electrocardiogram (ECG) showing narrow QRS complexes suggest paroxysmal supraventricular tachycardia (PSVT). As the patient is hemodynamically  unstable, the next step in management is DC (direct current) cardioversion.
PSVT is a narrow QRS complex tachycardia with sudden onset and termination. They mainly
present with dizziness and palpitations. The evaluation of these patients includes monitoring their vitals and ECG.
Management is as follows:
1) when the patient is hemodynamically stable:
• Carotid sinus massage can be done. It is avoided if carotid bruit is present and if a prior history of stroke is seen
• Valsalva maneuver is done if the patient is cooperative
• Intravenous adenosine is useful in most cases. However, its usage is contraindicated in patients  with prior cardiac transplantation. It can aggravate bronchospasm and atrial fibrillation, hence, it must be used with great caution in such patients.
• Intravenous calcium channel blockers such as verapamil or diltiazem and beta-blockers are helpful but can cause hypotension.





2) when the patient is hemodynamically unstable, i.e., hypotension with unconsciousness or respiratory distress, QRS-synchronous direct current cardioversion is done.",,A,4549-2850.PNG;4549-2852-1.png
Q3,"A 4o year old female patient presents with chest pain and breathlessness. she had a brief
viral illness 1 week ago. Her chest X-ray is given below. what is not true about this condition?","a)Loud s1
b)pulsus paradoxus may be seen
c)Emergency pericardiocentesis may be required
d)ECHO showing diastolic collapse of RA and RV wall during expiration requires immediate intervention","The patient presents with chest pain and breathlessness following a recent viral illness, and her chest X-ray shows a ""water bottle"" sign, indicating a pericardial effusion. In cases of significant  pericardial effusion or cardiac tamponade, heart sounds, including the first heart sound S1, are  typically muffled due to the insulating effect of the accumulated fluid around the heart. This
makes it difficult to hear the heart sounds clearly, hence there won't be a loud S1.
pericardial effusion is usually associated with chest pain and/or the ECG changes of pericarditis (widespread ST elevation, often with upward concavity). If the effusion is large, the ECG may
show electrical alternans. Heart sounds may be faint, friction rub, and the apical impulse may not



be audible.
Echocardiography is a widely used imaging technique that allows localization and estimation of the quantity of pericardial fluid.
The chest X-ray shows an enlargement of the cardiac silhouette. It may be normal in small
effusions. The lateral radiograph may show the oreo cookie sign. It is a vertical opaque line
(pericardial fluid) separating a vertical lucent line (paracardial fat) directly behind the sternum anteriorly from a similar lucent vertical line (epicardial fat) posteriorly.
CT and MRI are indicated when echocardiography is inconclusive, when the effusion is loculated or hemorrhagic or if there is pericardial thickening.
other options:
option B: pulsus paradoxus may be seen: This statement is true. pulsus paradoxus, an
exaggerated decrease in systolic blood pressure during inspiration, is commonly seen in patients with massive pericardial effusions.
option C: Emergency pericardiocentesis may be required: This statement is true. In cases of significant pericardial effusion or cardiac tamponade, emergency pericardiocentesis is often  necessary to relieve pressure on the heart and prevent hemodynamic compromise.
option D: ECHo showing diastolic collapse of RA and RV wall during expiration requires
immediate intervention: This statement is true. Echocardiographic evidence of diastolic collapse of the RA and RV is a sign of cardiac tamponade, which necessitates immediate intervention.",4533-2844.PNG,A,
Q4,A patient is diagnosed with enterococcal infective endocarditis. He is allergic to penicillin. which of the following is the antibiotic of choice for empiric therapy?,"a)piperacillin
b)Vancomycin
c)Aztreonam
d)Ceftriaxone","This patient with a history of allergy to penicillin and a diagnosis of enterococcal endocarditis should receive vancomycin for the treatment of his endocarditis.
Enterococci are one of the major hospital-acquired pathogens, producing various infections like:
• urinary tract infections
• Bacteremia and mitral valve endocarditis (in intravenous drug abusers)
• Intrabdominal, pelvic and soft tissue infections
• Late-onset neonatal meningitis and sepsis
strains resistant to penicillin and other antibiotics occur frequently, so it is essential to perform antibiotic sensitivity for proper therapy. Enterococci are intrinsically resistant to
cephalosporins(option D) and offer low-level resistance to some aminoglycosides.
In penicillin-sensitive strains, synergism occurs with combination treatment with penicillin and aminoglycosides. In case of high-level resistance, the choice of drug is vancomycin. However, in infections caused by E. faecalis ampicillin is used as a first-line antibiotic as resistance is rare.
Recently vancomycin-resistant enterococci (VRE) have begun to emerge. These are treated with linezolid, streptogramins (active against E.faecium, but not to E.faecalis) and daptomycin.
other options:



option B: Piperacillin would be contraindicated in a patient with a penicillin allergy as there is cross-reactivity between the two drugs.
option C: Aztreonam can be used in patients who have enterococci resistant to vancomycin. However, vancomycin is preferred for empiric therapy due to a better side effect profile.",,B,
Q5,which is not used as a diagnostic criterion for diabetic ketoacidosis?,"a)serum glucose&gt;25omg/dl
b)serum potassium &lt;3.5mEq/L
c)serum bicarbonate &lt;15mEq/L
d)ph &lt;7.3","serum potassium &lt;3.5mEq/L is not a diagnostic criterion of diabetic ketoacidosis.
DKA is an acute complication of type 1 diabetes mellitus. It is usually precipitated by absolute or relative insulin deficiency caused by increased metabolic demand (infections) or insulin
noncompliance.
The common symptoms include nausea, vomiting, and severe abdominal pain. The common signs include Kussmaul breathing, fruity odor of the breath, dehydration, tachycardia, hypotension, and delirium.
The diagnosis of DKA is made based on the following parameters:
• Hyperglycemia &gt; 25o mg/dl
• Ketosis or ketones in urine
• Metabolic acidosis with pH &lt; 7.3
• HCo3 &lt; 15-18 mEq/L
• High anion gap due to ketoacids and lactic acidosis
Hyponatremia is seen as a result of hyperglycemia (osmotic shift causes dilutional hyponatremia). Normal sodium levels on admission indicate severe dehydration. Potassium levels at presentation may be normal or elevated despite total body deficit (due to intracellular shift).",,B,
Q6,"A patient presents with complaints of recurrent kidney stones, abdominal pain, and altered mentation. Decreased serum Ca2+ and elevated parathyroid hormone are seen on further    investigation. which of the following disorders explains this patient's condition?","a)Bone - Metabolic bone disorder
b)parathyroid - Hyperparathyroidism
c)Thyroid - Hypothyroidism
d)Adrenal gland - pheochromocytoma","The patient presents with recurrent kidney stones, abdominal pain, and altered mentation, along with laboratory findings of decreased serum calcium (Ca2+) and elevated parathyroid hormone
(PTH). These symptoms and laboratory results are indicative of renal osteodystrophy, a metabolic bone disorder associated with chronic kidney disease (CKD).
Renal osteodystrophy is a complex condition that results from the kidneys' inability to maintain
the proper levels of calcium and phosphate in the blood, leading to secondary
hyperparathyroidism. In CKD, the kidneys are not able to convert vitamin D to its active form,
calcitriol, which is necessary for calcium absorption in the intestines. The reduced levels of
calcitriol lead to decreased calcium absorption, resulting in hypocalcemia. The body responds to     hypocalcemia by increasing PTH secretion from the parathyroid glands in an attempt to normalize serum calcium levels.
The elevated PTH, known as secondary hyperparathyroidism, causes increased bone resorption to release calcium and phosphate into the bloodstream, leading to bone pain and fragility, and



contributing to the formation of kidney stones due to the elevated phosphate and calcium levels in the urine. Additionally, the ongoing calcium and phosphate imbalance can cause vascular
calcifications and other systemic complications leading to hypertensive crises, contributing to the patient's altered mentation and other symptoms.
Therefore, the constellation of symptoms and laboratory findings in this patient points to renal osteodystrophy, a metabolic bone disorder secondary to chronic kidney disease, rather than
primary hyperparathyroidism, hypothyroidism, or pheochromocytoma.
other options:
option B: primary hyperparathyroidism would typically present with hypercalcemia due to
autonomous overproduction of parathyroid hormone. In this case, the patient has decreased
serum calcium, which is more indicative of secondary hyperparathyroidism due to chronic kidney disease.
option C: Hypothyroidism generally presents with symptoms such as fatigue, weight gain, cold    intolerance, and dry skin. It does not typically cause elevated parathyroid hormone levels or the  specific constellation of symptoms seen in this patient (recurrent kidney stones, abdominal pain, and altered mentation).
option D: pheochromocytoma is a tumor of the adrenal gland that secretes excessive
catecholamines, leading to symptoms such as hypertension, palpitations, and episodic headaches. It does not cause hypocalcemia or elevated parathyroid hormone levels, and it is not associated
with kidney stones or the other symptoms described in this patient.",,A,
Q7,Interpret the ABG findings,"a)Respiratory acidosis
b)Respiratory alkalosis
c)Metabolic acidosis
d)Metabolic alkalosis","The ABG values indicate a metabolic alkalosis because of the significantly elevated bicarbonate level (HCo3- 44 mEq/L, normal 22-28mEq/L) and a secondary respiratory compensation
(increased pCo2 to 5o mmHg, normal 35-45 mmHg). The elevated pH (7.51, normal 7.35-7.45) confirms the alkaline state.
The compensation is not complete, as the pH remains above normal, indicating a partially compensated metabolic alkalosis.",,D,
Q8,A patient presents with complaints of chest pain for 1 hour and perspiration. He also appears anxious. ECG image is given below. what is the possible diagnosis?,"a)NSTEMI
b)unstable angina
c)posterior wall MI
d)Acute Myocarditis","The patient's presentation of chest pain for 1 hour, perspiration, and anxiety, combined with ECG findings showing ST depressions in leads v2 and v3, suggests a possible diagnosis of posterior
wall MI. posterior wall MI can present with ST depressions in the anterior leads (v1-v3) due to the reciprocal changes associated with ischemia in the posterior wall of the heart. These
depressions indicate that the infarction is not directly visible in the standard ECG leads but is affecting the posterior part of the heart.
posterior wall MI is typically caused by occlusion of the circumflex artery or the posterior
descending artery, which supplies the posterior aspect of the heart. Management of posterior wall MI involves immediate medical intervention, including the administration of antiplatelet agents,   anticoagulants, nitrates, beta-blockers, and, in many cases, reperfusion therapy through



percutaneous coronary intervention (PcI) or thrombolysis to restore blood flow to the affected area of the heart.
other options:
option A and B: NSTEMI (Non-ST segment elevation myocardial infarction) could present with    ST depression, but it typically affects a wider range of leads and is less likely to present with such a specific pattern of depression isolated to V2 and V3. unstable angina, characterized by chest
pain at rest or with minimal exertion, can cause ST depression, but it usually does not present  with the level of severity and specific pattern seen in this case, particularly without elevation in cardiac biomarkers.
option D: Acute myocarditis, while it can present with chest pain and EcG changes, usually shows diffuse changes, not isolated to specific leads like V2 and V3. It typically involves diffuse ST
elevation or PR depression across multiple leads. Therefore, the combination of acute symptoms and specific EcG changes in leads V2 and V3 strongly suggests that a posterior wall MI is the
most likely diagnosis for this patient.",4534-2845.PNG,C,
Q9,which of the following is the least common cause of bipedal edema?,"a)chronic venous insufficiency
b)Lupus nephritis
c)chronic liver disease
d)Heart failure","chronic venous insufficiency is the least common cause of bipedal edema. This is because, the
other conditions listed cause edema that can affect both limbs at the same time due to decreased albumin concentration or fluid retention. However, venous insufficiency is not as commonly
associated with bilateral lower limbs and is more likely to present as unilateral lower extremity edema.
Lower extremity edema is the accumulation of fluid in the tissues of the legs, leading to swelling. It can result from various conditions affecting the circulatory, lymphatic, or renal systems.
common causes include:
• Venous Insufficiency: chronic venous insufficiency (cVI) occurs when veins in the legs do not efficiently return blood to the heart, leading to pooling of blood and fluid leakage into
surrounding tissues. However, this edema is usually unilateral depending on the limb that is worse effected.
• Heart Failure: when the heart is unable to pump blood effectively, it can cause fluid buildup in the legs.
• kidney Disease: Impaired kidney function can lead to fluid retention and swelling in the lower extremities.
• Liver Disease: conditions like cirrhosis can cause decreased production of proteins like albumin, leading to fluid leakage into tissues.
• Lymphedema: Blockage or damage to the lymphatic system can prevent proper drainage of lymphatic fluid, causing swelling.
• Medications: certain drugs, such as calcium channel blockers, nonsteroidal anti-inflammatory drugs (NSAIDs), and corticosteroids, can cause fluid retention.
• Infections: conditions like cellulitis can cause localized swelling and inflammation.
• Pregnancy: Increased pressure on the veins and hormonal changes can lead to edema.



• prolonged Standing or Sitting: Lack of movement can cause fluid to accumulate in the legs due to gravity.
Treatment: The treatment of lower extremity edema focuses on addressing the underlying cause     and alleviating symptoms. This can include lifestyle modifications such as elevating the legs above heart level to reduce swelling, wearing compression stockings to improve venous return and
reduce fluid accumulation, and regular exercise to promote circulation.
In systemic conditions, the underlying cause should be treated to improve the edema.",,A,
Q10,A patient presents with sudden onset lower motor neuron facial paralysis on his left side. Radiological tests showed no deficits. what is the next best step in the management?,"a)Intravenous antibiotics, and mastoidectomy
b)Acyclovir, eye patching and eye ointment
c)Electrical stimulation of facial nerve
d)Facial nerve decompression","The given clinical features are suggestive of paralysis of the facial nerve also known as Bell's palsy. Treatment for this condition is with acyclovir, eye patching and eye ointments to prevent
desiccation.
Bell's palsy is an acute onset idiopathic, peripheral facial paralysis. while in most cases the cause is unknown, there can be exposure to the herpes virus in some patients. It is a lower motor
neuron lesion of the facial nerve and involves the ipsilateral side of the upper and lower halves of the face.
It presents with an inability to close the eye, and if the patient attempts to close the eye, it turns     up and out. This is known as the Bell's phenomenon. other features include drooling of saliva and facial asymmetry. There may be noise intolerance and a loss of taste sensation.
Bell's palsy is a diagnosis of exclusion. All other possible causes of facial paralysis should be ruled out by investigations.
Treatment of Bell's palsy involves prednisone 6o-8o mg daily during the first 5 days and then
tapered over the next 5 days. Acyclovir can also be used in patients who are suspected to have
exposure to the herpes virus. Tape or eye masks to depress the upper eyelid during sleep and
artificial tears can be used to prevent corneal drying. Most patients recover within a few weeks or months.",,B,
