NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 1,which of the following are properties of ventricular cardiac muscle?,"a) 1,2
b) 1,2,3
c) 1,2,4
d) 1,2,3,4","All or none phenomenon, length tension relationship and long refractory period applies to cardiac muscles. cardiac muscle cannot be tetanized due to long refractory period.
In cardiac myocytes, depolarization proceeds rapidly and an overshoot of the zero potential is present. This is followed by a plateau before the membrane potential reaches the RMp (-9omv). This plateau phase lasts for 2oo msec or more. Repolarization is therefore not complete until contraction is 5o% completed.
phases of cardiac action potential
• o→ Depolarisation and overshoot-Due to opening of voltage-gated Na+ channels
• 1→ Initial rapid repolarization-Due to closure of Na+ channels and opening up of K+ channels
• 2→ plateau phase - Due to slow but prolonged opening of ca2+ channels
• 3→ Late rapid repolarization
• 4→ Baseline (RMp)
phases 3 and 4 are due closure of ca2+ channels and a slow, delayed increase of K+ efflux through K+ channels.
During phases o to 2 and about half of phase 3 of cardiac action potential, cardiac muscle cannot be excited again, that is, it is in its absolute refractory period. It remains relatively refractory until phase 4. Thus, cardiac muscle cannot be tetanized.",,B,655-562.PNG
Question 2,which of the following may lead to a decrease in GFR?,"a) Increase in renal blood flow
b) Decrease in glomerular oncotic pressure
c) Increase in glomerular hydrostatic pressure
d) Decrease in bowman capsule oncotic pressure","A decrease in bowman's capsule oncotic pressure would lead to a decrease in GFR.
Glomerular filtration rate (GFR) is the volume of fluid filtered from the renal glomerular capillaries into the Bowman's capsule per unit time.
The GFR is determined by sum of the hydrostatic and colloid osmotic forces across the glomerular membrane, which gives the net filtration pressure. It is dependant on Glomerular kf (glomerular ultrafiltration coefficient) also.
Mathematically, it can be expressed as follows:
GFR〓 kf [PG + πB -PB- πG]
Forces favoring Filtration
• PG: Glomerular hydrostatic pressure
• πB: Bowman’s capsule oncotic pressure
Forces opposing Filtration
• PB: Bowman’s capsule hydrostatic pressure
• πG: Glomerular capillary oncotic pressure
Factors that can increase the GFR are as follows:
• Increase in glomerular capillary filtration coefficient kf: This coefficient depends on the hydraulic conductivity and surface area of the glomerular capillaries.
• Decrease in Bowman's capsule hydrostatic pressure: conditions with urinary tract obstruction can lead to an increase in this pressure and a fall in GFR.
• Decrease in glomerular colloid osmotic pressure: Accumulation of plasma proteins that are not filtered from the blood contributes to this pressure and an increase reduces the further filtration and GFR. It is directly proportional to the following factors:Arterial plasma colloid osmotic pressure
• Filtration fraction",,D,
Question 3,which is the most potent naturally occurring estrogen?,"a) Estradiol
b) Estriol
c) Estrone
d) conjugated Estrogen","Estradiol is the most potent naturally occurring estrogen.
classic estrogens are c18 steroid compounds containing a phenolic ring. only three estrogens are present in significant quantities in the plasma of the human female—β-estradiol, estrone, and estriol.
The principal estrogen secreted by the ovaries is β-estradiol.
small amounts of estrone are also secreted, but most of this is formed in peripheral tissues from androgens secreted by the adrenal cortices and by ovarian thecal cells.
Estriol is a weak estrogen; it is an oxidative product derived from both estradiol and estrone, with the conversion occurring mainly in the liver.
The estrogenic potency of β-estradiol is 12 times that of estrone and 8o times that of estriol.
Hence, estradiol is the most potent natural form of estrogen.
In the liver, estradiol, estrone, and estriol are converted to inactive glucuronide and sulfate conjugates. All these compounds, along with other metabolites, are excreted in the urine.",,A,657-563.PNG
Question 4,which hormones are produced from the zones labelled in the image given?,"a) A-cortisol, B-aldosterone, C-androgens, D-epinephrine
b) A-epinephrine, B-cortisol, C-aldosterone, D-androgens
c) A-aldosterone, B-epinephrine, C-androgens, D-cortisol
d) A-aldosterone, B-cortisol, C-androgens, D-epinephrine","option D is the correct option. This is a section through an adrenal gland showing both the medulla and the zones of the cortex. Following are the zones of the cortex and medulla, and the hormones they secrete.
A – zona Glomerulosa – secretes mineralocorticoids (aldosterone)
B – zona Fasciculata – secretes glucocorticoids (cortisol, corticosterone)
c – zona Reticularis – secretes androgens (dehydroepiandrosterone)
D – Adrenal Medulla – produces catecholamines: Norepinephrine, Epinephrine, and Dopamine on histological examination, the different layers are identified as:
• outer zona glomerulosa - small, compact cells
• central zona fasciculata - larger lipid-rich cells arranged in radial columns
• Inner zona reticularis - pigmented, compact cells
• Adrenal medulla - thin layer of large chromaffin cells",643-552.PNG,D,
Question 5,Erythropoietin is produced by:,"a) 1 only
b) 2 only
c) 1,2
d) 1,2,3,4","Erythropoietin is produced mainly by kidney and liver.
In adults, approximately 85% of erythropoietin is produced by the kidneys, while 15% is synthesized by the liver. Both of these organs possess the mRNA necessary for erythropoietin production. Although erythropoietin can be found in the spleen and salivary glands, these tissues lack the mRNA required for its synthesis, indicating that they do not produce the hormone.
Erythropoietin is secreted by interstitial cells in the peri-tubular capillary bed of the kidneys and by perivenous hepatocytes in the liver. It is also generated in the brain, where it provides a safeguarding effect against excitotoxic harm caused by hypoxia; and in the uterus and oviducts, where it is stimulated by estrogen and seems to facilitate estrogen-driven angiogenesis.",,C,
Question 6,"EOG, EEG, and EMG of a patient are given respectively from above downwards. which stage of sleep does the marked area represent?","a) NREM I sleep
b) NREM II sleep
c) REM sleep
d) NREM III sleep","REM sleep is represented by the marked area in the given polysomnography.
The three zones in the given image represent EOG, EEG, and EMG, respectively. In the marked area,
• EOG shows positive activity
• EEG shows Mixed waves
• EMG shows Minimal activity
This is characteristic of REM sleep.",,C,658-564.PNG
Question 7,which of the following statements is incorrect regarding ABO blood grouping?,"a) Antibodies are naturally present since birth
b) The antigens are carbohydrate in nature
c) The antibodies are predominantly IgM
d) Antibodies are present only if antigens are absent","Antibodies are not present since birth. At 2 to 8 months after birth, an infant begins to produce agglutinins (antibodies).
In the absence of type A agglutinogen(antigen) in an individual's RBCs, antibodies called anti-A agglutinins form in the plasma. similarly, when type B agglutinogen is lacking in the RBCs, antibodies referred to as anti-B agglutinins develop in the plasma. Type A blood carries type A agglutinogens and anti-B agglutinins, while type B blood contains type B agglutinogens and anti-A agglutinins. Type AB blood possesses both A and B agglutinogens but no agglutinins. on the other hand, type o blood, which lacks agglutinogens, does have both anti-A and anti-B agglutinins.
The A and B antigens are complex oligosaccharides that differ in their terminal sugar. The agglutinins are gamma globulins produced by the bone marrow and lymph gland cells. Most of them are IgM and IgG immunoglobulin molecules.",,A,
Question 8,Identify the hormones marked in the image given,"a) A-somatostatin, B-GHRH, C-GH, D-IGF-1
b) A-GHRH, B-GH, C-IGF-1, D-somatostatin
c) A-GHRH, B-somatostatin, C-GH, D-IGF-1
d) A-GH, B-GHRH, C-IGF-1, D-somatostatin","In the given image, A: somatostatin, B: GHRH, C: GH, D: IGF-1
• Growth hormone-releasing hormone (GHRH) secreted from the hypothalamus acts on the anterior pituitary to release growth hormone.
• Growth hormone (GH) increases the circulating levels of IGF -1 which exerts its effect on the tissues.
• Ghrelin promotes the secretion of growth hormone from the anterior pituitary.
• somatostatin secreted from the hypothalamus is an inhibitory effect on the GH secretion from the anterior pituitary.
• similarly, IGF -1 exerts negative feedback on GH secretion and positive feedback on somatostatin secretion, which in turn inhibits GH secretion.",645-554.PNG,A,
Question 9,Identify the correct sequence.,"a) Protein kinase A » Adenylyl cyclase » cAMP
b) cAMP » Adenylyl cyclase » Protein kinase A
c) Adenylyl cyclase » cAMP » Protein kinase A
d) Protein kinase A » cAMP » Adenylyl cyclase","The correct sequence in Gs is adenylyl cyclase 》 cAMP 》 Protein kinase A.
G protein-coupled receptors (GPCRs) are cell membrane receptors that span across the membrane 7 times. They also serve as receptors for various peptide hormones, neurotransmitters and amino acids. subtypes of GPCRs are distinguished by their alpha subunits. The important subtypes of GPCRs are Gs, Gi, and Gq.
when hormones bind to the receptor, it enables the receptor to connect with a G protein. If the G protein activates the adenylyl cyclase-cAMP system, it is referred to as a Gs protein, indicating a stimulatory G protein. The Gs protein stimulates adenylyl cyclase, an enzyme located in the cell membrane, which then converts a small amount of cytoplasmic adenosine triphosphate into cAMP. This cAMP activates cAMP-dependent protein kinase, which phosphorylates specific proteins within the cell, initiating biochemical reactions that ultimately result in the cell’s response to the hormone.",,C,
Question 10,which among the following instruments is not used in the sahli's method of hemoglobin estimation?,"a) A
b) B
c) C
d) D","option D is RBC pipette, it is not used in sahli's method of hemoglobin estimation. The instruments used are comparator with brown glass standard(option A), graduated hemoglobin tube(option B), sahli's pipette (option C)and stirrer.
sahli's method of estimation of hemoglobin is based on colorimetric measurement of the intensity of color developed on the addition of dilute hydrochloric acid (N/1o HCl) reagent to the blood.
In sahli's method, hemoglobin is converted to acid hematin with the action of dilute hydrochloric acid (N/1o HCl). The brown color of the acid hematin is matched to its intensity with a standard brown glass comparator in a visual colorimeter called sahli’s colorimeter. It can be used to estimate oxyHb and reduced Hb.
sahli's method is a simple bedside test and is cost-effective. However, it has some disadvantages, which include visual errors, the inability to measure other forms of hemoglobin like carboxyhemoglobin, methemoglobin, and sulfhemoglobin, fading of the comparator over time, and the color of acid hematin fading quickly.
The visual error can be reduced by taking the average of three readings; first, when the color is slightly darker than the standard; second, when the color exactly matches the standard; and third, when the color is slightly lighter than the standard.",646-555.PNG,D,661-566.PNG
