number,question,options,solution,image_q,answer_key,image_a
Q1,Arrange the following in the correct order of symptomatology seen in iron toxicity:,"a)2 -&gt; 3 -&gt; 1 -&gt; 4
b)2 -&gt; 3 -&gt; 4 -&gt; 1
c)3 -&gt; 2 -&gt; 4 -&gt; 1
d)3 -&gt; 4 -&gt; 1 -&gt; 2","The correct order of symptomatology in iron toxicity is 3 -&gt; 2 -&gt; 4 -&gt;1.
symptoms of iron toxicity are divided into 4 stages:
• stage 1 (few hours after ingestion): vomiting, abdominal pain, gastrointestinal bleeding, shock, acidosis, and coma
• stage 2 (6-24 hours): Asymptomatic phase
• stage 3 (24-48 hours): Metabolic acidosis, jaundice, hypoglycemia, shock, coma with hepatic and renal failure.
• stage 4 (1-2 weeks): Late complications such as gastric stricture and pyloric stenosis.
Iron exerts its toxic effects by increasing capillary permeability, release of hydrogen ions,
inhibition of mitochondrial function, and direct corrosive action on the gastric mucosa. Ingestion of 2o to 3o grams is considered to be fatal and the fatal period is around 24-3o hours.
Desferrioxamine is the mainstay of treatment with supportive gastric lavage, administration of egg and milk to form iron-protein complexes, oral MgoH solution, and hemodialysis in severe cases.
postmortem changes in iron toxicity include:
• Hemorrhagic necrosis of gastric mucosa with perforation of gastric or jejunal wall
• Acute hepatic necrosis
• Degenerative renal tubular changes",,C,
Q2,Match the following weapons with their possible injury type,"a)A-4,B-3,C-1,D-2
b)A-1,B-3,C-4,D-2
c)A-1,B-2,C-4,D-3
d)A-4,B-1,C-3,D-2","For the above-given weapons, possible injury type is matched as under:
Mechanism of injury with the above weapons
Axe - it is a heavy weapon that may or may not be sharpened. Injury is produced by chopping   action of the weapon and it may be in a spectrum of an incised wound to laceration depending upon the sharpness of the blade.
RTA - rubbing of epidermis tangential to a rough or hard surface gives rise to graze abrasion also called brush burn. It can occur in an RTA after a pedestrian is being hit by a vehicle and the
victim is slid/grazed for some distance before he comes to a halt.
Blade - it gives rise to a clean-cut wound which is usually deepest at its starting. Tailing of the  wound indicates the direction of injury. Length is the biggest parameter of this type of wound.



Lathi- It is a blunt force injury giving rise to a patterned abrasion with 2 parallel lines and a
normal unbruised area on site of impact or stick/lathi. The lathi forces the blood from the site of impact to either side which gives rise to tramline appearance.

A. Ax e	4. Chop wounds
B. RT A	3. Graze abrasions
C. Bla de	1. Incised wound
D. Lat hi	2. Tram track bruis e


The above image shows a chop wound inflicted on scalp.




The above image shows a schematic illustrating heaping up of epidermis in a graze abrasion or brush burn


The above image shows production of a tramline bruise associated with a lathi strike",,A,2699-1644.PNG;2714-1652.PNG;2715-1654.PNG
Q3,Match the following postmortem findings and their time of appearance:,"a)A-3, B-2, C-1, D-4
b)A-3, B-1, C-2, D-4
c)A-4, B-2, C-1, D-3
d)A-1, B-2, C-3, D-4","The correct match is A-3, B-2, C-1, D-4.
Adipocere formation starts in 4-5 days.
Relaxation of urethral sphincter by 2-3 days.
Marbling of veins starts in 24 hours.
Liquefaction of tissues by 5-1o days.
In postmortem marbling, blood in the vessels is haemolysed to sulfmeth-hemoglobin, which stains the vessel walls and the adjacent tissues, giving rise to a marbled appearance. The marbling of the skin begins by about 24 hours and becomes prominent in 36–48 hours after death. The image
below shows postmortem marbling which is distinctly appreciable in the superficial veins of the abdomen, shoulders, chest, and inguinal region.





urethral sphincter relaxation is of two types;- primary and secondary. primary relaxation occurs before rigor mortis sets in. secondary relaxation occurs at the time of decomposition i.e. around  2-3 days.
Adipocere formation, also called corpse wax, grave wax, or mortuary wax is a late sign of death. A wax-like organic substance is formed by the anaerobic hydrolysis or hydrogenation of fat in
tissues by bacteria like clostridium welchii. It has a greyish-white appearance with a distinctive offensive or sweetish smell. In a country like India, adipocere formation begins within 4-5 days and takes several weeks to complete.
Liquefaction or colliquative changes begin 5 days after death and become prominent in 1o days. soft tissues change into semisolid masses which are black and get separated from bones and fall off.
Note: The first visible sign of putrefaction is greenish (due to sulfmeth-hemoglobin) discolouration of the anterior abdominal wall, usually in the right iliac fossa.",,A,2703-1648.PNG
Q4,which of the following is true about the the cause of the given finding?,"a)Lightning strike
b)Electrocution
c)Marbling
d)Trickling down of acid","The given finding is known as Lichtenberg's figures or filigree burns which are pathognomonic for lightning injury. It is a superficial, thin, tortuous, fern-like pattern of erythema in the skin. It
indicates the path taken by the electrical discharge and tends to follow skin creases and long axis of the body.
They are also known as arborescent burns or feathering as they have a resemblance to the
branches of a tree. Lichtenberg's figures occur due to the rupture of small vessels. They are usually seen over the shoulder or flank within an hour of injury and disappear in 1-2 days.
Medico-legal aspect: Its recognition may be lifesaving in the unaccompanied comatose patient and is important because even delayed resuscitation of lightning victims can be very successful.
Lesions seen in electrical burns or electrocution are:



• Joule burns: when the skin has been in firm contact with an electrical conductor, this may split
the layers of the epidermis or the epidermal-dermal junction and produce a raised blister, called Joule burns.
• spark lesion: when the contact is less firm, an air gap (albeit narrow) exists between skin and     conductor, the current jumps the gap as a spark. This causes the outer skin keratin to melt over a small area. on cooling, the keratin fuses into a hard brownish nodule, usually raised above the
surrounding surface, the so-called spark lesion. The heat generated by the current may melt the calcium phosphate, which is radiologically seen as typical round dense foci known as bone
pearls or wax drippings.
• crocodile skin effect is caused by high-tension current burns. In high-voltage burns, such as those sustained from high-tension grid transmission cables, where the voltage is in the
multi-kilovolt range, sparking may occur over many centimeters. This can cause multiple spark lesions giving rise to a crocodile-skin effect.
The image given below shows Joule burns


The image given below shows high voltage burns due to electrocution causing multiple spark lesions. Inset shows crocodile skin effect





Image below shows electrical marks


Marbling is a postmortem finding seen when blood in the vessels is haemolysed to
sulfmeth-hemoglobin, which stains the vessel walls and the adjacent tissues, giving rise to a marbled appearance.",2743-1661.PNG,A,2752-1663.PNG;2753-1665.PNG;2753-1664.PNG;2703-1648.PNG
Q5,"A 24-year-old man who was accused of murder was taken into police custody. As a part of the interrogation, the prisoner was kept in a prone position with both his wrists and ankles
bound behind his back and secured with a rope. what is this method known as?","a)choke/carotid hold
b)carotid sleeper hold
c)Hog tie
d)Bar arm","This type of physical restraint in which a person is placed in prone position with his wrists and
ankles bound behind his back and secured by a rope is known as hog-tying or total appendage
restraint procedure. This can cause breathing difficulty and the person can become unresponsive. Rarely, death may occur due to asphyxia, soon following the physical restraint.


carotid hold also known as choke hold or bar arm involves placing the forearm straight across the front of the neck. The free hand grips the wrist and pulls it back causing obstruction of the airway and carotids resulting in immediate unconsciousness. Fracture of the hyoid or larynx can occur
with greater force. pressure on the carotid bodies can cause sudden cardiac arrest.





In carotid sleeper hold, also known as lateral vascular neck restraint, the arm is placed about the  neck with the antecubital fossa centered at the midline of the neck. The free hand grips the wrist   and the arm is pulled backward, compressing carotid arteries and jugular veins but not vertebral  arteries or trachea. The person loses consciousness in 1o to 15 seconds and regains consciousness within 1o to 2o seconds upon releasing the pressure. Here, the neck structures are not damaged.  Death may rarely occur due to catecholamine release or hypoxia which can trigger myocardial
infarction or dysrhythmias in patients with ischemic heart disease.",,C,2754-1666.PNG;2755-1667.PNG;2755-1668.PNG
Q6,An 18-year-old female was sexually assaulted by a 2o-year-old male. There was presence of   white stains on the clothes of the victim. Barberio's test was performed on the stains. which of the following is detected by this test?,"a)spermine
b)Acid phosphatase
c)choline
d)Fructose","Barberio's test detects the presence of spermine which is present in prostatic secretions and thus helps in the identification of seminal fluid.



In Barberio's test, a saturated aqueous or alcoholic solution of picric acid is added to the    spermatic fluid. This produces yellow needle-shaped rhombic crystals of spermine picrate.
option B: Acid phosphatase test is a quantitative test for the presence of acid phosphatase
enzyme. High levels of acid phosphatase from prostatic secretions are present in seminal stains    (The normal vaginal secretions have low levels of acid phosphatase). positive reactions are found till 36 hours after which the enzyme levels fall and disappear within 72 hours. In the absence of   demonstrable sperms or aspermia, this test can be considered conclusive.
option C: Florence test detects choline which is secreted by seminal vesicles. The
suspected seminal stain is extracted with 1o% hydrochloric acid and a drop of it is placed over a  slide. A coverslip is placed over it and a drop of Florence solution (potassium iodide, iodine, and water) is made to run under the coverslip. If semen is present, dark brown rhombic or
needle-shaped crystals of choline iodide appear immediately. The test is not confirmatory for the presence of semen, however, a negative reaction rules out the presence of semen.
option D: Fructose acts as an energy source for sperm. Its presence in seminal fluid indicates a patent efferent ductal system, as fructose will be absent in its obstruction.
The absolute proof of semen is finding at least one unbroken spermatozoon or electrophoretic LDH isoenzyme detection of sperms.",,A,
Q7,Match the following with the respective ages of fusion:,"a)A-1, B-2, C-3, D-4
b)A-4, B-1, C-2, D-3
c)A-4, B-3, C-1, D-2
d)A-1, B-4, C-3, D-2","The correct match is A-4, B-1, C-2, D-3.
The respective ages of fusion are:
• The medial end of clavicle at 21-25 years
• sacrum as a single bone at 22-25 years
• Crista scapulae at 5o years
• Lambdoid suture at 45 years
The secondary ossification center at the medial end of the clavicle appears at 18-19 years of age
and fuses by 2o-22 years of age. This occurs 2 years earlier in females. Thus the complete fusion    of the medial end of clavicle can be used for establishment of age of 21 years in medicolegal cases.
The 5 sacral vertebrae are separated by cartilage till puberty. Fusion of epiphysis begins after
puberty and ossification start from below upwards. sacrum becomes a single bone by the age of
25 years.
ossification of scapulae:
• 3o-35 years: lipping starts on ventral margin of glenoid cavity
• 35-4o years: irregular lipping around the clavicular facet and inferior surface of acromion process.
• 45 years: localized bony atrophy
• 5o years: Cristae scapulae



Lambdoid suture starts closing endocranially at 25-35 years and completes fusion by 45-5o years. Endocranial fusion occurs before ectocranial fusion.
The sagittal suture is used for age determination even though age estimation by skull sutures is   not considered to be very reliable. The last skull suture to fuse is the squamous temporal suture, which fuses after 8o years of age.

Age	Age determination
<5 years	Appearance of ossification ce nters
5-16 years	Analysis of hand and wrist
>16 years(male)	complete fusion of distal radi us or ulna
>16 years(femal e)	complete fusion of distal uln a
>18 years(male)	complete fusion of distal fem ur or proximal tibia
>18 years(femal e)	complete fusion of iliac crest
>21 years	complete fusion of medial en d of clavicle",,B,
Q8,"A skull was recovered from a forest. According to inquest papers, a girl had gone missing 15 days back. The skull was sent to the forensic research lab. which of the following would
identify it as a female skull?","a)1 and 4 only
b)2, 3 and 4
c)1, 3 and 5
d)3, 4 and 5","Larger frontal and parietal eminences, smooth glabella, and narrow mastoid are features of a female skull.
Differentiating features between male and female skull:
Note: The features given above develop after puberty and are modified by senility, so are applicable only between the 2oth and the 55th year.

Trait	Male	Female
General size	Larger, longer (dolichocrania)	smaller, rounder (brachycran ia)
Architecture	Rugged	smooth
Glabella	Rough	smooth
supraorbital ridge s	prominent	Less prominent
cheek bones	Heavier, laterally arched	Lighter, compressed
zygomatic arch	More prominent	Less prominent
Mastoid process	prominent, wide and long	Less prominent, narrow and short




Trait	Male	Female
occipital region	Marked muscle markings	No marked muscle markings
Frontal eminences	small	Large
parietal eminence s	small	Large
orbits	squarewith round margins	Roundwith sharp margins
Mandible	Large, broad ramus	small, small ramus
chin shape	U-shaped	V-shaped",,C,
Q9,The dead body of a 2o-year-old man found in the sea was brought in for postmortem examination. which of the following findings would you see in seawater drowning?,"a)1 and 3
b)1 and 4
c)2, 3 and 5
d)2, 4 and 5","In cases of seawater drowning, hypernatremia and myocardial anoxia are seen. seawater
being hypertonic to plasma causes a shift of fluid from the blood to alveoli causing pulmonary  edema. There is a net decrease in blood volume causing hemoconcentration and a fall in blood pressure.
This hemoconcentration in seawater drowning causes increased viscosity of blood and myocardial anoxia leading to heart failure. Hyperkalemia is not seen in seawater drowning because RBcs get  shrunken in contrast to freshwater drowning.
Freshwater is hypotonic to plasma and is rapidly absorbed from the alveoli into the RBcs
resulting in hemodilution and hyponatremia. The RBcs finally swell up and lyse resulting in the release of intracellular potassium causing hyperkalemia. Increased intravascular blood volume    combined with hyperkalemia causes arrhythmia.
The table below summarises the cause of death in different types of drowning.

Type of drowning	cause of death
Freshwater drowningseawate r drowning	Disruption of surfactant
Dry drowning	Laryngeal spasm/Vagal inhibi tion
post immersion syndrome / secondary drowning	cerebral anoxiapneumoniap   ulmonary edemachemical pn eumonitisMetabolic acidosis",,B,
Q10,A pelvis is brought for forensic examination. which of the following characteristics will identify the given pelvis as a male?,"a)2,3,4,5
b)4,5,6
c)only 5
d)1 and 3","Among the given options, a large acetabulum (only 5) is the characteristic of a male pelvis.     Triangular obturator foramen, U-shaped pubic angle, everted ischial tuberosity, large greater sciatic notch, deep preauricular sulcus are characteristics of a female pelvis.
The differences between male and female pelvis are summarized in the table below.




characteristic	Male pelvis	Female pelvis
General Morphology	Massive,  rougher, marked m uscle attachments	Less massive, slender, smoot her
overall shape	Deep funnel	Flat bowl
preauricular sulcus	Narrow,shallow	Broad,deep
Acetabulum	Large, wider, deeper	small, narrower
Body of pubis	Narrow, triangular, thick	Broad, square
obturator foramen	Large,oval with base upward	small,triangularwith apex for wards
subpubic angle	V-shaped, narrow, (7oo)	U-shaped, rounded, wide, (9 oo)
Greater sciatic notch	smaller, narrower, deeper	Larger, wider, shallower
Ischial Tuberosity	Inverted	Everted, more widely separat ed
pelvic Brim	Heart-shaped	circular or elliptical
pelvic outlet	smaller	Larger
sacroiliac articulation	Large extends to 21/2to 3 vert ebrae	small, oblique, extends to 2 t
o 21/2vertebrae
sacroiliac joint surface	Largeand less sharply angula ted	L-shapedand elevated anterio rly
sacrum	Longer, narrower, with more  evenly distributed curvature,  promontory well marked. Bo  dy of first sacral vertebra larg er.	shorter, wider; upperhalf alm ost straight, curve forward in  the lower half, promontory l  ess marked. Body of first sacr al vertebra small",,C,
