NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Q1,which of the following vessels is involved in the condition affecting the region marked in red in the image shown below?,"a) superior cerebellar Artery
b) posterior Inferior cerebellar Artery
c) posterior superior cerebellar Artery
d) cerebral artery","The given image is suggestive of lateral medullary syndrome/wallenberg syndrome. This may result from a stroke affecting the posterior Inferior Cerebellar Artery.
The clinical findings correspond to the neuroanatomical structures affected in the lateral portion of the medulla:
• Descending tract and nucleus of CN V (trigeminal)- loss of pain and sensation over the ipsilateral half of the face.
• Inferior cerebellar peduncle – ipsilateral ataxia (gait and limb)
• Lateral spinothalamic tract – loss of pain and temperature sensation over the contralateral half of the body.
• IX and X CN - ipsilateral paralysis of palate, vocal cord, diminished gag reflex giving rise to dysphagia, dysarthria.
• Vestibular nucleus - Nystagmus, diplopia, vertigo, nausea
• Descending sympathetic tract – ipsilateral Horner’s syndrome (miosis, ptosis, and anhidrosis).",323-339.PNG,B,337-351.PNG
Q2,which of the statements given below regarding the muscle shown in the image are correct?,"a) 1, 2, 3
b) 1, 2, 4
c) only 1
d) 2, 3, 4","The muscles marked in the above image are rhomboids minor and major. These muscles cause retraction and elevation of the scapula and they rotate the scapula tilting the glenoid cavity inferiorly.
Rhomboids minor and major are innervated by the dorsal scapular nerve. They are supplied by the dorsal scapular artery or the deep branch of the transverse cervical artery.
Muscles involved in movements of the scapula are:
• protraction (forward movement): serratus anterior and pectoralis minor are prime movers.
• Retraction (backward movement): Middle trapezius and rhomboids.
• Elevation: Trapezius, Levator scapulae and rhomboids.
• Depression: usually gravity alone is sufficient for the depression of the scapula.",324-340.PNG,A,338-353.PNG
Q3,Match the following:,"a) 1-D, 2-C, 3-A, 4-B
b) 1-C, 2-A, 3-B, 4-D
c) 1-A, 2-B, 3-C, 4-D
d) 1-B, 2-A, 3-C, 4-D","The correct match is as follows:
1. Facial nerve - B. Taste from anterior two third of the tongue
2. spinal accessory nerve - A. shrugging of shoulder
3. Glossopharyngeal nerve - C. Taste from posterior one-third of the tongue
4. Mandibular nerve - D. Chewing
Chorda tympani nerve which is a branch of facial nerve carries taste from anterior 2/3rd of the tongue.
The trapezius is innervated by the spinal accessory nerve (CN XI).
The glossopharyngeal nerve carries taste sensation from the posterior 1/3rd of the tongue.
The mandibular nerve (v3) is responsible for chewing movements as it gives motor supply to muscles of mastication.",,D,
Q4,which of the following muscles are supplied by superior Gluteal Nerve?,"a) 1, 2, 4
b) 2, 3, 4
c) 1, 2, 3
d) 1, 3, 4","Gluteus Medius, Gluteus Minimus, and Tensor fascia lata are supplied by superior Gluteal Nerve. piriformis is supplied by the nerve to the piriformis.
The dorsal branches of the L4, L5, and s1 rami give rise to the superior gluteal nerve. It supplies gluteus medius, gluteus minimus, and tensor fasciae latae.
The dorsal divisions of the s1 and s2 rami give rise to the nerve to the piriformis.
Gluteus medius and gluteus minimus act as the abductors of the hip joint. stabilizing the pelvis on the femur during walking is done by these muscles.",,C,
Q5,A 25-year-old male presented with symptoms of inability to flex the distal interphalangeal joint of the 4th and 5th digits. He was also not able to hold a piece of paper between his fingers. what is the likely site of injury?,"a) A
b) B
c) C
d) D","The given clinical situation with a positive card test and an inability to flex the distal interphalangeal joint of the 4th and 5th digits, suggests an ulnar nerve injury. The most likely site of injury would thus be medial epicondyle: site C
Injury at the medial epicondyle damages the ulnar nerve, leading to paralysis of flexor carpi ulnaris (loss of ulnar deviation) and medial half of flexor digitorum profundus (loss of distal interphalangeal joint flexion). It leads to hypothenar paralysis (lead to atrophy) and sensory loss. The positive card test is due to the weakness of palmar interossei leading to loss of adduction.
other options:
• option A: Radial groove - Radial nerve
• option D: Neck of humerus - Axillary nerve
• option B: Lateral epicondyle – May lead to tardy ulnar nerve palsy after fracture but the incidence is less.",179-172.PNG,C,
Q6,which of the following muscles form the pelvic diaphragm?,"a) A, B
b) A, B, C, D
c) A, B, D
d) A,D","Iliococcygeus and pubococcygeus are parts of the pelvic diaphragm, which is also known as the levator ani.
The levator ani muscle is a complex unit that consists of 3 muscle components:
• pubococcygeus
• puborectalis
• Iliococcygeus
other options:
The obturator internus forms the lateral wall of the ischioanal fossa and is not a part of the levator ani.
The deep transverse perineal muscle is the content of the deep perineal space.",,A,
Q7,Anterior relations of the third part of the duodenum are all except:,"a) superior mesenteric vessels
b) LooPs of jejunum
c) Root of mesentery
d) Fundus and body of Gall bladder","Anterior relations of the third part of the duodenum include the superior mesenteric vessels, the Root of the mesentery, and Loops of the jejunum.
Relations of the 3rd part of duodenum:
• posterior relations: right ureter, right psoas major, right gonadal vessels, inferior vena cava and abdominal aorta.
• Anterior relations: Loops of jejunum, Root of mesentery and superior mesenteric vessels.
• superiorly related to head of the pancreas and Inferiorly to loops of jejunum.",,D,
Q8,Arrange the following afferent columns in the floor of the fourth ventricle from medial to lateral.,"a) 3, 1, 4, 2
b) 2, 4, 1, 3
c) 1, 2, 3, 4
d) 4, 3, 2, 1","From medial to lateral, the afferent columns in the floor of the fourth ventricle are general visceral, special visceral, general somatic, special somatic.
Embryologically, the continuous addition of neuroblasts to the mantle layer of the neural tube produces thickenings ventrally and dorsally - producing the basal and alar plates respectively.
Basal plate gives rise to motor nuclei.
Alar plate gives rise to sensory nuclei.",,B,344-354.PNG
Q9,Match the following muscles with their resPective actions at the shoulder joint.,"a) A-3, B-4, C-1, D-2
b) A-1, B-3, C-2, D-4
c) A-2, B-4, C-3, D-1
d) A-2, B-1, C-3, D-4","Muscles and Actions:
supraspinatus: steadies the head of the humerus, abduction of shoulder joint from o-15 degrees.
Deltoid: Abduction, anterior fibers - flexors and medial rotators, posterior fibers - extensors and lateral rotators.
Infraspinatus: Lateral rotator of the arm.
Teres minor: Lateral rotator of the arm.
Teres major: Adduction and medial rotation of the arm.
Latissimus Dorsi: Adduction, medial rotation, and extension of the arm.
The long head of the triceps: Extension of elbow joint.
pectoralis major: Adduction, medial rotation, and flexion of the arm.",,C,346-357.PNG
Q10,Given below is the image of a 33-hour chick embryo. which of the following is derived from the marked structure?,"a) kidney
b) Dorsal root ganglion
c) Ribs
d) parietal pleura","The structure marked in the given image is the para-axial mesoderm. The ribs are derived from the para-axial mesoderm.
During the third week of embryological development, the mesoderm on either side of the notochord can be seen to be organized into three layers:
1. para-axial mesoderm - This forms the somitomeres and somites, which have the following derivatives: Dermatome (dermis), Myotome (skeletal muscle), sclerotome (vertebral column and ribs).
2. Intermediate mesoderm - The urinary (option A) and genital systems are derived from the intermediate mesoderm.
3. Lateral plate mesoderm - This layer gives rise to pericardial, pleural (option C), and peritoneal cavities.
The neural crest cells also contribute to the formation of sensory ganglia (option B).",327-341.PNG,C,346-356.PNG
