NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 1,A person develops headache and breathlessness on a trekking expedition following rapid ascent to over 3ooo metres above the sea level. which of the following is not used in the treatment of this condition?,"a) IV digoxin
b) Descent to lower altitude
c) Administration of oxygen
d) Tablet acetazolamide","The symptoms of headache and breathlessness following rapid ascent indicate acute mountain/altitude sickness and IV digoxin is not used to treat this condition.
on ascent to high altitudes, the low partial pressure of oxygen leads to hypoxia and systemic arteriolar dilatation. Consequently, the capillary pressure rises with increased transudation of fluid into the brain tissue and the following symptoms are seen:
• Headache
• Irritation
• Insomnia
• Breathlessness
• Nausea and vomiting
Treatment involves administration of oxygen, descent to a lower altitude and administration of acetazolamide. Acetazolamide counteracts hypoxia by stimulating respiration and also reduces the formation of cerebrospinal fluid, thereby reducing intracranial tension.
portable hyperbaric chambers are increasingly being used in the treatment of high-altitude illnesses when rapid descent is not possible. These chambers are available in armed forces hospitals in high altitude areas",,A,
Question 2,V/Q 〓 infinity holds true in which of the following conditions?,"a) Foreign body obstruction in the bronchus
b) Equal to dead space
c) when o2 and Co2 ratio is equal
d) The Po2 of alveolar air is 159 mmHg and PCo2 is 4o mmHg","VA /Q= infinity means that there is no exchange of o2 & Co2, which means the volume of the lung equals to dead space and the physiological effort of breathing is wasted.
VA represents the ventilation in alveoli and Q represents the blood flow through the alveolus. The ratio of VA and Q explains the respiratory exchange when there is an imbalance between alveolar ventilation and alveolar blood flow. The ventilation-perfusion ratio is considered normal if there is an equal amount of blood flow & ventilation through the alveolus.
VA /Q ratio is infinity when:
• There is adequate ventilation but no perfusion.
• No exchange of gases ( o2 and Co2 )through the respiratory membranes of corresponding alveoli.
• The alveolar air equilibrates the humidified inspired air.
• partial pressures of the o2 and Co2 are 149 mmHg & o mm Hg respectively.",,B,
Question 3,Prolactin level is highest during :,"a) 24 hours after ovulation
b) 24 hours after delivery
c) REM Sleep
d) After running for 1 hour","Among the given options, the prolactin level is highest 24 hours after delivery.
The maximum level of prolactin is seen during pregnancy and in the immediate postpartum period. During pregnancy, the secretion is increased reaching a peak at the time of delivery. After delivery, the plasma concentration falls to nonpregnant levels in a few weeks. suckling produces surges of prolactin release.",,B,
Question 4,C wave of JVP represents:,"a) Tricuspid bulge into right atrium during isovolumetric ventricular contraction
b) Contraction of right atrium
c) passive filling of right atrium
d) passive emptying of right atrium","'c' wave in JVP represents tricuspid bulge into right atrium during isovolumetric ventricular contraction.
characteristics of JVP :
• a wave corresponds to atrial systole which causes regurgitation of some blood into the great veins.
• c wave occurs due to the increase in atrial pressure caused by bulging of the tricuspid valve into the right atrium during isovolumetric ventricular contraction.
• x descent occurs due to the fall in atrial pressure during ventricular systole due to pulling of valve leaflets.
• v wave is seen at the end of ventricular contraction and occurs due to the slow venous filling which causes an increase in atrial pressure.
• y descent occurs due to the passive emptying of the right atrium into the right ventricle.",,A,499-471.PNG
Question 5,The protein in the glomerular basement membrane responsible for charge-dependent filtration is?,"a) Fibronectin
b) Heparan sulfate
c) collagen Type IV
d) Entactin","The protein in the glomerular basement membrane responsible for charge-dependent filtration is heparan sulfate. It prevents filtration by repelling negatively charged proteins.
Collagen type IV, fibronectin, entactin are structural components of basement membrane.",,B,
Question 6,which of the following clotting factors would have decreased gamma carboxyglutamate residue in a patient on warfarin therapy?,"a) Factor 2
b) Factor 11
c) Tissue factor
d) Factor 5","Factor 2 would have decreased gamma carboxyglutamate residue in a patient on warfarin therapy.
Activation of coagulation factors II, VII, IX, X is done by carboxylation of their glutamate residues. This is done by the enzyme γ-glutamyl carboxylase with the reduced form of vitamin K as a co-factor.
This reduced form of vitamin K needs to be constantly recycled back from its oxidized form for the reaction to continue. This recycling is done by the enzyme vitamin K epoxide reductase. This enzyme is inhibited by warfarin.
Hence, warfarin indirectly inhibits the γ-carboxylation of vitamin K dependent clotting factors - Factors II, VII, IX, X by directly inhibiting vitamin K epoxide reductase. Thus leading to decreased gamma carboxyglutamate residue in these factors.",,A,524-480.PNG
Question 7,which of the following conditions would have the highest levels ofAcTH and cortisol?,"a) Early morning
b) Normal individuals with dexamethasone administration
c) Addison's disease
d) cushing's disease","Among the given conditions, the levels ofACTH and cortisol will be highest in Cushing's disease.
Cushing’s disease is caused by an ACTH secreting pituitary adenoma. The increased ACTH causes increased cortisol production.
Note: In normal physiologic state, ACTH levels are higher in the early morning but not as high as in Cushing's disease.",,D,525-481.PNG
Question 8,"Following complete ileal and partial jejunal resection, the patient is most likely to have","a) Folic acid deficiency
b) vitamin B12 deficiency
c) Gastric ulcer
d) constipation","After complete ileal and partial jejunal resection, the patient is likely to have vitamin B12 deficiency.
vitamin B12 is absorbed in the ileum. vitamin B12 binds to intrinsic factor, a protein secreted by the parietal cells of the stomach, and the complex is absorbed across the ileal mucosa. Hence after ileal resection, there is impaired absorption of vitamin B12.",,B,
Question 9,Respiratory distress syndrome is due to defective,"a) Type 1 pneumocytes
b) Type 2 pneumocytes
c) Alveolar capillary endothelial cells
d) Bronchial mucosal epithelial cells","Respiratory distress syndrome is due to defective type 2 pneumocytes which produce lung surfactants. The surfactants reduce the surface tension in the alveoli. A defect in type 2 pneumocytes or surfactant deficiency can lead to respiratory distress syndrome.
The primary alveoli develop and the production of the surfactant begins by week 2o-24. However, it does not reach the lungs until later. The surfactant appears in the amniotic fluid between 28 and 32 weeks of gestation. Mature levels of the pulmonary surfactant are present usually after 35 weeks of gestation.
Antenatal corticosteroids are given to increase production of surfactant.",,B,
Question 10,which of the following hormones use receptor tyrosine kinase signalling?,"a) Insulin
b) TSH
c) TRH
d) MSH","Insulin uses the receptor tyrosine kinase signalling to exert its functions.
other hormones acting in a similar fashion includes
• Growth hormone
• Growth factors like VEGF, pDGF, FGF, NGF
• prolactin
• Leptin",,A,
