NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 1,which of the following is not an adverse effect of salbutamol?,"a) Tachycardia
b) Tolerance
c) Hypokalemia
d) Hypoglycemia","salbutamol in large doses can result in hyperglycemia, not hypoglycemia.
option A: Tachycardia due to reflex sympathetic stimulation due to vasodilator action on β2 receptors and direct effect on cardiac β1 receptors (β2 selectivity is lost at high concentrations) option B: Tolerance occurs due to desensitization on long-term use
option C: Hypokalemia due to direct effect on skeletal muscle uptake of K+ ions",,D,
Question 2,propranolol is drug of choice for:,"a) ulcerated infantile hemangioma
b) Lymphangioma circumscriptum
c) capillary malformation
d) pyogenic granuloma","propranolol is the drug of choice in the management of infantile hemangioma complicated by ulceration or in symptomatic patients.
It acts by causing vasoconstriction, inducing apoptosis and inhibition of angiogenesis.",,A,
Question 3,cIostridium difficile associated diarrhea occurs maximally due to:,"a) Lincosamides
b) Tetracyclines
c) carbapenems
d) Macrolide","clostridium difficile-associated diarrhea is mostly due to lincosamides such as clindamycin
Antibiotic-associated colitis is caused by clostridium difficile infection due to the destruction of the normal gut microbial flora by the use of antibiotics. The antibiotics most frequently implicated include clindamycin, fluoroquinolones and broad-spectrum penicillins, and cephalosporins
clostridium difficile infection occurs frequently in hospitals and nursing homes where antimicrobial use is high and the environment is contaminated by c. difficile spores.
Although all antibiotics can cause the condition, the most commonly implicated are:
• clindamycin
• Third-generation cephalosporins (cefotaxime, ceftriaxone, cefuroxime, and ceftazidime)
• Fluoroquinolones (ciprofloxacin, levofloxacin, and moxifloxacin)
• Broad-spectrum penicillins",,A,
Question 4,A 53 year old man is found to have stage 2 hypertension without any co morbidities. which drug will you start?,"a) Furosemide
b) chlorthalidone
c) spironolactone
d) Triamterene","chlorthalidone is one of the first choice drugs in the treatment of hypertension without any comorbidities.
First-choice drugs used in the treatment of hypertension in patients without any comorbidities include:
• Thiazide diuretics: chlorthalidone is usually preferred to hydrochlorothiazide.
• calcium channel blockers: Extended-release, long-acting dihydropyridines are preferred.
• AcE inhibitors: captopril is preferred for the initiation of therapy. Enalapril and ramipril twice daily may also be used.
In the presence of any associated conditions or comorbidities, the first choice drugs for the treatment of hypertension would be as follows:
conditions associated with h ypertension: Diabetes, chronic kidney disease with proteinuria; Angina; Heart failure; Benign prostatic hyperplasia; Pregnancy; Atrial fibrillation
First choice drugs for hyperte nsion: Inhibitors of renin-angiotensi n system.; Beta-blockers or calcium cha nnel blockers; AcE inhibitors and alpha+be ta blockers such as carvedilol; α1Blockers; Labetalol; Diltiazem and verapamil",,B,
Question 5,which of the following is a schedule X drug?,"a) Halothane
b) Thalidomide
c) ketamine
d) colistin","ketamine is a schedule X drug.
According to The Drugs and cosmetics Act-1945,
schedule X drugs are those that have high abuse liability and are to be sold with a valid prescription only.
A prescription in duplicate, separate license requirement, meticulous storage, and dispensing records must be maintained by the chemist.
option B: Thalidomide is a schedule H drug.
option D: colistin is a schedule P drug.",,C,
Question 6,LMwH is given by which route?,"a) Intravenous
b) subcutaneous
c) Intramuscular
d) Intradermal","LMWH is given by the subcutaneous route.
Heparin, low molecular weight heparin (LMWH), and fondaparinux are not absorbed through GI mucosa and must be given parenterally.
LMWH and fondaparinux are given subcutaneously.
Heparin can be given through intravenous infusion and subcutaneous routes.",,B,
Question 7,"A patient presents to the emergency department with diarrhea, sweating, excessive lacrimation, and salivation. His pulse rate is 55/min and his plasma cholinesterase level was 5ou/mL. which of the following can be used to treat this patient?","a) Neostigmine
b) Atropine
c) Epinephrine
d) Benztropine","The clinical features are suggestive of organophosphate poisoning and IV atropine is the treatment of choice.
The organophosphates commonly used as pesticides are anticholinesterases. Toxicity occurs by excessive inhalation of vapors, ingestion, or percutaneous absorption. It inhibits the cholinesterase activity which results in an increase of acetylcholine, leading to cholinergic symptoms.
The predominant initial signs are of muscarinic excess which includes: (DUMBBELSS)
• Diarrhea
• Urination
• Miosis
• Bronchospasm
• Bradycardia
• Emesis
• Lacrimation
• Salivation
• Sweating
This may be followed by cognitive disturbances, convulsions, and neuromuscular blockade.
Treatment:
• Maintenance of vital signs particularly respiration
• Removal of clothing and washing of the skin
• IV atropine 2- 5 mg. If IV administration is not possible, then 2 mg IM every 5-1o minutes (till muscarinic symptoms disappear)
• pralidoxime, a cholinesterase reactivator can also be used for treatment",,B,
Question 8,what is pegloticase used for?,"a) chronic gout
b) Rheumatoid arthritis
c) psoriatric arthritis
d) paralytic ileus","pegloticase is used in the treatment of chronic gout.
pegloticase is a pegylated uricase (urate oxidase). It catalyzes the enzymatic oxidation of uric acid into allantoin, which is a more soluble and inactive metabolite.
It is used in the treatment of severe, refractory chronic gout or in cases where other urate-lowering therapies are contraindicated.",,A,
Question 9,which of the following GpcRs does not act via the K+ channel?,"a) Angiotensin 1 receptor
b) Muscarinic M2 receptor
c) Dopamine D2 receptor
d) serotonin 5 HT1 receptor","Angiotensin 1 receptor acts via ca2+ channels. It does not act through second messengers via the K+ channel.
G-protein coupled receptors activate inwardly rectifying potassium channels and increase the permeability of the potassium ions causing hyperpolarisation of the cell. They are called G protein-coupled inwardly-rectifying potassium channels (GIRKs). These receptors include:
• M2 muscarinic
• A1 adenosine
• α2 adrenergic
• D2 dopamine
• 5HT1 serotonin
• Somatostatin receptors.",,A,
Question 10,which of the following is not used in heart failure?,"a) Trimetazidine
b) sacubitril
c) Metoprolol
d) Nesiritide","Trimetazidine is not used in heart failure.
Trimetazidine is a newer antianginal drug that is a pFOX inhibitor which partially inhibits the fatty acid oxidation pathway in the myocardium. This decreases the oxygen requirement of the heart.
Nesiritide (natriuretic peptide), sacubitril (neprilysin inhibitor) and metoprolol (beta-blocker) are used in the treatment of heart failure.",,A,
