NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Q1,The movements at the ____________joint permit a person to look to the right and left.,"a) Atlanto-occipital
b) Atlanto-axial
c) C2-C3
d) C3-C4","The movements at the atlanto-axial joint allow a person to look left and right.
The atlanto-axial joints include 3 synovial joints:
• Median atlanto-axial joint- The central pivot joint between the dens of the axis and a ring formed by the anterior arch and transverse atlantal ligament
• Lateral atlanto-axial joints- plain synovial joints between lateral masses of atlas and upper facets of the body of axis
Movements at the atlanto-axial joint almost exclusively is rotation around the axis, which help side-to-side rotation of the head. The normal range of atlanto-axial rotation is about 4o°.",,B,147-143.PNG
Q2,All of the following are true about the right coronary artery except _____,"a) It's diameter is less than left coronary artery
b) It arises from the anterior aortic sinus
c) It gives rise to circumflex coronary branch
d) Right conal artery is it's first branch","The right coronary artery does not give rise to the circumflex coronary artery.
The right coronary artery arises from the anterior aortic sinus (right coronary sinus) of the ascending aorta. It passes anteriorly and descends vertically in the coronary sulcus between the right atrium and the right ventricle. on reaching the inferior margin, it turns posteriorly and continues in the sulcus onto the diaphragmatic surface and the base of the heart.
The diameter of the right coronary artery is less than that of the left coronary artery.
The right conal artery is, usually the first branch of the right coronary artery.
The circumflex coronary artery is a branch of the left coronary artery and is the exclusive supplier to the right bundle branch.",,C,92-88.PNG
Q3,what is the basis for the formation of omphalocele?,"a) Excessive length of the intestine
b) physiological hernia failing to go back
c) Herniation of liver
d) Herniation of umbilicus","omphalocele is protrusion of abdominal contents through the umbilical ring. It is due to failure of physiological hernia to reduce into the abdominal cavity, which results in non-closure of the umbilical ring. .
An omphalocele may contain stomach, liver, and intestines. And these contents are enclosed in a sac.
omphalocele is usually associated with other congenital anomalies (e.g., trisomy 13, trisomy 18, or Beckwith-wiedemann syndrome) and with increased levels of α-fetoprotein.
Note: In gastroschisis, there is an absence of a membranous sac and is paraumbilical.",,B,148-144.PNG
Q4,which fibre is marked by the arrow in the image given below?,"a) short association
b) Long association
c) projection
d) commissural","The marked structure is the internal capsule, which is a form of projection fiber.",140-137.PNG,C,149-146.PNG
Q5,which nerve passes through the foramen marked in the image below?,"a) Lingual nerve
b) Mandibular nerve
c) chorda tympani nerve
d) Inferior alveolar nerve","The marked structure is mandibular foramen and inferior alveolar nerve passes through it.
The inferior alveolar nerve (IAN), a branch of the mandibular nerve (CN V3), it descends behind the lateral pterygoid, at the lower border of the muscle, the nerve passes between the sphenomandibular ligament and the mandibular ramus and enters the mandibular canal via the mandibular foramen
The mandibular foramen is located above the mandibular angle, the opening through which the IAN and the vessels of the mandible pass.
The IAN continues its course through the mandibular canal and then branches off to supply the lower teeth, gums, and lower lip.",140-136.PNG,D,149-145.PNG
Q6,Boundaries of calot triangle are formed by all except:,"a) common hepatic duct
b) cystic duct
c) cystic artery
d) Gall bladder","The gall bladder does not form a boundary of the calot s triangle. calot's triangle is bounded by 3c's:
Medially: common hepatic duct
Inferiorly: cystic duct
superior: cystic artery",,D,
Q7,Area marked in the given image is supplied by dermatome number?,"a) T8
b) T9
c) T1o
d) T11","The marked dermatome which includes the umbilicus is supplied by T1o.
The dermatomal distribution of the abdominal region is as follows:
T7, T8, T9 - supplies skin from the xiphoid process to just above the umbilicus.
T1o - supplies skin around the umbilicus.
T11, T12 - supplies skin below the umbilicus upto the suprapubic region.
L1 - supplies skin around the genitalia and upper medial thigh.",141-138.PNG,C,150-147.PNG
Q8,The arrow in the image denotes which of the following muscles?,"a) Extensor carpi radialis longus
b) Brachioradialis
c) supinator
d) Flexor carpi radialis brevis","The arrow shows extensor carpi radialis longus.
It originates from the distal third of the lateral supracondylar ridge of the humerus and inserts at the second metacarpal (radial side). It is innervated by the radial nerve, c6, and c7.
The vascular supply is by radial recurrent artery and it is responsible for the extension and abduction of the wrist joint.",142-140.PNG,A,151-148.PNG
Q9,what is the nerve supply of the structure marked in the image below?,"a) posterior interosseus nerve
b) Median nerve
c) Anterior interosseus nerve
d) ulnar nerve","The marked structure is second lumbrical which is supplied by the median nerve.
The lateral two lumbricals are supplied by the median nerve and the medial two are supplied by the ulnar nerve. Function of these muscles is flexion at the metacarpophalangeal joints and extension at both the interphalangeal joints.",142-139.PNG,B,88-82.PNG
Q10,Nerve supply of the area marked by arrow in the image is:,"a) Radial nerve
b) posterior interosseus nerve
c) Median nerve
d) ulnar nerve",The area marked in the image is supplied by radial nerve.,143-141.PNG,A,
