NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Q1,A 6-month-old boy was brought to the casualty with seizures. The pediatrician tries to do CsF sampling. what are the structures punctured by the pediatrician while piercing through the marked structure?,"a) scalp, dura, arachnoid
b) scalp, epicranium, endocranium and dura
c) scalp, synchondral membrane, dura, arachnoid
d) pericranium, dura, arachnoid","The given image shows the skull of an infant and the arrow points towards the anterior fontanelle. The procedure of collecting CSF from the anterior fontanelle is called ventricular tapping. The various structures pierced are the scalp, dura, and arachnoid.
Fontanelle tap/ percutaneous ventricular puncture:
A fontanelle tap or percutaneous ventricular puncture is performed in infants without access to a Vp shunt, who require urgent ventricular decompression and have an open anterior fontanelle. The infants’ open fontanelle is directly punctured with a butterfly needle to enter the lateral ventricle to collect CSF samples or release the pressure or place a drain/catheter.
A 25-gauge butterfly needle is inserted through the anterolateral aspect of the anterior fontanelle (away from the midline, avoiding the superior sagittal sinus).
The scalp is a soft tissue that covers the calvaria of the skull. It consists of five layers (Mnemonic: SCALP). Below the scalp and the calvaria lie the meningeal layers, namely, pachymeninges [arachnoid + dura mater (P-AD)] and leptomeninges [arachnoid + pia mater (L-AP)]. one must reach the subarachnoid space below the arachnoid layer to collect or tap CSF. So, the layers pierced in the order are as follows:
• Skin
• Connective tissue (superficial fascia) with blood vessels and nerves
• Aponeurosis (galea aponeurotica) with occipitofrontalis muscle
• Loose areolar (subaponeurotic) tissue
• Pericranium
• Dura mater
• Arachnoid membrane",175-166.PNG,A,191-187.PNG
Q2,A 12-year-old presented with fever and difficulty swallowing. He had swelling in the marked region and was advised to undergo surgery. post-surgery the gauze continued to soak with blood. which of the following vessels must have been injured?,"a) Tonsillar branch of facial artery
b) Ascending pharyngeal artery
c) paratonsillar vein
d) Retromandibular vein","The given image is a cadaveric specimen with the arrow pointing towards, the tonsillar fossa, and the given clinical vignette is suggestive of tonsillitis. post tonsillectomy hemorrhage is commonly venous in origin, from the paratonsillar/ external palatine vein.
Torrential hemorrhage can be due to injury to an aberrantly large or aberrantly placed tonsillar arterial branch of the facial artery.
Blood supply of the tonsils:
Arterial supply:
• The tonsillar branch of the facial artery is the main supply.
• Ascending palatine branch of the facial artery.
• Ascending pharyngeal branch of the external carotid artery.
• Dorsal lingual branches of the lingual artery.
• Descending palatine branches of the maxillary artery.
venous supply:
• veins from the tonsils drain into paratonsillar vein which joins the common facial vein and pharyngeal venous plexus.
Types of Hemorrhage seen during/post tonsillectomy:
• primary hemorrhage: occurs during surgery due to injury to blood vessels.
• Reactionary hemorrhage: It occurs within 24 hours of surgery.
• secondary hemorrhage: It occurs between 24 hours to 1o days (most common between 5th to 8th postoperative days).",176-168.PNG,C,193-190.PNG
Q3,At which level does the nerve supply for the marked structure arise?,"a) Red nucleus
b) sub thalamic nuclei
c) Decussation of pyramidal tract
d) olivary nucleus","The muscle marked in the given CT image is that of the medial rectus. The medial rectus is supplied by the oculomotor nerve, the nucleus of which is situated at the level of the superior colliculus close to the red nucleus.
The nuclear complex from which the oculomotor nerve arises consists of:
• several groups of large motor neurons are collectively called the oculomotor nucleus.
• smaller preganglionic parasympathetic neurons called the Edinger–westphal preganglionic nucleus
Red Nucleus/ Nucleus Ruber: It is a rounded mass of grey matter located dorsomedial to the substantial nigra.
Clinical correlate: Injury to the red nucleus can cause Benedikt's syndrome characterized by ipsilateral oculomotor nerve palsy and contralateral tremors, chorea, and athetosis.",176-167.PNG,A,195-193.PNG
Q4,which of the following are branches of the anterior division of the internal iliac artery?,"a) 1, 2, 3, 5
b) 2, 3, 4, 6
c) 2, 3, 4, 5, 6
d) 1, 4, 5, 6","The branches from the anterior division include 2, 3, 4, 5, 6.
The internal iliac artery is the major artery of the pelvis. At the superior border of the greater sciatic foramen in the pelvis, it divides into anterior and posterior trunks.
Branches of the anterior trunk of the internal iliac artery:
• obturator artery
• superior vesical artery
• Inferior vesical artery
• Inferior gluteal artery
• Middle rectal artery
• vaginal artery (in females)
• uterine artery (in females)
• Internal pudendal artery
Branches of the posterior trunk of the internal iliac artery:
• Iliolumbar artery
• Lateral sacral arteries
• superior gluteal artery",,C,196-194.PNG
Q5,Fibers from the marked structure terminate at which of the following?,"a) Fastigial nucleus
b) Inferior olivary nucleus
c) Red nucleus
d) subthalamus","The peduncle highlighted in the image is the superior cerebellar peduncle. The superior cerebellar peduncle includes fibers from deep cerebellar nuclei that project to the brainstem, red nucleus, and thalamus. It also contains the ventral spinocerebellar tract fibers.
The superior cerebellar peduncle contains all the efferent fibers from the dentate, emboliform, and the globose nuclei, and a small fascicle from the fastigial nucleus. Its fibers decussate in the caudal mesencephalon and are destined to synapse in the contralateral red nucleus and thalamus.",177-169.PNG,C,197-195.PNG
Q6,A woman with right-sided loss of sensations of both the upper and lower limb complains of shooting pain from her fingers to the right shoulder and a burning sensation when touching cold water. Motor functions are normal. which of the following structures is likely to be involved?,"a) A
b) B
c) C
d) D","The given clinical stem of a hemi-sensory loss and severe excruciating pain of the affected areas is suggestive ofthalamic pain syndrome also known as Dejerine Roussy syndrome. Hence, thalamus marked as B is most likely to be involved.
occlusion of these thalamic and thalamogeniculate branches results in the thalamic pain syndrome. It is characterized by C/L hemisensory loss which starts as numbness and progresses to cause severe burning pain in the affected regions.
other markings:
A: Caudate nucleus
C: substantia nigra
D: pons",178-170.PNG,B,199-197.PNG
Q7,A 25-year-old male presented with symptoms of inability to flex the distal interphalangeal joint of the 4th and 5th digits. He was also not able to hold a piece of paper between his fingers. what is the likely site of injury?,"a) A
b) B
c) C
d) D","The given clinical situation with a positive card test and an inability to flex the distal interphalangeal joint of the 4th and 5th digits, suggests an ulnar nerve injury. The most likely site of injury would thus be medial epicondyle: site C.
Injury at the medial epicondyle damages the ulnar nerve, leading to paralysis of flexor carpi ulnaris (loss of ulnar deviation) and medial half of flexor digitorum profundus (loss of distal interphalangeal joint flexion). It leads to hypothenar paralysis (lead to atrophy) and sensory loss. The positive card test is due to the weakness of palmar interossei leading to loss of adduction.
other options:
• option A: Radial groove - Radial nerve
• option D: Neck of humerus - Axillary nerve
• option B: Lateral epicondyle – May lead to tardy ulnar nerve palsy after fracture but the incidence is less.",179-172.PNG,C,201-199.PNG
Q8,A young child with absent thymus is brought to the OPD with features of hypoparathyroidism and tetany. which of the following marked area in the picture is defective in this condition?,"a) 1
b) 2
c) 3
d) 4","The image shows pharyngeal pouches and based on the clinical history, the patient most likely has DiGeorge syndrome(thymic and parathyroid defects). It may be caused by defective development of the third and fourth pharyngeal pouch. In the given stem, it is clearly mentioned that the thymus is absent. Thus, the better of the two options is 3.
DiGeorge syndrome is a complex embryopathy that is caused by hemizygous interstitial deletion of chromosome 22, leading to multiple developmental defects, including conotruncal defects, hypoparathyroidism, and dysmorphic syndrome. (Mnemonic: CATCH-22)
In the diagram, I-IV are the branchial arches, 1-4 are pharyngeal pouches.
• 3 points towards third pharyngeal pouch which gives rise to inferior parathyroid gland and thymus.
• Fourth pharyngeal pouch, superior parathyroid gland, and ultimobranchial body.",179-171.PNG,C,202-200.PNG
Q9,"A Patient who has taken the first COVID vaccine comes for the second dose. An astute nurse noticed that the shoulder was flabby, flat, and was asymmetrical. There was an associated loss of contour of the shoulder joint. Injury to which of the structures might have resulted and was avoidable?","a) Rotator cuff
b) posterior circumflex artery
c) Lateral cutaneous nerve of arm
d) Axillary nerve","The given clinical vignette is suggestive of injury to axillary nerve which leads to deltoid muscle palsy.
The axillary nerve supplies the deltoid muscle. Iatrogenic injuries of the axillary nerve can occur due to incorrectly administered IM injection. This nerve is commonly injured during shoulder dislocation or fractures of the humeral neck.
Injury to the axillary nerve can lead to:
• weakness of abduction and lateral rotation of the arm
• Atrophy of the Deltoid muscle leading to the loss of muscle contours of the shoulder
• Loss of sensation in the Regimental badge area",180-173.PNG,D,203-201.PNG
Q10,The para-sagittal section of the abdomen is given below. what is the suPerior border of the marked structure?,"a) Caudate lobe of liver
b) Duodenum
c) Lesser omentum
d) Inferior vena cava","The structure marked in the given image is epiploic foramen. The superior border of the epiploic foramen (foramen of winslow) is formed by the caudate lobe of the liver.
Epiploic foramen is a vertical slit of about 3 cm behind the free right border of the lesser omentum. It connects the lesser sac to the greater sac.",181-175.PNG,A,205-204.PNG
Q11,Through which of the following marked sites does SARS-COVID 19 spread to the brain?,"a) D
b) C
c) B
d) A","The given image shows various skull foramina's. Infection through the cribriform plate and olfactory bulb (A) and dissemination through trans-synaptic transfer are some of the mechanisms proposed for the SARS-COV2 virus to reach the brain.
Encephalitis, demyelination, neuropathy, and stroke are the neurological sequelae to severe COVID-19 infection. The neurological invasion of the virus on the medullary cardiorespiratory center can lead to refractory respiratory failure in patients infected with COVID-19.",181-174.PNG,D,206-205.PNG
Q12,A boy with a history of a fall from a tree presents with a lurching gait and dragging of his feet. which of the following structures are involved?,"a) 1
b) 2
c) 3
d) 4","The structure involved in causing lurching gait in the child is gluteus medius (marked as 2).
The gluteus medius originates from the outer surface of the ilium between the anterior and posterior gluteal lines. It is supplied by the superior gluteal nerve.
when the gluteus medius and minimus are paralyzed, the pelvis sinks down on the unsupported (normal) side, when the patient tries to stand on the affected limb. This leads to a positive Trendelenburg's sign with a characteristic lurching gait - the patient lurches towards the affected side with contralateral pelvis drop.
other options
1 - Gluteus maximus
3 - piriformis
4 - sciatic nerve",182-176.PNG,B,207-207.PNG
Q13,A patient after a road traffic accident presents to the emergency room with difficulty in swallowing and slurred speech. Investigations reveal fractures in the occipitotemporal region. which of the following areas should be tested in order to find the nerve which is involved?,"a) 1
b) 2
c) 3
d) 4","The given clinical scenario is suggestive of the involvement of 9th and 1oth cranial nerves due to occipitotemporal fracture and they are examined by testing the uvula which is marked as 2 in the given image.
The jugular foramen is located between the lower border of the petrous part of the temporal bone and the condylar part of the occipital bone.
unilateral lesions of IX and X cranial nerves are commonly caused by skull-base fractures, strokes, or tumors.
Glossopharyngeal and vagus nerve examination include observing the position and symmetry of the palate and uvula (marked as 2 in the given image) at rest and with phonation (“aah”).",183-178.PNG,B,208-208.PNG
Q14,Fibers from the marked structure end in which of the following areas of the thalamus?,"a) posterior nucleus
b) Reticular nucleus
c) Anterior nucleus
d) ventral Lateral nucleus","The structure marked in the above image is mamillary body and the fibers from the mamillary body end in the anterior nucleus of the thalamus.
The mammillary bodies are two small hemispherical, pea-sized eminences, lying side by side, forming the floor of the third ventricle. The fibres from medial mammillary nucleus project to the anterior nucleus of the thalamus.
Major function:
• Regulation of alertness and attention
• Acquisition of memory",183-177.PNG,C,
Q15,The cell marked in the below slide is inhibitory to,"a) Deep nuclei of cerebellum
b) vestibular nuclei
c) Inferior olivary nucleus
d) Basal ganglia","The structure marked in the image is a flask-shaped neuron in the cerebellar cortex, which is a purkinje cell. It is inhibitory to deep cerebellar nuclei.
purkinje cells are the flask-shaped cells present in the purkinje cell layer of the cerebellum. The axon of each cell passes downwards, crosses the granular cell layer, and terminates on the deep cerebellar nuclei. They are inhibitory and use GABA as their neurotransmitter.
Axons of purkinje cells are the only efferents of the cerebellar cortex.",184-179.PNG,A,
Q16,The marked structure develops from which of the following structures?,"a) common cardinal vein
b) Anterior cardinal vein
c) supracardinal vein
d) subcardinal vein","The structure marked in the given image is the azygos vein, which develops from the supracardinal vein.
The azygos system of veins forms a connecting channel between the superior and inferior venae cavae.
Development: The azygos venous system arises from the supra cardinal veins embryologically. The right supra cardinal vein becomes the azygos vein, while the left supra cardinal vein becomes the hemiazygos vein.",185-180.PNG,C,210-209.PNG
