number,question,options,solution,image_q,answer_key,image_a
1,The extent of drug absorption is represented by:,"a) Tmax
b) Area under the curve
c) cmax
d) t1/2","The extent of drug absorption is represented by the area under the curve.
The rate and extent of absorption of a drug from dosage form administered by any route refer to the bioavailability of a drug. Bioavailability is determined by the concentration-time curve in blood or by its excretion in urine. The area under the blood concentration-time curve (AUC) is proportional to the dose and the extent of bioavailability of a drug.
Bioavailability is defined as the fraction of unchanged drug that reaches systemic circulation. It can be represented by the formula:
Bioavailability(F) = Quantity of drug reaching systemic circulation/ Quantity of drug administered. Bioavailability depends on two factors:
• Absorption
• 1st pass metabolism
The area under the plot of plasma concentration of a drug versus time after dosage is called the area under the curve or AUC. It can be used as a measure of the bioavailability of a drug and to calculate its clearance rate from the body.
The image given below shows the AUC (bioavailability) in a plasma concentration-time curve:
Bioavailability of drug injected intravenously is 1oo%, but it is lower after oral ingestion because of incomplete absorption and first-pass metabolism in the intestinal wall/liver.
The image below shows the difference between the bioavailability of drugs injected intravenously(iv) and orally(po). Note the area under the respective curves is shaded in red and blue colours which represent the absorption of the drug.",,B,1182-771.PNG;1182-770.PNG
2,which of the following statement is correct regarding the given graph?,"a) Drug 1 represents agonist and drug 2 represents inverse agonist
b) Drug 3 represents agonist and drug 4 represents inverse agonist
c) Drug 1 represents agonist and drug 4 represents inverse agonist
d) Drug 2 represents partial agonist and drug 3 represents inverse agonist","The correct statement is Drug 1 represents agonist and drug 4 represents inverse agonist.
Graph 1 represents the agonist: An agonist is an agent which initiates the normal physiological response when combined with a receptor.
Example: salbutamol is a beta-2 receptor agonist.
Graph 2 represents a partial agonist: An agent which produces a submaximal or partial effect when combined with a receptor.
Example: Buprenorphine and butorphanol are partial agonists at opioid receptors.
Graph 3 represents the antagonist: An agent which blocks or reduces the action of an agonist on a receptor, but does not have any effect of its own.
Example: Naltrexone and naloxone are antagonists at opioid receptors
Graph 4 represents an inverse agonist: An agent which activates a receptor to produce an effect in the opposite direction to that of the agonist.
Example: ß-carboline is an inverse agonist at benzodiazepine site of GABA-A receptor. The image given below shows action of various types of selective receptor modulators.",,C,1183-772.PNG
3,which among the following drugs is the new FDA approved immune check point inhibitor for carcinoma endometrium?,"a) Nivolumab
b) pembrolizumab
c) Trastuzumab
d) Ipilimumab","The new FDA-approved immune checkpoint inhibitor for carcinoma endometrium is pembrolizumab.
Pembrolizumab acts by inhibiting programmed death receptor - 1 (PD-1) and was used for the treatment of advanced melanoma. Now, the FDA has approved the use of pembrolizumab for any cancer with mismatch repair (MMR) deficiency or high microsatellite instability (MSI-H).
on March 21, 2022, the food and drug administration approved pembrolizumab, as a single agent, for patients with advanced endometrial carcinoma that is microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR), as determined by an FDA-approved test.
other options:
option A: Nivolumab is an immune checkpoint inhibitor that acts by inhibiting programmed death receptor - 1 (PD-1) and is used for the treatment of advanced melanoma and relapsed/refractory classical Hodgkin lymphoma.
option C: Trastuzumab is a monoclonal antibody that inhibits the HER2 receptor. It is used in the treatment of HER2-positive breast cancer.
option D: Ipilimumab is a monoclonal antibody that binds to cytotoxic T lymphocyte–associated Protein 4 (CTLA-4) and is approved for the treatment of late-stage melanoma.",,B,
4,which of the following is not an immune checkpoint inhibitor?,"a) Nivolumab
b) pembrolizumab
c) Atezolimumab
d) cetuximab","Cetuximab is not an immune checkpoint inhibitor. Cetuximab is a monoclonal antibody against epidermal growth factor receptor(EGFR). It is used for the treatment of colon cancer and head and neck squamous cell cancer.
other options.
option A: Nivolumab is an immune checkpoint inhibitor. It acts by inhibiting programmed death receptor - 1 (PD-1) and is used for the treatment of advanced melanoma and classical Hodgkin lymphoma.
option B: Pembrolizumab is an immune checkpoint inhibitor. It acts by inhibiting programmed death receptor - 1 (PD-1) and is used for the treatment of advanced melanoma. In 2021, approval was granted for the treatment of patients with endometrial carcinoma that progressed after systemic treatment, in combination with lenvatinib.
option C: Atezolimumab is an immune checkpoint inhibitor. It acts by inhibiting programmed death-ligand - 1 (PDL-1) and is used for the treatment of non-small cell lung cancer.
Important note:
The FDA on May 2021 approved the use of nivolumab in patients having completely resected esophageal or gastroesophageal junction cancers with residual pathologic disease who have received neoadjuvant chemoradiotherapy.",,D,
5,NApQI is the metabolite of which of the following drug toxicity?,"a) Aspirin
b) paracetamol
c) Diclofenac
d) ketorolac","N-acetyl-p-benzoquinone imine (NAPQI) is a metabolite of paracetamol drug toxicity.
Paracetamol is an analgesic and antipyretic with weak anti-inflammatory action. It is mainly metabolized in the liver by conjugation with glucuronic acid and sulfate and is excreted in the urine.
At toxic doses, the glucuronide and sulfate conjugation pathway becomes saturated. The metabolites of paracetamol get converted into NAPQI. NAPQI is highly reactive and causes enzymatic dysfunction in the liver. Normally, minor amounts of NAPQI produced in our body are rapidly eliminated by conjugation with reduced glutathione(GSH) and then excreted into the urine.
Therefore, paracetamol toxicity is treated with N-acetyl cysteine(NAC), which replenishes GSH. NAC thereby helps in the excretion of NAPQI from the body. N-acetyl cysteine is an anti-oxidant and functions by detoxifying NAPQI.
Paracetamol poisoning is the most common cause of liver failure necessitating transplantation.
The maximum dose of acetaminophen that can be given is 4 g/day.",,B,
6,"Identify the correct match, regarding the drug and its adverse effect.","a) Hydralazine - heart failure
b) Atenolol - hemolytic anemia
c) Aliskiren - hypokalemia
d) verapamil - constipation","The correct match is verapamil causes constipation.
verapamil is a calcium channel blocker used for the treatment of paroxysmal supraventricular tachycardia, atrial fibrillation, and atrial flutter. Bradycardia and constipation are the important side effects of verapamil.
other options:
option A: Hydralazine is a vasodilator used in the treatment of heart failure, and hypertensive emergencies, especially preeclampsia. The drug is used as a combination pill containing isosorbide dinitrate (BiDil) in the treatment of heart failure. The important side effect of hydralazine is drug-induced lupus.
option B: Atenolol is a cardioselective beta-1 blocker used in the treatment of angina and hypertension. Atenolol doesn't cause hemolytic anemia.
option C: Aliskiren is a direct renin inhibitor used as an alternative antihypertensive drug for those who do not respond or do not tolerate 1st line drugs. The side effect of aliskiren is hyperkalemia and not hypokalemia.",,D,
7,A lady who had undergone mastectomy for breast cancer is being treated with tamoxifen. How long should it be stopped for before she can conceive?,"a) 1 month
b) 3 months
c) No need to stop
d) Can be stopped and conceived soon after stopping","In a post-mastectomy patient undergoing therapy with tamoxifen, it should be stopped for 3 months before she can conceive.
Tamoxifen is a selective estrogen receptor modulator (SERM) and is used as a chemotherapeutic agent in receptor positive breast cancer patients to prevent recurrence after surgery. It is the drug of choice in pre-menopausal women. It has an agonistic action on the endometrium, leading to an increased risk of endometrial cancers (2 fold risk). Hence, it is not used in post-menopausal women.
It is contraindicated in pregnancy due to teratogenic effects such as craniofacial abnormalities and reproductive tract abnormalities. For the same reason, it has to be stopped for 3 months (due to long half-life) prior to conceiving. It is also stopped during lactation as it is secreted in breast milk. other complications of tamoxifen include deep vein thrombosis, pulmonary embolism, and hot flashes.
other breast cancer risk reduction techniques:
• Lifestyle modification: Low-calorie diet, daily exercise, no smoking, no drinking, etc.
• More frequent screening with mammogram +/- MRI
• Chemoprevention: Preferred in women >35 years of age in patients who are ER/PR positive.
Given for 5-1o years.
• SERMS (selective estrogen receptor modulators) - Tamoxifen and raloxifene. These have adverse effects.
• Aromatase Inhibitors (AIs): They are used only in post-menopausal women.
• Risk-reduction surgeries: preferred in patients with BRCA1/2 mutations or patients with first-degree relatives with breast cancers. provides >9o% risk-reduction. preferred in patients who have completed their family.
• Bilateral mastectomy
• Salpingo-oophorectomy: Best results when done < 4o years of age.",,B,
8,A young boy with a history of multiple blood transfusions presents with bone pain for the past 6 months. A peripheral smear showed sickle-shaped RBCs. which of the following drugs are not used in the treatment of his condition?,"a) Bebtelovimab
b) voxelotor
c) Hydroxyurea
d) L-glutamine","Bebtelovimab is not used in the treatment of sickle cell disease. The clinical features of multiple blood transfusions, bone pain, and sickle cells on peripheral smear are suggestive of sickle cell disease.
Bebtelovimab is the new monoclonal antibody used for the treatment of CoVID-19. It works by binding to the spike protein of the CoVID-19 virus. It has been found useful in reducing the risk of hospitalization or death. Bebtelovimab retains the activity against the omicron variant.
other options:
option B: Voxelotor is an inhibitor of hemoglobin S polymerase and stabilizer of sickle cell hemoglobin (HbS) that is used in the therapy of sickle cell disease.
option C: Hydroxyurea improves fetal haemoglobin (HbF) and is the primary drug for controlling HbS in sickle cell disease. Thus improving the oxygen-carrying capacity of the blood. Hydroxyurea also inhibits the enzyme ribonucleotide reductase (RNR), which is a rate-limiting step in the biosynthesis of DNA. This property of hydroxyurea is used in the treatment of various cancers, and myeloproliferative disorders like chronic myelogenous leukemia, and polycythemia.
option D: L-glutamine is a naturally occurring amino acid with antioxidant properties.
It increases the availability of reduced glutathione which may lessen oxidative damage in sickle red blood cells.",,A,
9,The half-life of letrozole is:,"a) 45 hours
b) 7o hours
c) 9o hours
d) 12o hours","The half-life of letrozole is 45 hours.
Letrozole is a reversible aromatase inhibitor. It is a non-steroidal compound that inhibits the aromatization of estrogen thereby causing estrogen depletion. Letrozole is rapidly absorbed with 99.9% oral bioavailability and has a t½ of around 41 hours.
Letrozole is used as the first-line drug for estrogen-positive breast cancer following mastectomy in post-menopausal women.
Adverse effects of letrozole are due to the depletion of estrogen. The commonly seen adverse effects are hot flashes, vaginal dryness, nausea, diarrhea, dyspepsia, accelerated bone loss, and thinning of hair.",,A,
10,Identify the false statement about eicosanoids.,"a) synthesized from arginine
b) synthesized from arachidonic acid
c) prostaglandins have 5 carbon ring
d) synthesized in platelets","A false statement about eicosanoids is they are synthesized from arginine. Eicosanoids are synthesized from arachidonic acid (option B)
Eicosanoids are the most universally distributed autocoids in the body. prostaglandins, thromboxanes, and leukotrienes comprise eicosanoids. Every cell is capable of synthesizing one or more eicosanoids. platelets primarily synthesize thromboxanes (option D).
Eicosanoids are synthesized from arachidonic acid. Arachidonic acid is derived from membrane phospholipids. The release of arachidonic acid (AA) from the membrane phospholipids is mainly mediated by phospholipase A.
AA is metabolized by cyclooxygenases to produce prostaglandins and lipoxygenases to produce leukotrienes and lipoxins.
Inhibitors of metabolism of arachidonic acid:
• corticosteroids cause inhibition of prostaglandin synthesis by inhibiting phospholipase A2.
• Non-steroidal anti-inflammatory (NSAIDs) drugs inhibit the synthesis of prostaglandins by inhibiting the enzyme cyclooxygenase.
• zileuton inhibits the enzyme lipoxygenase thereby decreasing the synthesis of leukotrienes.
chemically, all prostaglandins are considered to be derivatives of prostanoic acid, having a five-carbon ring (option c).
The image given below shows the synthesis of various eicosanoids from arachidonic acid:",,A,1187-773.PNG
