NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 1,which of the following is not a side effect of salbutamol?,"a) Hypoglycemia
b) Hypokalemia
c) Tremors
d) Tachycardia","Hypoglycemia is not a side effect of salbutamol. It causes hyperglycemia.
The side effects of salbutamol are due to the stimulation of extrapulmonary β2 receptors. They are more common after oral or intravenous administration. The side effects seen are:
• Muscle tremor
• Tachycardia
• Hypokalemia
• Restlessness
• Hypoxemia
• Increase in free fatty acid, insulin, glucose, pyruvate, and lactate",,A,
Question 2,which of the following drugs should be sold only on prescription from a registered medical practitioner?,"a) schedule M drugs
b) schedule H drugs
c) schedule J drugs
d) schedule X drugs","schedule H drugs should be sold only if the prescription is from a registered medical practitioner (RMP).
Important schedules under the “drugs and cosmetics act”:
• C and C1: Biological and special products
• F and F1: Bacterial vaccines
• G: Drugs that must be labelled with the word “caution” should not be taken without medical supervision
• J: List of diseases and ailments which a drug may not claim to prevent or cure
• M: Good Manufacturing Practices (GMP)
• P: Expiry period of drug formulations
• W: Drugs marketed under generic name only
• X: psychotropic drugs requiring a special license for manufacture and sale
• Y: Requirements and guidelines on clinical trials, import, and manufacture of new drugs.",,B,
Question 3,The loading dose of a drug is governed primarily by:,"a) clearance
b) volume of distribution
c) plasma half life
d) Bioavailability","The volume of distribution of the drug determines the loading dose of the drug.
Loading Dose 〓 vol. of distribution x Desired steady state plasma concentration.
when the time to reach a steady-state is long, as it is for drugs with long half-lives, it may be desirable to administer a loading dose that promptly raises the concentration of drug in plasma to the target concentration.
option A: Clearance is used to determine the maintenance dose.
Maintenance dose 〓 Clearance x Desired steady-state plasma concentration.
options C and D: plasma half-life primarily determines the frequency of dosing, while bioavailability determines the route of administration. Though bioavailability may affect the dose necessary, it will not be the primary factor considered during the calculation of the loading dose.",,B,
Question 4,Therapeutic index is used for assessing which of the following factors?,"a) safety
b) Efficacy
c) potency
d) Toxicity","Therapeutic index is used to assess the safety of the drug administered.
Therapeutic index 〓 TD5o/ED5o
• TD5o (Median toxic dose) 〓 Dose required to produce a toxic effect in 5o% of animals tested. • ED5o (Median effect dose) 〓 Dose required to produce a therapeutic effect in 5o% of the individuals.
option B: Efficacy is defined as the maximum effect produced by the drug. It expresses the effect produced by the receptors when bound by a certain drug.
option C: potency refers to the concentration (EC5o) or dose (ED5o) required to produce 5o% of maximum effect where EC5o is the concentration of agonist resulting in a half-maximal response.
option D: Median toxic dose is the dose required to produce a toxic effect in 5o% of animals tested. Lethal dose is the dose required to kill 5o% of animals tested.",,A,
Question 5,which of the following drugs causes flagellate pigmentation?,"a) Bleomycin
b) Doxorubicin
c) vincristine
d) Minocycline","Flagellate hyperpigmentation/flagellate erythema is a characteristic cutaneous reaction to treatment with bleomycin.
Clinical features include multiple linear streaks (erythematous or hyperpigmented) at sites of trauma and generalized pruritus.",,A,IMAGE A;1011-730.PNG
Question 6,which is the anticoagulant of choice for the management of cancer-associated thromboembolism?,"a) unfractionated Heparin
b) warfarin
c) Low molecular weight heparin
d) Dabigatran","The anticoagulant of choice for the management of cancer-associated thromboembolism is low-molecular-weight heparin (LMWH).
It is the preferred agent because of more bioavailability, lack of need for anticoagulant monitoring, and a long t1/2.
Venous thromboembolism (including deep vein thrombosis, pulmonary embolism, and splanchnic vein thrombosis), is a frequent complication of cancer and is the second-leading cause of death in cancer patients receiving chemotherapy.
Based on the results from the Comparison of Low-molecular-weight heparin vs. oral anticoagulants for long-term anticoagulation in cancer patients with venous Thromboembolism (CLoT) Trial, all recent guidelines now advise LMWH for cancer-associated thromboembolism. However, unfractionated heparin (UFH) can be used in patients with renal failure, and fondaparinux can be considered in patients with heparin-induced thrombocytopenia (HIT).",,C,
Question 7,which of the following new drugs has been approved for the treatment of amyotrophic lateral sclerosis?,"a) Edaravone
b) piracetam
c) Dabrafenib
d) Trametinib","Edaravone was approved by the FDA for the treatment of amyotrophic lateral sclerosis (ALS).
It has free radical scavenging properties that may reduce oxidative stress. The exact mechanism of action is unknown. It is to be administered as an IV infusion with an initial treatment cycle of daily dosing for 14 days, followed by a 14-day drug-free period. Subsequent treatment cycles consist of dosing on 1o of 14 days, followed by a 14 day drug-free period.
The major adverse effect of edaravone is hypersensitivity because the infusion contains sodium bisulfite. other adverse effects include bruising, gait disorder, and headache.
Tafinlar (dabrafenib) and Mekinist (trametinib), are both indicated as monotherapy in BRAF V6OOE/k (BRAF V6OOE mutation-positive) melanoma. They are approved for combined administration, for the treatment of anaplastic thyroid cancer (ATC) that cannot be removed by surgery or that has spread to other parts of the body (metastatic).
Piracetam is a nootropic agent (a drug that enhances cognitive function) that is used off-label to enhance memory. It is also used to treat myoclonus.",,A,
Question 8,what is the drug of choice for scrub typhus during pregnancy and otherwise respectively?,"a) chloramphenicol, doxycycline
b) Doxycycline, doxycycline
c) Doxycycline, azithromycin
d) Azithromycin, doxycycline","The drug of choice for a case of scrub typhus during pregnancy is azithromycin. For other patients the drug of choice is doxycycline.
An alternative treatment option in pregnant women and patients allergic to doxycycline is chloramphenicol.",,D,
Question 9,which of the following is an example of a GPCR?,"a) Muscarinic
b) Nicotinic
c) GABA-A
d) Insulin","Muscarinic receptors are G-protein-coupled receptors among the given options.
M1, M2, M3, M4, and M5 are the muscarinic Ach receptors.
• M1 and M3 act through Gq protein and activate IP3/DAG causing increased cytosolic calcium.
• M2 and M4 act through Gi protein and inhibit adenylyl cyclase causing increased potassium conductance.
Nicotinic receptors and GABA-A are examples of ion channel coupled receptors.
Insulin receptor is a tyrosine kinase receptor.",,A,1013-733.PNG;1013-732.PNG
Question 10,"The package description of a drug states that 5oomg of paracetamol is present in each unit of the tablet formulation, but in reality, each unit contains only 2oomg. what is the terminology used to refer to these kinds of drugs?","a) Misbranded drug
b) Adulterated drugs
c) spurious drugs
d) Counterfeit drugs","A drug stating that 5oomg of paracetamol is present in each tablet, but contains only 2oomg is a misbranded drug, according to the CDSCO (Central drugs standard control organization).
The drug and cosmetics act initially passed in 194o and amended in 2o16 provides a definition of misbranded, spurious, and adulterated drugs.
A drug is considered misbranded if it fulfills any of the following three conditions:
• If the appearance of the drug has been altered to conceal physical damage or make it appear of greater therapeutic value than it actually is (or)
• If it is not labeled in the prescribed manner (or)
• If the label or container of the drug makes a false or misleading claim about the drug. In this case, the packet states that there is 5oo mg of paracetamol present as opposed to the 2oo mg that is actually present.
A drug is considered spurious if it fulfills the following conditions:
• If the drug is imported under a name that belongs to another drug (or)
• If the drug is an imitation of another drug with the intent to deceive (or)
• If the label depicts a manufacturer that is either fictitious or a real company with no ties to the product (or)
• If it has been substituted wholly or in part by another drug or substance. A drug is considered adulterated if it fulfills the following conditions:
• If it consists wholly or in part of any filthy, putrid, poisonous, or decomposed substance (or)
• If it has been manufactured under unsanitary conditions (or)
• If it bears a coloring other than the one prescribed (or)
• If it has been mixed with any substance that may reduce its quality or strength.
*Note: The term counterfeit drugs is a broad term and is used by the WHO. This may also be conceived to include misbranded, spurious, or adulterated drugs. However, the term misbranded drugs would be a more appropriate answer here since it is likely that the reference used is from CDSCO.",,A,
Question 11,"A patient presented to the casualty with signs of dehydration due to severe vomiting. The intern gave the patient a parenteral medication, following which the patient developed grimacing and abnormal posturing. what could have been the inciting drug for this reaction?","a) Atropine
b) Ranitidine
c) Metoclopramide
d) Domperidone","The given clinical scenario describes the adverse effects characteristic of metoclopramide. The most common adverse effects of metoclopramide involve the central nervous system because it crosses the blood-brain barrier (BBB) and blocks the central D2 receptors.
The adverse effects include:
• Restlessness
• Drowsiness
• Insomnia
• Anxiety
• Agitation
• Extrapyramidal effects - acute reaction with high doses and long-term therapy. (due to central dopamine receptor blockade)
• Dystonias
• Akathisia
• parkinsonian features
• Tardive dyskinesia
Adverse events are more common among the elderly. Long-term use should be avoided unless absolutely necessary.",,C,
Question 12,Identify the wrongly matched pair of antifungals with its mechanism of action:,"a) ketoconazole : Lanosterol-14-demethylase inhibition
b) Flucytosine : Inhibits microtubule synthesis and thus hinders mitosis
c) Terbinafine : squalene epoxidase inhibition
d) Amphotericin B : sequesters ergosterol","Flucytosine acts by inhibition of fungal DNA synthesis.
It is a pyrimidine antimetabolite. After uptake into fungal cells, fungal cytosine deaminase activates it to 5-fluorouracil, which is an anticancer drug. This is further converted into metabolites that inhibit thymidylate synthase which is necessary for DNA synthesis. Thus fungal DNA synthesis is inhibited. Mammalian cells are spared as they lack cytosine deaminase enzyme. Flucytosine has clinically useful activity against (3c):
• cryptococcus
• candida species
• Agents causing chromoblastomycosis",,B,
