number,question,options,solution,image_q,answer_key,image_a
Q1,what is triage used for?,"a)To prepare for a disaster
b)To asess the impact of a disaster
c)To classify priority of treatment
d)To rehabilitate following a disaster","Triage is used to classify the priority of treatment.
Triage is carried out at the site of a disaster to determine the priority for immediate medical
attention, transportation, and hospital admission. This process involves the rapid classification of the injured based on the severity of their injuries and the likelihood of survival with timely
medical intervention.
Its objective is to provide maximum benefit to the largest number of injured individuals in a
disaster situation. victims whose prognosis would be favorable with simple medical care are given higher priority, while patients in critical condition, who may not benefit significantly from medical attention, are given lower priority. An internationally accepted four-colour coded is commonly
used, which includes:
• Red - High priority attention or tranfer
• yellow - Medium priority
• Green - Ambulatory patients
• Black - Dead or moribund patients



Assessment of impact, rehabilatation and preparedness following a disaster are included in other phases ofthe disaster management cycle (options A, B and D).",,C,4877-3036.PNG
Q2,Match the following,"a)1-C,2-D,3-B,4-A
b)1-A,2-D,3-B,4-C
c)1-C,2-D,3-A, 4-B
d)1-D,2-C,3-A,4-B","The correct option is 1-C,2-D,3-A, 4-B
• Hirschsprung's disease - Rectal biopsy
• Posterior urethral valve - Micturating cystourethrogram
• Choledochal cyst - MRCP
• Intussusception - CT scan
Hirschsprung's disease:
• Rectal biopsy is the gold standard investigation for the diagnosis of Hirschsprung’s disease. The affected part shows the absence of ganglion cells, hypertrophy of nerve trunks, and positive
immunostaining for acetylcholinesterase.
• water-soluble contrast enema: It shows the presence of a contracted aganglionic rectum, transition zone, and a dilated normally innervated colon.
• Anorectal manometry: It shows the failure of the relaxation of the internal anal sphincter.
surgical intervention is the only definitive treatment available, and includes the swenson, Duhamel, and soave procedures.
Contrast enema image in Hirschsprung's disease-





posterior urethral valve (puv):
• Diagnosis of this condition is commonly made during the antenatal period with an ultrasound,  which demonstrates bilateral hydronephrosis above a distended bladder. pulmonary hypoplasia  secondary to oligohydramnios may be detected in some complicated cases. In cases that are not   detected during the antenatal period, these children usually present with urinary infection in the neonatal period or with uremia and renal failure.
• The confirmatory investigation for puv is a micturating/voiding cystourethrogram. It demonstrates poor bladder emptying and dilated posterior urethra.
• It is treated by cystoscopic resection or ablation of the valve.
preoperative(a) and postoperative(b) micturating cystourethrogram images in a patient with puv is shown below. The dilated posterior urethra seen in the first image is resolved in the second
image after surgery.


choledochal cyst:



• MRI/MRCP is highly useful to access the biliary anatomy especially the relation between the lower end of the bile duct and the pancreatic duct.
• Ultrasound is helpful to identify the presence of an abnormal cyst.
• CT scan can be used to delineate the extent of intrahepatic or extrahepatic dilatation MRCP image showing multiple intrahepatic biliary duct cystic dilatations-


Intussusception:
CT scan is the investigation of choice. It may show the characteristic target sign. USG findings in intussusception include:
• Target sign (also known as the doughnut sign)
• Pseudokidney sign
• Crescent in a doughnut sign
Barium enema shows the characteristic coiled spring appearance.
USG image showing the target sign:",,C,4878-3037-1.png;4878-3037.PNG;4879-3038.PNG;4880-3039.PNG
Q3,"A mother notices a swelling in the abdomen of her 3-year-old child while bathing him. He had a history of hematuria two weeks back which resolved spontaneously. on examination, a
right-sided reniform ballotable mass was found. what all investigations will you do?","a)1 and 2
b)2 and 4
c)1, 2, and 3
d)1, 2, 3 and 4","The clinical features of hematuria and a ballotable renal mass in a 3-year-old child are suggestive of wilms tumor (Nephroblastoma). CECT abdomen is used to identify the extent of the tumor,     integrity of the other kidney, and metastasis. wilms tumor is metabolically active and can
concentrate fluorodeoxyglucose therefore PET/CT is also helpful to identify regional spread and metastatic lesions. A biopsy is discouraged as it may lead to disease upstaging. 24-hour urinary  vanillyl mandelic acid is measured to exclude neuroblastoma, which is an important differential diagnosis of wilms tumor.
wilms tumor is the most common primary malignant renal tumor in children, typically affecting children less than 5 years. After neuroblastoma, it is the second most common malignant
abdominal tumor in childhood. It most commonly presents as an asymptomatic abdominal mass. other findings include hypertension, abdominal pain, gross painless hematuria, and
constitutional symptoms such as fever and weight loss.
Imaging studies done to diagnose wilms tumor include plain radiography, USG, and CT of the
abdomen to demonstrate the renal mass. USG with doppler study of renal veins is useful in the
evaluation of collecting system and to look for tumor thrombi in renal veins and inferior vena
cava. A chest CT is done preoperatively to screen for pulmonary metastasis. A positron emission   tomography (PET) scan is useful in identifying regional spread and metastatic lesions. A biopsy is discouraged in this condition as it results in disease upstaging, and is considered only in cases of  unusual presentation or imaging.
Neuroblastoma is an important differential diagnosis to consider, as it can present similarly to     wilms tumor. It is usually seen in preschool-aged children and commonly presents as a palpable abdominal mass. The retroperitoneum is the most common site for this tumor. Therefore, it is
essential to test for elevated vanillyl mandelic acid (VMA) in the urine in this patient to rule out neuroblastoma.
Children's oncology group (previously known as National wilms Tumor study group) staging system for wilms tumor:



Treatment: surgery and chemotherapy, with or without radiotherapy, are the mainstays of
treatment.
• Radical nephrectomy is the standard surgical procedure done. Routine sampling of the para-aortic, hilar, and paracaval lymph nodes should be done.
• Nephron-sparing nephrectomy is done for children with bilateral disease or with a solitary kidney. Preoperative chemotherapy can be used in these cases to induce tumor shrinkage.
• The classical chemotherapy includes vincristine and dactinomycin with the addition of Adriamycin(Doxorubicin).

stage I	Tumour confined to the kidn  ey and completely resected w ith negative lymph nodes.
stage I I	Tumour extends beyond the   kidney but is completely rese cted with negative margins a  nd lymph nodes.
stage I II	Residual tumour present foll  owing surgery confined to th  e abdomen, including gross o r microscopic tumour.
stage I V	Hematogenous metastases (l   ung, liver, bone, brain, etc.) o r lymph node metastases out  side the abdominopelvic regi  on.
stage V	Metastasis to opposite kidney (bilateralrenal involvement).",,C,
Q4,"A 26-year-old male presented with a large, round, firm, painless, right-sided testicular
swelling associated with a dragging sensation. The left testis was normal. AFP was around 3ooou. what is the next best step in the management?","a)FNAC
b)Scrotal trucut biopsy
c)High inguinal orchidectomy
d)Repeat tumor markers","The clinical features of a male patient presenting with a large, round, firm, and painless testicular mass with elevated AFP levels are suggestive of a non-seminomatous germ cell tumor (NsGCT).    Among the given options, a high inguinal orchidectomy would be the next best step in the
management.
An ultrasound scan (UsG) of the testis is mandatory to confirm the diagnosis of a testicular tumor and assess the contralateral testis. since UsG is not given as an option, the next best step in this    scenario would be a high inguinal orchidectomy. FNAC and trucut biopsy are contraindicated due  to risk of seeding of the scrotrum and upstaging of the cancer.
Radical inguinal orchiectomy is the gold standard treatment for excision of the primary tumor. sperm cryopreservation should be offered before surgery.
After removal of the affected testis, a metastatic workup is done with CT of the chest, abdomen, and pelvis to stage the disease as follows:
• stage I: Localized tumor with no lymph node involvement or distant metastasis



• Stage II: Regional lymph node metastasis
• Stage III: Distant metastasis or nodal metastasis with elevated tumor markers
Further management is based on staging with treatment options including active surveillance,   combination chemotherapy with bleomycin-etoposide-cisplatin and retroperitoneal lymph node dissection.",,C,
Q5,"A woman who had undergone cholecystectomy presented three days after the surgery with
abdominal pain and tachycardia. wBC count is 11ooo cells/mm3. USG showed fluid collection 5x5 cm in right sub-hepatic space. what is the next step in management?","a)Antibiotics and send home
b)USG guided pigtail catheter drainage
c)Laparoscopy and re-exploration
d)ERCP and T-tube placement","This clinical scenario involves a patient presenting with abdominal pain and tachycardia in the
post-operative period  following cholecystectomy. An ultrasound scan (USG) reveals a fluid
collection in the right sub-hepatic space, strongly suggesting a bile duct injury following
cholecystectomy. As the patient presents more than 48 hours after the surgery, the next best step in managament would be to drain the fluid collection using a USG-guided pigtail catheter.
More than 8o% of bile duct injuries occur during cholecystectomy. A bile duct injury can result in either bile leakage or stricture. patients with bile leakage may present with fever, increasing
abdominal pain, jaundice or bile leakage from an incision.


Management strategy:
• Imaging: Ultrasonography to assess for a fluid collection and to evaluate the biliary tree
• Control of infection, limiting inflammation
• percutaneous drainage of periportal fluid collections
• parenteral antibiotics
• Clear and thorough delineation of entire biliary anatomy
• Endoscopic retrograde cholangiopancreatography (ERCp), especially if cystic-duct stump leak is suspected. It is both diagnostic and therapeutic.
• Magnetic resonance cholangiopancreatography (MRCp)



• HIDA scanning is also helpful to identify and quantitate bile leaks.
• Definitive surgical correction
• Roux-en-y choledochojejunostomy can be done for benign strictures or duct transections.
• Balloon dilatation with placement of a stent can be done for strictures of recent onset.",,B,4882-3040.PNG;4883-3042.PNG
Q6,The instrument shown in the image is used to insufflate the abdomen for laparoscopic surgery. what is its name?,"a)veress needle
b)Lind's needle
c)Jacob needle
d)Mathew needle","The instrument shown in the image is the veress needle which is used to insufflate the abdomen for laparoscopic surgery.
The image below shows the veress needle:


There are two methods for establishing abdominal access during laparoscopic surgeries:



• Direct puncture using a veress needle
• Direct peritoneal access (Hasson's technique) Direct puncture laparoscopy:
In this procedure, first, the abdominal wall is grasped with towel clips or fingers to elevate it away from the underlying structures. Then, a small incision is made in the umbilicus, and insufflation is performed using a veress needle. when introducing the veress needle, two distinct pops can be
felt as the needle pierces the abdominal wall fascia first and then the peritoneum. The umbilicus is the preferred location for introducing a veress needle because the abdominal wall is thinner at
this site.


Laparoscopic surgeries can be performed under general anesthesia or local anesthesia; although, general anesthesia is preferred. carbon dioxide gas is usually used for insufflation, and the
maximum pressure is typically in the range of 14-15 mm Hg. However, if the procedure is done under local anesthesia, nitrous oxide is used. Insufflation with nitrous oxide is stopped at a
pressure of 1o mmHg or when 2L of gas has been insufflated.
Direct peritoneal access technique (Hasson technique): The surgeon makes a small umbilical    incision and gains access to the peritoneal cavity under direct vision by dissecting through the abdominal fascia and peritoneum. It is preferred in patients who have undergone previous
abdominal operations where the small bowel may be adherent to the undersurface of the abdominal wound.",4866-3031.PNG,A,4883-3041.PNG;4884-3043.PNG
Q7,"A 2o-year-old was brought to the ER after falling off his bicycle. His vitals were stable, but he had a bruise over the perineum and he had not passed urine yet. Blood was seen at the
meatus and the bladder was not palpable. How do you manage him?","a)wait and send him home
b)Immediate insertion of foleys catheter
c)Suprapubic aspiration of urine
d)wait for bladder to fill and urge to urinate","The clinical features of a perineal bruise and blood at the urethral meatus following a fall from a bicycle are suggestive of a bulbar urethral injury. In this case, since the bladder is not palpable,   the best option would be to wait for the bladder to fill and for the urge to urinate to occur. once  the bladder is full, the urine should be drained using a suprapubic catheter.
The image given below shows the various parts of the urethra:





urethral injuries can be classified into:
A retrograde urethrogram with water-soluble contrast is used for confirmation of the diagnosis.

Type	proximal urethral injury	Distal urethral injury
site of injury	prostatic urethraMembranou s urethra	Bulbar urethrapenile urethra
Mechanism	secondary topelvic fracture	occurs due to a blow to the p erineum by:straddle injuryLo ose manhole coveringGymna  sium accidents
clinical features	urinary retentionBlood at th   e urethral meatusHigh-riding prostate on digital rectal exa  mination (vermooten sign)D   eep perineal hematomaInjury to themembranous urethrale   ads to accumulation of urine   in thedeep perineal pouch.	urinary retentionBlood at th    e urethral meatusperineal he    matoma (Butterfly hematoma)",,D,4885-3044.PNG;4886-3045.PNG
Q8,"A patient who was admitted after a road traffic accident is put on mechanical ventilation. He opens his eyes on verbal command and moves all four limbs spontaneously. Calculate his
GCS.","a)Eyes-2, verbal-1, Motor-5
b)Eyes-2, verbal-NT, Motor-5
c)Eyes-3, verbal-1, Motor-6
d)Eyes-3, verbal-NT, Motor-6","The patients GCS is Eyes-3, Verbal-NT, Motor-6.
It is calculated as follows:
• Eye opening: opening to verbal command - 3
• Verbal response: In the case of endotracheal intubation, the verbal response score is noted as NT (non-testable)
• Motor respone: Movement of all 4 limbs spontaneously - 6
Total GCS score is not recorded since one of the components is non-testable.",,D,
Q9,what is the gauge size of the cannula used here?,"a)14
b)16
c)18
d)2o",The green IV cannula shown in the image corresponds to a gauge size of 18G.,4868-3032.PNG,C,
Q10,"A 55-year-old female patient presented with a 4x3 cm lump in the right upper outer quadrant, with no axillary lymph node involvement. Mammography revealed BIRADS 4b staging. She
underwent breast conservation surgery, and the final HPE report showed high nuclear grade DCIS with necrosis and 1o mm margin clearance. what is the further management?","a)Adjuvant radiotherapy
b)Adjuvant chemotherapy
c)Follow up 6 monthly for 2 years and then yearly follow up
d)Trastuzumab therapy","The next step in the management in this patient with ductal carcinoma in situ (DCIS) would be adjuvant radiotherapy, according to the University of Southern California/Van Nuys Prognostic Index (USC/VNPI).
The USC/VNPI  is a scoring system that evaluates the following four factors to predict recurrence in patients with DCIS who are undergoing conservative treatment:
• Tumor size



• Margin width
• Pathological classification (based on nuclear grade, and presence or absence of comedonecrosis)
• Age
This index also provides recommendations for managing patients based on the calculated score. scoring system for UsC/VNPI:
The current recommendations for the management of DCIs according to this index are:
• Excision alone for scores 4,5, and 6
• Excision plus radiotherapy for scores 7,8, and 9
• Mastectomy for scores 1o,11, and 12 In this case,
• Tumor size of 4cm (4omm) - score 2
• 1o mm margin clearance - score 1
• High nuclear grade with necrosis - score 3
• Age of 55 years - score 2
The total score is 8; hence radiotherapy is indicated after breast conservation surgery.

Paramet ers	score 1	score 2	score 3
size(m m)	≤15	16-4o	≥41
Margin( mm)	≥1o	1 - 9	<1
Class	Grade 1 or 2 without necrosis	Grade 1 or 2 with necrosis	Grade 3 with or without necr osis
Age(yea rs	>6o	4o-6o	<4o",,A,
