NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Question 1,which is the correct sequence of steps in the isolation of desirable protein using recombinant DNA technology?,"a) 2, 1, 3, 5, 4
b) 1, 2, 4, 3, 5
c) 1, 5, 2, 4, 3
d) 2, 4, 5, 3, 1","The correct sequence of isolation of desirable protein in recombinant DNA technology is 2, 1, 3, 5, 4.
I) Incorporation of genes into bacteria: The gene needed to produce the desired proteins is to be incorporated into the bacteria. This is done using cloning vectors like bacterial plasmids, phages, or cosmids. The DNA of interest is ligated into the vector DNA and is called recombinant DNA. This vector is then inserted into a competent host cell (eg: E.coli bacteria) where it is replicated.
II) Expression of protein and lysis of bacterial cell: After incorporation of recombinant DNA, bacteria express the inserted gene and produce the desired protein on a large scale along with other indigenous bacterial proteins. To release these proteins bacterial cell is lysed.
III) SDS-PAGE (sodium dodecyl sulfate-polyacrylamide gel electrophoresis): It is the most widely used method for determining the purity of a protein. After the proteins are released, to separate the desirable protein, we subject it to SDS-PAGE. It separates proteins based on molecular weight.
IV) Hybridization and blotting: It is done to confirm that the isolated protein is the desired protein. It is done using western blotting techniques on nitrocellulose paper.
V) Protein elution - extraction of the produced protein.
The practical applications of recombinant DNA technology include:
• Gene mapping using techniques such as fluorescence in situ hybridization (FISH).
• Producing proteins such as:
• Interferons, tPA (tissue plasminogen activator)
• Insulin, growth hormone
• Hepatitis B vaccine
• Molecular analysis of disease, to detect gene variations and mutations.
• Restriction Fragment Length polymorphism (RFLP) and single nucleotide polymorphism (SNP)
• Microsatellite DNA polymorphisms
• Gene therapy and bone marrow transplantation",,A,
Question 2,which of the following techniques is used to detect DNA-protein interaction?,"a) DNA footprinting
b) DNA fingerprinting
c) ELISA
d) Northern blotting","The technique used to detect DNA-protein interaction is DNA footprinting.
The parts of DNA that are protein-bound (Eg: RNA polymerase bound to the promoter region of DNA) are resistant to digestion by nuclease enzymes. Since the nucleases are unable to cleave the protein-bound regions of DNA, when the cleaved DNA fragments are run on polyacrylamide gel electrophoresis, there are missing bands indicating, protected sites of protein-bound DNA.
These missing areas represent the footprint of the protected DNA-protein complexes. Hence DNA footprinting technique helps to identify the specific binding site of protein on a DNA sequence.
The image below illustrates the DNA footprinting technique.
other options:
option B: DNA fingerprinting uses RFLPs (restriction fragment length polymorphism) or repeat sequence DNA to identify a person's unique pattern of DNA. Polymorphisms are inherited differences found among individuals. with this technique, individuals can be differentiated by variations in their DNA sequence, using restriction endonucleases followed by gel electrophoresis, to visualize RFLPs. DNA fingerprinting is used for forensic analysis of crime scenes, and for paternity testing.
option C: ELISA uses antibodies linked to certain enzymes to detect certain antigens present in the sample.
option D: Northern blotting technique can be used to detect RNA. Here, the mixture of mRNA molecules is separated by electrophoresis and then transferred to a nitrocellulose membrane and hybridized with radiolabeled probes.",,A,nan;855-675.PNG
Question 3,A patient was diagnosed with Ewing sarcoma with EwSR1 gene mutation. The technique shown in the image was performed to confirm the diagnosis. Identify the technique shown in the image.,"a) Fluorescent in situ hybridisation
b) karyotyping
c) Immunohistochemistry
d) sanger's technique","The technique shown in the image is FISH demonstrating a positive EWSR1 gene rearrangement, characteristic of Ewing sarcoma. The fused region denoted by Yellow corresponds to a normal intact gene, while a split signal pattern showing separate red and green signals is indicative of EWSR1 gene rearrangement.
Fluorescent In Situ Hybridisation (FISH) is a simple technique for the detection of specific genetic information on morphologically intact tissue using fluorescent probes. FISH can be performed on prenatal samples, peripheral blood cells, touch preparations from cancer biopsies, and even fixed archival tissue sections. It is used to detect
• numeric abnormalities of chromosomes (aneuploidy)
• subtle microdeletions and rearrangements.
• complex translocations that are not demonstrable by routine karyotyping
• gene amplification (e.g., HER2 in breast cancer or NMYC amplification in neuroblastomas)
other options:
option B: karyotyping is the process by which chromosomes are isolated, stained, and examined to find chromosomal anomalies. It is used in prenatal diagnosis, investigation of repeat pregnancy loss, investigation of children and adults suspected of having a chromosomal disorder, and subtyping of lymphomas and leukemias for the purpose of exact diagnosis, giving a prognosis, and treatment.
option C: IHC (Immunohistochemistry) is a staining method for histopathological specimens. It helps in the diagnosis and classification of tumors based on their distinct protein expression patterns. Eg: The expression of estrogen receptor (ER), progesterone receptor (PR), and HER2/neu in breast cancer cells is mainly assessed by immunohistochemistry.
option D: Sanger's technique: This was the first technique used to determine the sequence of proteins. The first protein to be sequenced by this method was insulin. Sanger’s reagent is 1- Flouro 2,4 Dinitro benzene. only dipeptides and tripeptides can be sequenced by this method.",846-671.PNG,A,
Question 4,"In a patient with maple syrup urine disease, all of the following amino acids should be restricted in diet except?","a) Methionine
b) valine
c) Leucine
d) Isoleucine","In maple syrup urine disease (MSUD), only branched-chain amino acids are restricted, hence, methionine does not need any restriction in diet.
Branched-chain amino acids are:
• Leucine (L)
• Isoleucine (I)
• valine (v)
MSUD is an autosomal recessive disorder in which there is a partial or complete deficiency of branched-chain ketoacid dehydrogenase complex (BCKD). This impairs the metabolism of branched-chain amino acids. These amino acids, particularly leucine and their metabolite accumulate in the blood, causing toxic effects on the brain. Features include feeding problems, vomiting, ketosis, and a characteristic burnt sugar odor /maple syrup-like odor found in urine, sweat, and cerumen.
Laboratory investigations will show increased levels of branched-chain amino acids in the plasma and urine. Leucine levels are usually higher than isoleucine, and valine.
Treatment involves restricted intake of branched-chain amino acids using commercially available formulas and judicious supplementation of isoleucine and valine. very high levels of leucine are removed by hemodialysis.",,A,nan;857-676.PNG
Question 5,which of the following statements about the human genome project is false?,"a) Total 2o,5oo genes were identified
b) The project spanned over 13 years
c) It required international collaboration
d) Next generation sequencing was used","The human genome project did not use next-generation sequencing.
The Human Genome Project (HGP) was an international, collaborative research program, which involved agencies such as UNESCO, HUGO, the National Institute of Health/Department of Energy (USA), the Medical Research Council (UK), Genethon (France), and the European Union. The primary goal of the Human Genome Project was to determine the sequence of all nucleotide base pairs, that make up human DNA and to create a single linear map of all genes from the human genome. The project was active from 1990 to 2003, taking around 13 years to complete. A total of 20500 genes were identified and mapped. Scientists used various methods of first-generation sequencing technologies including sanger's technique, SGS technique, etc. The HGP has produced a curated and accurate reference sequence for the majority of human chromosomes. The reference sequence has provided the foundation for the use of second-generation sequencing technologies such as array techniques.
Next-generation sequencing (NGS) is a new technology used for sequencing DNA and RNA and mutation detection. NGS can sequence the genome faster and in a shorter period of time than first-generation sequencing technologies. NGS allows for the detection of a spectrum of mutations, including single nucleotide substitutions, small insertions and deletions, large genomic duplications and deletions, and rare variations. Next-generation DNA sequencing technologies include
• Illumina sequencing
• Roche 454 sequencing
• Ion torrent: Proton/PGM sequencing
• SOLID sequencing.",,D,
Question 6,Banding technique used for dicentric chromosomes is:,"a) G banding
b) C banding
c) NOR
d) R banding","The banding technique used for dicentric chromosomes is c banding.
Heterochromatin includes non-coding regions of DNA, such as centromeric regions. The staining of these constitutive heterochromatins, is done by c-banding using silver salt staining. A dicentric chromosome having two centromeres can hence be identified by c banding.
Various techniques are used in karyotyping to study chromosomes. Staining with various compounds produces various results and helps us to understand the chromosomes better.
common techniques used are:
• Q banding - Fluorescence staining with quinacrine mustard.
• G banding - Giemsa staining after partial denaturation of chromatin. It is the most common technique used in cytogenetics to produce a visible karyotype by staining condensed chromosomes.
• R banding - Reverse Giemsa staining. In this, the light and dark areas are reversed.
• c banding - staining of heterochromatin with silver salts.
• T banding - staining the telomeres of chromosomes.",,B,
Question 7,Affinity maturation of antibodies is because of?,"a) somatic hyPermutation
b) Differential mRNA Processing
c) CD4o
d) Gene rearrangements","Affinity maturation of antibodies is because of somatic hypermutation.
Affinity maturation is the process by which antibodies gain
increased affinity, avidity, and anti-pathogen activity. It is a result of somatic hypermutation of immunoglobulin genes in B cells, coupled with selection for antigen binding.
Somatic hypermutation is a cellular response by which the immune system adapts to the new foreign elements that confront it. They do so by adding nucleotides in V gene regions of heavy and light chains, resulting in a better fit of antigen with the antibodies. This hence increases the affinity of antibodies to antigens. Due to this, the subset of plasma cells with these improved hypervariable regions are more strongly
selected by the antigen and therefore constitute a larger part of the population of antibody-producing cells. This process is called affinity maturation.
This process occurs in the germinal centers and proceeds for weeks after acute infection or vaccination, or for many cycles during chronic infection. The resulting antibodies can be highly mutated from their germline-encoded counterparts, with an increase in several orders of magnitude in affinity for antigen compared to the corresponding naïve B cell receptors (BCRs).",,A,
Question 8,Best method for detection of mutations with low allele frequency is,"a) DroPlet digital PCR
b) FIsH
c) Nested PCR
d) sanger sequencing","Best method for detection of mutation with low allele frequency is Droplet digital PCR (ddPCR) It is an advanced and more precise type of quantitative PCR which gives more consistent and reproducible results. It can accurately quantify the target nucleic acid sequence within a sample. It is useful for determining somatic mutation with low allele frequency. Mutant alleles of frequency as low as o.25% can also be detected using this technique.
Polymerase chain reaction (PCR) is a rapid automated method for the amplification of specific DNA sequences (or genes). Reverse transcriptase PCR- The enzyme reverse transcriptase (RT) is used to synthesize a complimentary copy of DNA (cDNA) from RNA and this cDNA is then used as a template for PCR.
other special PCR types:
Nested PCR- It involves the sequential use of two primer sets. The first primer set is used for amplification and the target sequence for the second primer is present only on the amplicon with the target sequence. Nested PCR is intended to reduce non-specific binding due to the amplification of unexpected primer binding sites.
Multiplex PCR- Multiple primers are used to amplify several DNA sequences simultaneously. As this process targets multiple genes at once, a single test run gives additional information that would otherwise require several times the reagents and technician time to perform.
The sanger sequencing technique is used for DNA sequencing. It is based on controlled termination of synthesis of DNA by using chain terminating agents like dideoxynucleotides.
Fluorescent In situ Hybridisation (FIsH) is a simple technique for the detection of specific genetic information on morphologically intact tissue using fluorescent probes. FIsH can be performed on prenatal samples, peripheral blood cells, touch preparations from cancer biopsies, and even fixed archival tissue sections.",,A,nan;859-677.PNG
Question 9,"In sanger sequencing, ddNTP is used because:","a) It is used to increase DNA Polymerase activity
b) It can be made fluorescent
c) They exhibit higher affinity for DNA Polymerases
d) It doesn't allow further elongation of DNA","In sanger sequencing, dideoxynucleotides triphosphates (ddNTP) are used because it doesn't allow further elongation of DNA.
The sanger method is used for DNA sequencing. This method uses the mechanism of synthesis of DNA by DNA polymerases. In the process of synthesis of DNA, the 3'-hydroxyl group of primer reacts with an incoming dNTP to form a new phosphodiester bond. This reaction is catalyzed by DNA polymerase.
In the sanger sequencing method, ddNTP is used because it halts the DNA synthesis. ddNTPs can bind to the template strand but lack the 3'-hydroxyl group which is required to add the next nucleotide. The products of this reaction are a mixture of DNA strands of varying lengths. This mixture is then separated using polyacrylamide gel electrophoresis and autoradiography. This produces a pattern of bands from which the DNA sequence can be read.
The image given below shows the steps involved in sanger's method.
sanger’s technique was the first technique used to determine the sequence of proteins. The first protein to be sequenced by this method was insulin. sanger’s reagent is 1- fluoro 2,4 dinitro benzene.",,D,nan;860-678.PNG
Question 10,Misincorporation of uracil into DNA is seen in deficiency of:,"a) vitamin B12
b) Folate
c) vitamin B6
d) vitamin E","Misincorporation of uracil into DNA is seen in the deficiency of folate.
Folate deficiency leads to decreased thymidylate synthesis from deoxyuridylate due to deficient methylation of deoxyuridine monophosphate (duMP) to thymidine monophosphate (TMP). The methylation of duMP to TMP is catalyzed by thymidylate synthase and requires tetrahydrofolate (THFA) as a methyl group donor. This decreased TMP synthesis can result in an imbalance of deoxyribonucleotides and hence leading to excessive uracil misincorporation into DNA during replication and repair.
Folic acid (vitamin B9) is a water-soluble vitamin, and its active form is tetrahydrofolate (THFA). It acts as a carrier of one-carbon groups. Tetrahydrofolate receives one-carbon fragments from donors such as serine, glycine, and histidine and transfers them to intermediates in the synthesis of amino acids, purines, and pyrimidines.
Folate deficiency results in:
• Megaloblastic anemia
• Homocystenemia
• Neural tube defects (spina bifida, Anencephaly) in the fetus.",,B,nan;861-679.PNG
