NUMBER,QUESTION,OPTIONS,SOLUTION,IMAGE Q,ANSWER KEY,IMAGE A
Q1,which of the following is the diluting segment of the kidney?,"a) PcT
b) collecting duct
c) Ascending thick loop of Henle
d) Descending loop of Henle","The ascending thick limb of the loop of Henle is called the diluting segment.
In the ascending limb, there is the movement of Na+ and cl– out of the tubular lumen, and the tubular fluid becomes more dilute.
when the fluid reaches the top of the ascending limb, it becomes hypotonic to plasma.",,C,
Q2,Identify the ions A and B based on conductance graph of a neuron shown below:,"a) Na, K
b) K, Na
c) Na, ca
d) ca, Na","channel A: Na+, channel B: K+
Na+ channels are fast activating and are responsible for depolarization phase of action potential.
K+ channels are slow activating and open for prolonged duration than the sodium channels. They are responsible for repolarization phase of action potential. Also, the postassium channels return slowly to their closed state, which is responsible for after-hyperpolarization.",439-448.PNG,A,448-453.PNG
Q3,How is an electrical synapse different from a chemical synapse?,"a) No cytoplasmic continuity between presynaptic and postsynaptic membrane
b) Direction of impulse is unidirectional
c) connexons are involved in electrical synapse
d) Electrical synapse has more latent period than chemical synapse","In electrical synapses, the cytoplasm of adjacent cells is directly connected by gap junctions (connexons) that allow free movement of ions from the interior of one cell to the interior of the next cell.
The transmission in electrical synapses is bidirectional and there is no synaptic delay. unlike chemical synapses, electrical synapse has cytoplasmic continuity.
Note: Most of the synapses used for signal transmission in the central nervous system are chemical synapses.",,C,
Q4,Hormone degradation as an important mechanism for regulating local concentrations is seen in _________.,"a) 11β-hydroxysteroid dehydrogenase inactivation of glucocorticoids
b) Thyroid hormone deiodinases inactivating T3
c) Degradation of retinoic acid by cyp26b1 in primordial germ cells of males
d) All of the above","Hormone degradation as an important mechanism for regulating local concentrations is seen in all of the above.
11β-hydroxysteroid dehydrogenase inactivates glucocorticoids in renal tubular cells, preventing actions through the mineralocorticoid receptor.
During development, degradation of retinoic acid by Cyp26b1 prevents the primordial germ cells in the male from entering meiosis, which occurs in the female ovary.
The thyroid hormone deiodinases convert T4 to T3 and can inactivate T3. All the three are hence examples of local hormone degradation being utilized as a method for regulation of hormone concentration locally.",,D,
Q5,The factors that can cause a person to drink water due to stimulation of thirst mechanism is/are ___________.,"a) Dehydration
b) Hemorrhage
c) prandial Drinking
d) All of the above","Dehydration, hemorrhage, and prandial drinking: All three can cause increased thirst resulting in water drinking.
Increased osmolality acts via osmoreceptors in the anterior hypothalamus.
The decreased plasma volume, as in hemorrhage, acts via
1. Renin-angiotensin system
2. Baroreceptors in heart and blood vessels.
The intake of liquids during a meal is known as prandial drinking. The increase is known as learned or habit response but is not understood completely.",,D,
Q6,"on performing a histamine test on an individual with brachial plexus trunk injury, you can expect ________.","a) central capillary dilatation → wheal → surrounding flare
b) central capillary dilatation → wheal without surrounding flare
c) central capillary dilatation → wheal with exaggerated surrounding flare
d) Absent triple response","Brachial plexus trunk injury leads to anesthetized skin over the region. on performing a histamine test on such an individual, one can expect central capillary dilatation → wheal without surrounding flare. The incomplete triple response over the anesthetic skin is characteristic of postganglionic lesions.
Intradermal injection of histamine usually causes a triple response in the surrounding skin i.e, red reaction→ flare → wheal
• Red reaction is due to histamine-mediated relaxation of the precapillary sphincters
• Flare reaction (Flush, Axon reflex) is due to Substance P mediated arteriolar dilatation
• wheal (skin edema) is due to histamine-mediated increased capillary permeability
• Flare is absent in locally anesthetized skin",,B,
Q7,GFR is increased by all except,"a) Increased renal blood flow
b) Efferent arteriolar constriction
c) ureteric stone
d) Decreased oncotic pressure","ureteric stone causes a reduction in glomerular filtration rate (GFR).
Following ureteral obstruction, there is a progressive fall in glomerular filtration rate (GFR) due to a reduction in a single-nephron glomerular filtration rate (SNGFR) and a reduced number of filtering nephrons.
All the other factors/options increase GFR.",,C,
Q8,Baroreceptor provides ________ ,"a) Negative feedback
b) positive feedback
c) Both negative and positive feedback
d) Feedforward control","Baroreceptors provide negative feedback in response to an increase in blood pressure.
Increased baroreceptor discharge inhibits the tonic discharge of sympathetic nerves and excites the vagal innervation of the heart.
Baroreceptor reflex:
• Increased BP → stimulation of baroreceptors → stimulation of NTS → inhibition of RVLM → inhibition of sympathetic system
• Stimulation of NTS also stimulates cVc → parasympathetic stimulation
• Net effect = sympathetic inhibition and parasympathetic stimulation → decreased HR and BP",,A,
Q9,The diagram below shows the pressure-volume curves for 3 different lungs. which of the following is the best representation of compliance between the three lungs?,"a) A<B<c
b) B>A>c
c) B>c>A
d) c>A>B","The diagram depicts the change in volume with respect to the change in intrapleural pressure, which is compliance. Here, the change is more (steep curve) with B and least (flat curve) with c.
The “stiffer” lung displays a more horizontal curve (c), meaning that it takes a greater pressure to achieve the same inflation volume compared with a normal lung (A). These lungs are called less compliant.
curve (B) is more compliant as it takes lesser pressure to achieve the same inflation volume compared to normal (A).
compliance is increased in emphysema. compliance is decreased in case of pulmonary edema or fibrosis.",441-449.PNG,B,452-455.PNG
Q10,Identify the site which is responsible for relieving pain when pressure is applied to the painful area.,"a) A
b) B
c) C
d) D","It is a cross section of brain stem at pons.
A is a periaqueductal gray matter which also consists of raphe nucleus.
Descending pathways from the mesencephalic periaqueductal gray matter inhibit transmission in nociceptive pathways. This descending pathway includes a synapse in the ventromedial medulla (Raphe nucleus) and the release of endogenous opiates. So periaqueductal gray matter releases endogenous opiates.
other marked structures are
B: corticospinal tract
C: Medial lemniscus
D: Medial longitudinal fasciculus",442-450.PNG,A,
